q0p0;q0p1;q0p2;q1p0;q1p1;q2p0;q2p1;q2p2;s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[2, 3];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[3, 5];s[3, 6];s[3, 7];s[4, 5];s[4, 6];s[4, 7];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20
1;6;35;29;46;25;9;46;-12;-4;-2;-3;-12;-9;-2;-1;-20;0;-12;-12;-3;-19;-2;-15;-18;-1;-1;-8;-3;-3;6;24;26;31;35;41;51;51;59;65;71;73;74;90;93;95;110
36;45;49;4;43;19;23;10;-5;-4;-12;-8;-3;-13;-6;0;-15;-17;-15;0;-4;-13;-9;-17;-2;-1;-18;-14;-2;25;28;36;38;38;41;42;46;48;64;73;76;76;80;83;88;89;91
22;22;12;17;3;9;7;28;-1;-3;0;-17;-3;-8;-16;-17;-5;-7;-13;-10;-10;-10;-19;-19;-8;-2;-7;-19;-7;-17;-8;-7;-6;-4;-3;4;5;7;20;23;23;24;25;28;40;50;61
34;47;41;43;16;42;16;13;-10;-11;-4;-8;-2;-16;-10;-18;-5;-8;-16;-2;-8;-15;-13;-13;-18;-9;-10;-5;-6;42;44;49;51;51;52;57;59;59;67;67;67;69;70;79;85;89;92
24;49;3;46;10;21;39;11;-4;-7;-12;-18;-20;-13;0;-20;-5;-16;-16;-14;-15;-6;-13;-4;-9;-8;-20;-18;-16;-19;-15;2;14;16;23;30;35;38;40;49;57;69;71;75;78;79;107
11;47;38;33;6;29;35;30;-16;-3;-14;-19;-7;-3;-6;-19;-8;-8;-8;-10;-20;-17;-10;-9;-20;-2;-5;-13;-16;17;21;24;24;34;38;38;39;49;52;53;61;61;63;78;81;84;97
12;43;42;26;48;28;41;27;-15;0;-5;-6;-20;-11;-5;-13;0;-7;-18;-1;-13;-18;-18;-17;-20;-6;-2;-6;-18;24;29;38;48;49;53;53;56;72;79;80;81;88;89;99;102;106;121
14;8;45;19;14;43;30;40;-2;-14;-2;-5;-3;-19;-9;-1;-11;-15;0;-1;-15;-7;-4;-2;-1;-2;-20;-3;-2;26;29;31;35;35;36;36;48;49;55;66;66;70;78;86;90;92;98
28;39;34;47;17;24;8;25;-16;-1;-14;-15;-9;-9;-20;-1;-19;-10;-12;-19;-3;-18;-9;-17;-19;-4;-5;-20;-10;2;5;17;33;38;40;41;47;48;49;50;52;54;71;73;81;83;88
6;3;19;32;46;16;34;47;-14;-15;-16;-16;-16;-3;-20;-9;-20;-18;-6;-19;-8;-2;-6;-17;-18;-9;-4;-6;-14;7;22;24;28;32;33;36;37;44;46;49;50;52;54;59;72;73;77
49;2;30;47;23;48;22;16;0;-2;-8;-11;-5;-13;-13;-15;-2;-18;-11;-1;-15;-13;-9;-16;-12;-11;-13;0;-3;7;23;32;32;44;53;56;61;62;63;72;78;81;83;95;96;97;120
4;37;15;44;12;13;38;24;-9;-5;0;-7;-2;-6;-16;-1;-6;-14;-17;-20;0;-18;-6;-13;-5;-9;-13;-5;-1;7;11;22;24;32;32;37;39;42;42;51;52;57;60;65;74;76;102
45;31;33;40;33;48;49;30;-8;-4;-11;-15;-1;-8;-2;-9;-20;-1;-6;-9;-18;-8;-6;-19;-17;-2;-14;0;-10;71;73;75;78;81;83;87;89;90;91;91;93;94;95;97;98;104;108
45;35;18;30;34;23;34;0;-16;-8;-10;0;-10;-16;-7;-7;-10;-8;-10;-2;-7;-5;-19;-3;-8;-11;-8;-9;-16;8;15;30;38;38;45;51;58;59;62;65;69;70;70;76;77;85;96
40;20;7;5;8;10;18;46;-7;-19;-11;-10;-7;-9;-3;-12;-2;0;0;-13;-18;0;-20;-17;-18;-2;-12;-19;-14;-18;-13;-3;1;11;12;14;14;16;18;20;22;28;36;54;57;60;75
21;8;47;26;4;24;35;47;-4;0;-16;-1;-3;-2;-6;-7;-15;-10;-2;-1;-9;-11;-16;-20;-14;-6;-4;-14;-6;12;19;29;29;31;37;38;45;60;61;63;63;63;66;75;81;81;96
8;33;25;25;33;2;32;9;-2;-8;-7;-16;-10;-14;-16;0;-7;-18;-16;-16;-2;-2;0;-5;-11;-8;-13;-1;-11;15;21;21;22;27;29;29;30;35;36;39;40;41;48;53;58;71;74
24;39;1;19;11;27;16;5;-13;-16;-7;-9;-20;-7;-11;-13;-8;-10;-12;-15;-6;-9;-2;-10;-16;-3;-11;-11;-3;-7;-3;-1;1;7;8;12;15;19;21;28;31;36;40;42;43;43;55
37;6;10;2;44;19;7;32;-5;-10;-15;-17;-11;-13;-17;-18;-5;-7;-3;-8;-2;-18;-17;-16;-17;-17;-11;-10;-4;-20;-20;-19;3;7;7;10;22;23;25;25;38;51;52;54;57;64;88
9;3;2;48;45;34;37;48;-5;-18;-16;-2;-11;-4;-4;-8;-20;-4;-2;-15;-19;-4;-3;-10;-11;-19;-15;-8;-11;32;39;53;53;53;55;57;60;62;63;63;66;70;70;72;74;76;77
5;27;29;13;42;47;19;31;-6;-16;-3;-15;-3;-4;-20;-2;-6;-1;-6;-9;-7;-6;-16;-12;-6;-3;-13;-1;-5;10;34;37;43;43;44;48;54;61;62;63;64;69;72;74;74;81;89
19;38;38;34;4;1;31;30;-1;-15;0;-10;-10;-10;-9;-6;-10;-7;-18;-12;-17;-18;-19;-17;-12;-6;-6;-20;-17;3;8;9;11;21;22;23;24;34;36;39;40;55;59;61;66;71;79
41;45;21;33;35;35;25;34;-12;-3;0;-20;-8;-17;-18;-13;-4;-10;-5;-3;-4;-17;-8;-2;-8;-2;-16;-4;0;49;57;59;68;68;73;74;74;78;79;79;81;83;86;86;92;95;99
16;22;34;24;49;30;43;19;-13;-18;0;-7;-5;-18;-2;-11;0;-16;0;-8;-6;-6;-6;-7;-14;-6;-11;-7;-19;25;35;40;42;49;50;53;57;65;66;69;75;76;77;81;88;105;105
33;20;46;1;27;6;35;49;-5;-7;-7;-20;-17;-6;-4;-2;-8;-17;-17;-12;-11;-17;-5;-4;-15;-6;-10;-18;-8;15;21;24;27;29;33;37;41;42;46;50;52;55;61;67;68;77;97
6;24;47;18;2;1;40;24;-17;-17;-19;-9;-11;-5;-2;0;-14;-18;-20;-7;-12;-16;-6;-18;-13;-2;-11;-7;-15;-38;-29;-11;14;15;15;16;18;20;20;25;41;43;45;50;56;59;61
23;31;14;28;15;5;28;35;-17;-16;-10;-19;-14;-4;-3;-8;-7;-10;-3;-5;-8;-1;-20;-3;-15;-6;-7;-4;-12;10;14;26;27;27;28;31;33;33;47;48;49;49;51;56;60;61;74
23;15;36;32;15;48;20;1;-6;-12;-16;-19;-13;-7;-17;-4;-18;-12;0;-11;-12;-13;-11;-14;-4;-6;-13;-10;-13;-11;1;5;17;17;23;31;37;38;44;45;46;52;63;67;70;71;90
23;47;16;23;35;25;35;21;-15;-12;-19;-18;-10;-19;-12;-9;-19;-4;-19;-17;-8;-8;-6;-20;-4;-11;-2;0;-7;17;17;24;31;42;43;44;47;49;50;50;57;61;63;63;80;84;86
13;4;18;32;36;9;20;33;-6;-15;-4;-4;-13;-16;-20;-10;-17;-5;-15;-12;-14;-10;-11;-4;-9;-14;-20;-19;-11;-1;4;14;15;17;19;26;31;33;34;36;37;40;43;43;45;46;53
31;35;10;1;4;18;2;0;-15;-5;-6;-18;-13;-5;-15;-16;-13;-2;0;-8;-10;-7;-19;-8;-17;-4;-7;-10;-16;-29;-16;-12;-11;-9;0;1;3;3;4;6;7;11;19;21;25;25;35
2;18;29;49;45;22;31;8;-10;-12;-20;-16;-5;-6;-20;-7;-15;-13;-5;-3;-19;-15;-18;-14;-4;-20;-20;-17;-6;17;24;29;32;32;33;36;38;42;43;52;54;55;62;62;70;73;85
17;13;31;42;27;13;37;33;-2;-1;-9;-7;-10;-7;-13;-15;-20;-9;-7;-7;-5;-19;-5;-20;-3;-9;-18;-7;-19;7;26;29;32;37;41;41;47;54;60;62;62;63;66;71;81;84;85
30;3;46;25;48;47;27;4;-12;-6;-16;-12;-20;-2;-20;-19;-5;-4;-9;-9;-8;-5;-7;-17;-3;-8;-12;-18;-6;18;19;25;35;37;45;47;50;51;55;57;69;76;81;84;89;91;112
0;28;40;49;37;32;8;0;-7;-7;-8;-9;-18;-7;-15;-5;-11;-11;-1;-6;-12;-19;-7;-7;-15;-20;-17;-17;-7;4;5;12;26;30;32;37;39;43;52;57;59;60;61;62;74;90;101
7;18;9;16;42;4;36;9;-19;-3;-10;-15;-13;-9;-20;-1;-11;-4;-5;-14;-3;-3;-11;-5;-18;-15;-2;-12;-20;-15;-7;3;7;15;15;16;22;23;25;32;35;36;38;41;53;55;58
31;20;25;7;41;26;15;25;-18;0;-6;-2;0;-13;-2;0;-1;-14;-17;-3;-1;-1;-13;-5;-14;-19;-11;-11;-19;6;8;14;15;19;26;35;35;35;51;56;62;66;74;74;77;78;81
4;24;30;23;23;26;20;2;-11;-6;-8;-19;-2;-18;-3;-20;-9;-14;-4;-1;-20;-1;-12;-16;-9;-4;-16;-14;-13;8;8;8;12;13;18;19;19;23;29;31;34;35;39;41;42;57;59
14;24;43;3;25;44;39;38;-4;-3;-7;-16;-6;-3;-15;-1;-13;-8;-17;-11;-20;-10;-4;-4;-10;-17;-19;-6;-13;26;28;37;40;46;46;48;49;51;53;54;54;55;58;62;63;78;80
20;0;9;32;15;32;6;26;-7;-17;-18;-7;0;-11;-1;-7;-3;-19;-20;-7;-11;-9;-18;-6;-19;-1;-9;-19;-12;-5;-2;-2;-1;5;9;13;23;25;27;28;29;30;32;36;40;53;70
22;12;25;3;10;1;33;14;-19;-8;-17;-17;0;-1;-3;-17;-1;-1;-10;-3;-3;-2;-14;-13;-4;-20;-12;-15;-16;-23;-15;-9;-4;-2;0;3;7;16;16;18;18;22;25;36;42;45;48
36;6;37;48;5;26;26;7;-5;-12;-15;-9;-9;-11;-11;-9;-14;-20;-18;-11;-11;-5;-1;-12;-8;-5;-10;-13;-4;-17;-1;7;23;25;30;33;33;36;39;47;48;68;70;72;78;80;88
27;13;44;24;33;2;27;0;-19;-20;-14;-10;-6;-11;-6;-8;-6;-1;-5;-15;-16;-4;-12;-13;-5;-16;-7;-11;-17;7;7;9;10;17;21;22;27;33;35;36;41;42;44;46;50;74;81
34;11;25;39;30;45;33;36;-3;-13;-2;0;-3;-18;-16;-11;-16;-19;-11;-3;-14;-1;-7;-10;-14;-4;-20;-6;-7;35;35;36;39;45;56;63;71;74;74;74;77;78;78;78;89;99;103
16;13;47;4;25;4;35;20;-4;-12;-16;-9;-14;-6;-8;-11;-20;-1;0;-11;-6;-5;-12;-18;-18;-7;-4;-19;0;-14;-14;8;13;15;19;23;24;26;31;35;36;49;52;55;63;69;72
12;17;33;48;44;42;34;17;-1;-16;-16;-8;-20;-20;-7;-10;-20;-11;-17;-2;-10;0;-11;-12;-11;-3;-12;-20;-4;33;46;48;48;48;53;54;56;65;67;73;74;74;77;84;87;89;95
45;39;0;1;21;29;42;36;-20;-4;-2;-6;-6;-8;-7;-17;-3;-7;-10;-17;-3;-20;-11;-4;-6;-19;-5;-9;-1;-3;7;13;17;25;28;37;40;42;49;56;60;65;81;83;84;89;91
8;12;36;25;15;38;12;2;-2;-8;-18;-18;-1;-2;-5;-6;-5;-18;-18;-12;-5;-16;-15;-4;-13;-20;-17;-18;-14;-9;-8;-1;2;10;11;12;12;12;17;18;26;29;37;47;55;63;72
43;37;48;24;19;16;14;8;-13;-4;-10;-9;-2;0;-17;-17;-16;-1;-17;-12;-4;-5;-11;-6;-17;-19;-14;-9;-12;24;28;33;34;40;41;42;42;47;49;50;52;53;54;54;54;55;61
31;4;31;16;30;24;31;49;-7;-1;-1;-15;-19;-7;-19;-9;-12;-17;0;-4;-7;-13;-6;-7;-19;-13;-5;-15;-12;13;19;21;25;32;35;37;46;56;57;57;60;61;69;77;78;78;88
46;25;48;8;6;8;23;19;-16;-6;-4;-9;-14;0;-14;-9;-11;-15;-12;-15;-17;-17;-10;-11;-16;-15;-15;-6;-3;1;15;18;21;22;23;24;28;29;31;34;35;36;38;39;45;48;54
38;16;42;0;25;41;46;38;-11;-3;-9;-19;-14;-7;-2;-13;-19;-3;-4;-2;-10;-12;-17;-1;-6;-4;-10;-11;-20;30;36;40;47;48;54;55;55;57;58;64;66;66;68;76;82;86;88
0;40;9;8;11;13;12;8;0;-14;-14;-4;-12;-19;-9;-15;-6;-6;-1;-5;-7;-12;-11;-5;-8;-2;-9;-8;-3;-13;-10;-3;2;2;7;8;8;9;11;12;17;22;27;29;31;40;41
32;48;36;2;6;17;24;27;-15;-20;-11;-6;-7;-3;-6;-13;-13;-3;-6;-8;-19;-10;-1;0;-18;-7;-1;-20;-12;16;19;23;25;26;28;28;30;31;32;39;40;48;51;51;51;60;64
0;29;15;40;10;3;21;48;-10;-20;-2;-17;-3;-20;-19;-10;-3;-5;-12;-2;-7;-13;-14;-4;-18;-20;-10;-7;-13;-19;-13;3;9;16;22;24;27;31;33;35;38;44;49;50;55;57;72
43;23;0;46;32;29;27;28;-10;-9;-20;-13;-14;-11;-6;-18;-8;-3;-6;-14;-19;-10;-9;-7;-2;0;-20;-9;-5;8;26;32;40;43;55;55;59;59;62;69;71;75;75;81;83;91;93
14;14;16;3;27;38;15;34;-14;-15;-16;-16;-20;-8;-4;-16;-5;-2;-18;-19;-5;-9;-10;-17;-5;-5;-8;-2;-5;-3;2;8;12;14;14;17;20;23;28;35;36;40;43;45;49;51;64
18;24;7;25;31;47;43;42;-5;-10;-2;-17;-14;-10;-8;-19;-1;-18;-12;-10;-15;-5;-20;-3;-4;-11;-12;-11;-17;31;33;48;49;50;52;54;54;54;55;55;60;63;64;72;77;78;80
43;28;3;49;28;35;14;13;-1;-11;-1;-19;-17;-2;-8;-19;-3;-6;-19;-16;-11;-9;-11;-18;-15;0;-4;-10;-14;3;10;23;35;35;39;41;42;45;49;60;71;71;73;82;87;90;107
9;30;31;12;24;28;25;16;-7;-3;-6;-6;-20;-1;-8;-4;-20;0;-8;-18;-15;0;-8;0;-8;-17;-9;-3;-19;-7;7;25;26;26;36;38;40;41;43;43;46;48;48;52;59;61;65
1;29;27;42;1;34;26;35;-12;-4;-8;-18;-18;-13;-8;-19;-12;-1;-13;-5;-7;-19;-3;-15;-1;-18;-9;-8;-13;-2;2;15;22;28;28;30;38;41;42;42;43;58;62;68;70;71;74
39;13;3;11;34;9;3;40;-11;-15;-15;-11;-2;-10;-19;0;-12;-12;-3;-13;-6;0;-16;-13;-17;0;-15;-1;-13;-12;-3;1;10;12;14;18;20;22;26;35;35;37;42;43;49;77;83
12;32;44;6;8;48;46;20;-16;-5;-6;-8;-14;-6;-8;-13;-9;-9;-2;-5;-7;-12;-5;-18;-13;-16;-13;-4;-18;-8;3;25;26;27;27;44;44;47;49;49;54;56;65;69;71;75;77
28;32;30;4;32;41;19;31;-3;-10;-7;-19;-2;-8;-14;-14;-19;-18;-19;-11;-3;0;0;-15;-8;-12;-4;-6;-4;20;21;26;29;34;38;40;44;44;46;48;59;64;73;75;78;80;85
17;1;13;35;39;32;26;36;-17;-3;-8;-18;-7;-14;-2;-18;-10;-6;-19;-20;-6;-19;-5;-1;-11;-14;-19;-3;-10;25;27;32;33;35;36;38;39;46;50;51;53;54;58;58;58;58;72
38;17;23;19;34;14;35;45;-4;-12;-9;-20;-3;0;-3;-8;-15;-6;-5;0;-5;-7;-2;-6;-12;-17;-7;-20;-7;36;40;44;47;48;52;53;55;56;58;58;59;63;65;78;80;93;95
46;42;8;17;22;0;16;47;-16;-6;-3;-18;-6;-5;-13;-19;-6;-6;-1;-3;-6;-16;-1;-12;-5;-14;-4;-6;-2;6;17;19;21;23;28;32;40;54;55;55;56;59;71;74;81;90;101
35;11;13;21;16;37;31;25;-20;-6;-7;-9;-11;-2;-12;-17;-19;-14;-5;-7;-14;-3;-3;-15;-4;-15;-17;-19;-7;8;18;19;26;28;31;35;35;36;37;37;38;48;51;52;53;54;58
35;36;21;12;28;48;48;13;-15;-20;-6;-16;-10;-9;-13;-15;-16;-7;-2;-17;-11;-10;0;-11;-2;-1;-2;-1;-6;34;39;40;43;44;51;57;61;62;63;67;67;69;69;74;82;82;83
34;44;14;30;16;33;31;5;-16;-4;-13;-19;-11;-16;-16;-4;-16;-2;-18;0;-15;-20;-6;-7;-5;-1;-19;-2;-18;11;22;24;29;29;32;37;39;41;47;54;55;56;57;60;61;68;80
2;9;44;10;9;47;8;25;-18;-20;-14;0;-18;-15;-19;-8;-13;-9;-9;-17;-18;-20;-3;-4;0;-16;-19;-3;-10;-15;-12;-9;-4;-1;2;4;5;5;19;21;23;33;39;46;48;51;70
38;5;22;41;18;29;27;16;-15;-12;-3;-12;0;-18;-5;-8;-7;-10;-5;-20;-20;-9;-19;-15;-5;-15;-11;-4;-18;-1;6;18;19;28;34;34;34;40;42;43;52;55;59;65;71;74;75
3;37;21;15;40;5;34;30;-17;-10;-16;0;-20;-18;-5;-12;-6;-14;-17;-19;-6;-5;-16;-5;-18;-16;-11;-20;-7;-15;-5;11;13;17;17;22;30;30;34;36;44;47;49;51;54;80;81
22;40;28;31;1;1;36;32;-11;-18;-13;-3;-5;0;-15;-5;-16;-4;-16;-14;-4;-1;-19;-2;-5;-1;-7;-7;0;-14;5;15;28;28;31;32;38;39;43;54;55;65;68;70;73;86;98
10;32;1;17;11;22;43;13;-6;-14;-10;-4;-7;-17;-1;-12;-19;-4;-14;-12;-7;-17;-20;-9;-3;-2;-7;-17;-19;-26;-6;-5;8;9;10;12;24;25;27;29;32;33;39;45;49;53;57
22;45;22;21;41;44;18;41;0;-1;0;-5;-12;0;-5;-3;-7;-14;-1;-12;-3;-15;-6;0;-6;-2;-8;-15;-7;39;39;50;60;70;71;75;77;79;83;84;84;87;91;98;101;107;114
11;30;28;13;25;30;9;32;-6;0;-2;-5;-9;-13;-16;-8;-20;-7;-11;-8;-1;-7;-19;-9;-19;-17;-17;-19;-16;0;3;9;13;21;24;26;28;37;38;42;43;43;44;47;48;50;57
25;34;5;35;36;21;48;3;-16;-4;-1;0;-19;-15;-19;-2;-6;-10;-15;-18;-3;-15;-3;-2;-3;-5;-2;-5;-7;16;20;23;34;37;39;41;42;51;55;62;68;71;75;88;89;93;100
7;22;41;24;30;3;43;41;-13;-7;-4;-5;-11;-14;-13;-1;-12;-18;-4;-1;-12;-16;-10;-1;-5;0;-3;-1;-13;16;26;33;38;47;48;49;51;51;55;58;58;67;69;83;88;92;96
38;7;24;4;10;25;2;17;-7;-1;-7;-16;-13;-5;-11;-3;-12;-18;-17;-10;-6;-4;-6;-4;0;-17;-4;-15;-14;-19;-12;-9;-4;5;7;9;18;21;21;22;24;24;26;37;39;49;61
6;47;13;41;9;30;34;23;-19;-6;-11;-4;-8;-4;-20;-9;-2;-2;-6;-11;-16;-13;-5;-18;-3;-11;-19;-13;-8;6;9;16;19;21;26;29;32;38;44;49;55;55;55;66;87;94;113
6;46;5;41;19;12;15;5;-9;-19;-17;-20;-11;-8;-4;-13;-11;0;-11;-16;0;-17;-17;-15;-17;-12;-15;-3;-9;-14;-13;-9;-2;3;5;11;16;16;18;20;32;45;57;62;63;66;72
45;9;6;32;16;7;16;11;-17;-2;-15;-16;-15;-9;-16;-16;-10;0;-10;-18;-3;-3;-1;-1;-4;-14;-18;-5;-15;-18;-10;-1;5;10;12;22;24;29;31;33;34;37;40;42;51;54;56
26;32;23;48;22;24;36;44;-4;-17;-20;0;-16;-9;-12;0;-5;-14;-16;-13;-14;-11;-3;-16;0;-5;-12;0;-2;23;30;49;54;57;57;58;67;70;71;73;79;80;91;93;96;102;106
25;15;15;31;36;12;30;38;-12;-6;-10;-16;-3;0;-2;-10;-15;-12;-10;-16;-1;-2;-16;-8;-14;-5;-11;-14;-2;35;38;39;40;40;44;46;47;49;50;50;53;55;55;67;73;74;88
18;47;2;20;15;44;0;1;-16;-6;-12;-11;-8;0;-19;0;-18;-6;-9;0;-16;-6;-13;-15;-19;-4;-3;-2;-2;-12;-8;-3;3;9;11;14;18;23;26;30;36;39;42;56;58;84;96
10;38;35;46;0;35;27;44;-10;-13;-3;-2;-20;0;-5;-9;-6;-18;-8;-9;-14;-20;-1;-4;-8;-10;-3;-10;-5;12;16;23;26;44;44;54;56;60;63;64;72;74;90;97;100;106;106
33;37;46;24;32;20;47;20;-19;-2;-11;-12;-5;-3;-5;-14;-12;-3;-12;-12;-8;-5;-19;0;-3;-11;-8;-16;-15;42;47;48;52;62;63;64;64;64;66;70;70;70;82;83;90;92;97
2;8;21;15;9;27;36;24;-11;-2;-17;-18;-3;-14;-4;-15;-11;-8;-17;-4;-7;-20;-7;-14;-7;-10;-7;-13;-15;2;7;12;14;14;15;15;17;17;18;25;25;26;27;28;28;29;39
45;2;49;19;21;25;36;21;-13;-14;-7;-20;-12;-14;-15;-8;-6;0;0;-12;-16;-12;-6;-13;-20;-1;-20;-2;-16;5;11;13;17;27;36;45;47;47;50;56;57;59;64;66;72;80;82
33;5;16;33;45;38;23;20;-14;-9;-16;-2;-9;-5;-16;-1;-13;-12;-18;-10;-7;-8;-2;-6;-1;-13;-13;-17;0;27;28;36;42;42;45;49;50;56;58;64;68;69;69;72;73;78;80
14;9;47;36;39;44;8;1;-10;-18;-3;-11;-11;-17;-5;-7;-19;-19;-15;-15;-1;-8;-13;-16;-9;-17;-19;-10;-3;-7;8;13;22;22;22;22;28;39;49;56;57;59;61;61;65;95;95
4;15;15;24;45;12;26;46;-10;-13;-15;-13;-2;-8;-17;-15;-11;-14;-11;0;-11;-19;-10;-17;-6;-15;-2;-13;-11;-2;11;12;25;29;31;36;38;40;45;47;48;49;54;59;64;69;85
21;5;49;15;47;37;18;6;-15;-4;-18;-3;-11;-15;-8;-6;-17;-4;-9;-11;-2;-15;-5;-18;-19;-2;-7;-12;-13;-13;5;14;17;18;22;33;33;39;46;54;67;68;72;73;76;76;113
7;15;7;10;24;27;8;18;-11;-5;-19;-10;-17;-2;-18;-20;-16;-8;-17;-3;-3;-2;-6;-9;-3;-14;-11;-5;-2;-7;-2;1;3;5;8;12;15;17;19;19;21;23;25;29;29;38;41
15;14;2;7;43;17;41;41;-11;-9;-2;-14;-19;-1;-19;-9;-3;-18;-19;-8;-10;-4;-9;-10;-2;-13;-12;-9;-13;-13;9;16;18;20;25;30;32;34;36;48;52;56;56;58;65;67;67
39;18;26;8;18;8;38;12;-1;-13;-16;-20;-9;-18;-1;-19;0;-1;-9;-16;-12;-7;-14;-14;-20;-17;-10;-15;-12;-17;2;6;7;14;14;14;24;26;26;32;34;35;36;44;44;47;58
38;43;18;21;10;28;34;34;-6;-12;-8;-1;-4;-1;-7;-17;-18;-12;-11;-16;-5;-16;-16;-13;-4;-15;-6;-4;-14;16;26;29;31;38;42;50;51;52;54;58;60;61;65;68;70;75;82
48;5;41;32;41;33;14;25;-17;-12;-11;-18;-10;0;0;-12;-6;-19;-9;-8;-2;-2;-2;-13;-5;-17;-12;-8;-6;26;40;45;46;46;54;55;61;65;70;71;72;78;82;86;87;91;93
44;38;25;1;16;33;41;31;-20;-15;0;-15;-4;-3;-9;-14;-15;-15;-13;-9;-18;-5;-7;-4;-6;-13;-14;-2;-3;24;24;33;39;39;43;45;50;51;53;54;56;58;64;66;69;69;69
7;21;43;45;12;25;21;28;-5;-8;-14;-6;-8;-20;-6;-8;-3;0;-3;-20;-1;-2;-16;-1;-5;-1;-11;-7;-5;11;19;26;33;38;42;47;48;50;57;57;59;62;66;73;96;99;108
