167;652;36;68;36;22;196;67;112
172;68;133;69;70;109;85;68;77
61;31;303;180;180;174;16;72;109
339;73;226;131;54;45;102;23;133
16;95;70;317;278;99;39;81;86
258;167;69;67;16;18;293;35;68
76;18;127;32;48;186;49;55;22
57;50;204;102;243;124;76;151;144
221;491;82;132;99;44;235;49;97
68;118;41;92;83;48;67;113;245
67;67;260;342;244;145;29;93;57
122;89;228;275;99;99;41;82;232
28;50;87;216;363;139;15;45;57
225;192;261;195;79;79;177;63;85
245;437;56;165;106;43;267;66;131
191;141;70;61;174;209;173;142;71
217;574;94;106;46;70;205;32;72
41;7;278;52;66;192;12;29;77
41;78;215;130;96;65;96;280;416
51;111;294;261;67;62;166;119;253
161;212;107;18;41;191;348;358;41
516;204;100;146;104;106;247;39;74
60;27;331;115;48;181;108;205;111
302;158;216;135;356;451;36;154;50
208;163;352;122;24;21;48;18;66
76;148;152;345;120;125;217;198;76
28;81;147;309;316;36;20;57;95
41;79;186;163;172;124;52;193;93
61;49;458;143;50;71;53;111;213
186;162;27;33;52;65;394;169;62
194;48;221;47;57;318;178;124;175
511;128;132;25;60;278;255;115;31
274;473;105;171;99;119;176;58;53
193;160;135;93;108;83;500;261;241
52;334;96;218;274;95;42;160;58
42;178;27;60;276;57;139;91;36
111;197;95;159;89;29;225;94;307
21;72;47;170;80;27;38;131;67
45;41;63;61;72;142;83;58;61
229;963;28;156;203;51;128;23;24
87;137;250;160;125;160;37;100;85
48;50;98;248;147;172;72;47;195
172;431;96;159;145;74;231;54;71
156;168;98;119;75;47;254;97;319
122;173;139;196;481;140;149;150;154
29;29;28;203;214;67;91;247;202
38;112;32;82;563;215;32;147;53
46;74;58;181;238;84;51;132;155
121;51;299;48;93;414;71;104;46
251;759;61;117;42;40;139;45;67
250;88;485;414;161;125;38;40;143
93;70;179;327;81;75;31;39;144
11;50;186;282;281;133;8;55;81
95;77;88;120;95;247;50;132;75
185;86;160;57;155;189;167;147;62
35;276;38;334;513;103;25;96;73
223;190;166;175;37;12;257;44;225
155;174;182;177;247;181;129;374;216
177;64;36;9;138;358;108;102;13
208;396;51;39;58;35;591;163;168
133;334;72;74;91;53;274;70;84
42;40;44;79;169;360;64;189;42
110;124;93;120;418;597;58;151;79
172;357;135;251;171;89;134;101;287
91;67;19;78;256;84;181;214;167
16;19;106;214;41;39;94;255;587
273;149;170;113;118;123;63;125;20
499;94;207;13;44;430;162;119;52
202;176;428;167;166;479;32;99;115
125;26;231;34;113;389;44;167;38
75;42;41;48;239;143;148;1091;178
513;291;116;53;35;149;501;111;80
10;47;74;257;31;16;158;148;502
152;21;96;30;134;343;145;660;112
369;391;90;100;327;84;127;98;36
409;156;91;35;188;126;161;106;26
66;602;44;385;358;49;186;49;89
52;124;251;448;422;125;45;78;95
76;41;147;141;119;250;91;270;209
27;86;87;455;89;52;74;131;539
164;384;38;84;167;127;227;58;39
198;143;85;68;72;78;310;107;128
65;28;151;37;124;174;110;321;321
59;164;225;186;118;71;73;14;65
226;405;48;104;136;18;496;104;121
101;131;70;184;62;23;174;79;440
298;50;605;138;111;333;39;152;143
79;82;116;134;86;47;432;215;364
134;163;116;265;73;24;100;56;289
87;40;170;281;181;207;42;267;129
109;75;185;74;255;258;61;173;91
318;48;680;96;16;263;74;45;145
91;65;186;148;292;619;9;130;57
84;69;220;204;235;117;110;253;323
35;21;264;68;82;213;19;117;266
85;90;102;108;42;49;86;51;106
345;99;91;59;52;96;202;56;59
136;104;353;604;126;101;42;69;130
250;288;126;137;75;28;196;10;86
92;114;144;125;114;119;266;333;413
177;277;49;44;34;20;488;116;141
104;61;73;81;350;480;18;82;26
102;68;265;110;65;148;433;269;323
266;49;834;106;32;220;54;48;273
281;65;125;49;40;352;291;326;157
385;210;97;98;50;191;85;24;27
35;299;21;253;507;64;155;356;167
99;99;50;47;297;255;51;447;34
217;419;134;268;220;261;94;101;41
21;80;153;261;290;87;21;144;74
181;134;187;140;33;76;224;85;141
128;95;373;85;60;144;93;86;70
67;63;104;87;182;124;145;123;105
29;60;20;224;717;169;64;309;95
171;295;40;113;108;93;36;92;28
314;167;70;54;102;357;158;92;47
467;170;73;46;47;90;364;169;200
87;122;19;17;152;103;158;554;48
279;166;445;50;144;130;222;101;138
93;59;322;324;214;175;21;85;106
191;49;539;180;49;136;47;58;222
80;39;116;119;138;126;219;524;531
173;93;87;98;115;167;330;397;219
80;139;28;74;457;139;133;202;38
159;102;37;42;268;213;148;227;81
213;138;222;222;423;199;62;135;103
78;106;399;258;59;14;63;41;368
205;78;241;100;50;171;138;91;678
56;222;131;551;51;18;132;11;83
117;152;296;172;210;261;78;96;179
73;175;23;84;225;92;142;202;38
133;45;87;33;164;247;260;272;82
54;53;52;145;396;313;88;385;77
151;205;190;646;211;64;56;85;186
324;413;86;81;155;72;386;66;93
97;55;52;49;157;174;155;321;101
226;198;45;109;36;19;551;186;268
78;303;323;581;272;28;54;71;101
407;154;159;107;249;283;99;46;27
31;322;59;225;159;42;138;97;149
276;265;92;128;135;173;144;59;81
34;111;184;536;108;61;68;117;305
230;32;212;81;95;252;125;176;154
203;89;242;132;72;163;131;127;70
432;158;111;18;61;328;227;56;54
308;200;163;91;157;104;87;20;48
374;235;75;10;27;146;422;117;127
81;76;79;158;186;302;161;326;132
135;213;69;137;332;240;59;103;65
77;159;82;241;34;7;233;52;334
176;234;25;18;101;77;167;139;37
402;228;140;105;149;112;320;114;79
25;49;103;91;422;200;17;322;57
45;66;85;332;338;465;49;190;102
157;284;19;169;137;57;152;39;37
133;122;60;95;258;97;116;138;63
54;32;76;48;232;355;111;275;126
291;37;275;69;196;336;108;214;95
50;180;45;75;84;164;236;246;146
22;147;155;427;176;17;92;56;384
35;49;46;181;172;51;21;61;58
59;96;347;570;83;69;31;65;156
120;23;349;40;159;393;18;141;237
175;198;203;101;42;69;55;10;33
79;282;78;151;46;23;90;17;138
121;545;150;248;147;83;88;71;84
67;20;88;30;25;116;42;57;34
37;74;115;335;172;192;64;174;210
164;132;369;139;231;264;29;57;26
157;76;205;55;264;222;105;245;79
70;300;90;255;135;31;75;14;51
372;170;149;129;54;118;226;52;93
33;12;154;182;20;40;95;232;923
307;156;128;43;62;191;121;94;55
207;194;74;50;241;188;82;131;18
77;165;17;23;231;103;183;442;115
35;56;75;113;348;445;29;173;56
114;590;77;454;163;35;111;92;182
312;166;314;470;127;196;84;86;124
207;16;522;117;53;281;54;168;194
172;677;32;62;87;59;250;34;37
430;80;52;31;73;73;414;87;195
44;72;139;462;163;166;41;155;112
87;109;185;107;66;58;103;47;58
220;256;271;70;25;91;101;20;86
73;99;83;45;98;358;149;137;101
321;236;124;86;89;72;224;43;259
33;139;97;405;109;20;135;119;525
185;35;408;83;94;165;90;98;66
211;236;328;280;140;150;71;31;48
57;307;15;78;123;41;161;83;85
42;51;247;261;34;18;241;104;526
132;164;60;93;396;362;137;165;109
289;655;22;74;84;15;379;106;50
34;61;172;275;60;91;32;91;188
47;171;47;223;42;11;300;103;315
270;180;23;48;59;30;463;126;128
113;222;22;24;211;177;124;115;26
127;120;146;104;21;30;83;24;152
42;78;76;186;19;15;141;63;540
67;219;58;339;276;47;137;103;171
336;642;33;53;71;52;271;12;12
127;594;55;223;327;80;143;45;45
165;112;151;59;21;51;269;107;433
136;81;25;27;95;53;76;232;55
107;46;314;138;115;405;40;159;115
119;44;48;44;27;51;246;168;257
87;50;79;179;108;83;104;86;65
97;91;74;76;384;246;37;152;34
127;311;67;392;444;170;137;52;186
599;279;142;128;131;160;187;101;103
94;36;108;17;37;187;235;369;175
129;43;66;106;71;174;81;71;74
584;291;86;70;36;31;252;34;70
48;97;76;240;319;280;68;135;192
205;102;440;260;72;101;82;75;239
65;618;11;58;179;69;210;110;37
93;105;419;359;201;161;67;61;73
273;72;64;58;79;385;95;398;76
483;460;89;77;127;109;149;17;10
404;144;185;34;81;306;268;228;263
141;82;36;40;145;124;156;338;89
55;25;167;94;275;499;43;181;154
187;308;44;162;111;24;545;129;369
352;758;67;138;77;73;126;20;60
204;504;95;120;140;36;450;28;88
144;475;53;111;57;40;399;134;177
113;193;107;111;298;400;117;361;116
48;40;35;12;271;298;172;543;85
221;110;106;61;142;198;54;128;37
100;47;444;201;78;250;68;97;90
100;62;140;103;85;101;104;133;455
62;48;90;52;334;354;35;333;32
1041;224;110;41;20;97;211;54;34
184;102;212;96;45;81;270;65;266
362;244;186;44;26;55;115;13;48
23;46;153;437;257;84;23;89;75
116;158;159;152;217;173;61;133;84
64;212;99;371;278;87;46;37;33
69;5;314;74;41;131;43;157;363
182;55;589;108;56;163;39;67;243
118;42;88;69;76;63;533;547;354
155;130;43;58;168;83;142;126;48
30;41;265;273;146;108;13;48;135
56;135;19;29;199;61;172;135;50
71;358;62;374;186;96;115;44;120
40;57;131;137;258;283;109;445;158
207;48;478;125;90;223;167;177;400
120;88;130;86;59;122;226;85;221
76;25;302;114;79;154;24;120;205
135;19;389;83;42;221;135;237;219
170;28;145;72;37;166;151;178;268
138;16;391;121;52;212;59;154;273
40;23;318;39;66;225;55;190;178
37;81;89;260;333;36;33;100;112
63;22;164;128;231;212;33;154;92
75;82;166;242;57;27;248;78;426
88;405;26;44;176;51;332;169;54
326;317;143;51;47;99;237;44;69
45;93;93;118;61;58;140;295;152
92;71;287;256;154;143;50;65;148
195;105;440;237;52;67;82;14;112
63;8;266;90;77;163;36;266;157
36;29;166;80;494;374;33;121;40
85;153;19;79;377;134;162;530;183
57;130;105;133;175;45;20;23;34
76;72;32;32;47;95;477;225;74
113;388;28;53;298;38;215;61;62
155;65;146;81;54;228;39;117;61
207;148;272;230;232;282;73;199;87
80;13;710;238;44;68;17;39;218
124;55;536;469;66;187;12;28;102
302;166;305;147;45;120;143;38;96
167;181;331;184;42;109;137;28;124
182;101;107;61;123;196;103;229;111
93;250;50;40;86;196;183;187;90
266;108;220;90;212;335;79;136;72
231;272;81;245;120;91;296;84;66
34;53;92;91;436;230;36;418;78
50;125;291;220;333;246;13;100;99
54;204;36;59;140;53;436;378;174
97;116;127;88;148;101;205;166;75
59;79;209;403;172;144;77;88;217
58;40;406;134;152;190;21;90;120
133;109;149;129;75;60;180;56;130
184;211;57;92;80;59;550;77;94
166;146;125;676;126;59;70;38;335
102;62;134;48;186;128;142;140;215
275;199;23;15;33;74;275;146;25
283;139;40;28;104;104;215;158;43
150;147;202;50;71;165;66;18;72
115;547;55;265;70;21;86;16;86
11;42;38;66;137;54;79;276;147
124;59;157;63;52;28;144;100;281
109;47;212;33;38;94;39;16;33
29;12;94;59;88;253;33;291;159
82;50;331;124;32;130;208;256;563
44;54;65;93;41;59;38;81;87
49;46;164;214;201;157;20;137;144
120;233;150;266;404;235;75;252;82
136;208;77;134;35;37;145;36;98
129;14;375;39;42;316;22;161;103
45;109;179;260;140;120;129;167;433
72;110;102;253;129;62;96;225;325
2;36;170;261;208;122;17;83;121
80;50;115;70;131;90;102;218;306
18;39;63;199;217;89;206;376;310
333;144;179;170;95;104;438;101;309
487;141;407;128;77;122;88;39;135
30;48;29;25;131;114;275;825;303
163;52;103;53;81;214;394;62;110
60;100;128;154;422;169;48;277;79
24;190;80;568;160;10;192;275;388
95;85;148;139;233;201;58;195;190
111;18;133;60;93;517;30;115;69
47;220;95;204;361;190;45;44;32
67;318;65;306;154;27;323;117;191
578;280;40;30;22;56;309;26;54
431;78;79;25;29;276;293;155;177
43;128;75;138;30;34;136;39;95
292;449;39;47;49;40;434;43;59
109;206;29;114;240;33;208;105;105
70;43;747;232;49;130;86;110;301
256;183;283;172;147;215;290;134;187
403;31;311;38;25;258;402;151;194
147;380;70;186;263;22;439;145;171
16;31;32;64;159;238;112;525;220
28;5;50;38;65;172;22;189;93
71;47;96;76;166;196;34;365;161
60;69;67;30;47;91;126;114;62
178;370;215;293;73;57;84;14;135
88;306;94;142;165;59;640;224;207
84;73;42;120;377;151;78;284;45
451;186;382;38;138;302;116;108;116
107;517;127;227;107;29;131;41;104
190;257;58;85;77;47;256;56;67
241;262;110;49;77;224;290;155;77
110;67;71;27;242;399;48;308;27
38;76;33;62;115;64;139;179;286
77;140;130;511;261;147;45;52;157
171;133;104;136;116;34;34;24;37
68;205;113;399;124;61;201;62;319
105;56;74;135;197;337;101;386;189
59;138;95;173;181;79;109;200;222
436;302;126;94;92;62;145;43;43
25;34;88;180;205;107;37;93;190
60;149;62;209;618;112;72;208;179
128;22;137;54;107;469;178;302;228
496;315;49;36;68;106;335;85;75
124;142;44;53;282;104;233;294;121
107;112;61;66;292;587;104;171;49
136;110;330;87;16;98;238;64;278
138;266;100;268;65;23;298;108;215
41;122;91;148;125;82;226;358;301
264;167;47;63;198;131;290;134;61
435;323;288;33;63;129;635;58;52
165;256;276;224;138;41;85;20;226
127;73;29;39;63;95;223;201;215
214;265;44;39;205;300;71;109;18
115;51;225;303;50;103;82;57;277
152;607;161;186;104;82;97;22;149
39;56;187;170;316;89;76;371;214
74;221;22;140;191;74;69;59;66
229;152;110;131;36;83;303;109;311
45;227;66;667;114;17;218;78;338
90;69;276;112;24;48;267;190;823
34;17;83;81;106;214;44;121;242
805;107;213;36;49;305;113;91;22
133;52;37;15;87;116;514;402;125
57;110;179;87;137;186;96;102;224
94;486;56;182;289;219;331;208;192
453;126;311;185;42;107;82;27;99
204;74;251;100;41;165;126;88;113
53;104;384;456;62;145;41;33;243
204;158;424;339;244;206;42;73;90
59;40;221;38;156;294;153;425;214
85;58;128;61;86;80;118;95;94
24;64;315;334;132;52;71;135;162
74;18;366;89;73;139;199;236;609
353;223;122;46;99;168;88;66;38
107;52;265;115;46;95;138;180;563
47;166;74;313;9;9;96;26;173
220;100;100;135;48;64;236;79;161
365;51;275;42;142;510;73;78;76
19;31;93;83;56;97;39;163;317
19;242;69;412;258;95;34;95;89
294;242;242;134;65;80;129;12;39
152;212;108;104;24;48;293;78;231
129;270;34;291;152;68;179;60;170
470;69;221;105;84;153;47;68;81
136;121;20;73;169;121;400;123;22
264;80;595;107;42;217;58;55;168
102;128;173;221;212;213;44;79;134
130;35;91;43;54;183;178;101;117
211;51;156;37;82;265;63;216;37
138;102;41;32;116;388;111;208;33
258;334;24;15;45;32;761;70;64
136;98;694;152;40;166;90;51;231
96;139;69;142;57;87;130;139;107
51;148;48;166;208;82;185;416;70
142;484;44;34;187;42;128;50;18
262;394;60;83;139;70;341;132;124
121;34;475;136;33;330;50;136;135
389;453;70;113;159;111;190;72;52
91;29;408;94;59;202;384;166;210
191;411;26;56;219;51;156;72;66
11;57;63;275;289;108;15;176;116
112;149;125;85;53;68;157;146;408
126;76;101;88;41;56;138;44;77
230;249;23;30;118;91;339;131;64
173;48;258;56;60;159;119;373;192
87;217;59;45;420;325;110;170;65
87;38;128;37;263;318;123;224;98
44;71;93;138;246;133;123;667;198
368;268;48;30;125;143;147;87;33
37;38;93;47;217;322;134;325;274
28;65;140;237;275;116;41;87;282
40;212;119;383;231;54;119;107;573
602;436;60;99;52;71;255;22;19
92;107;213;391;45;44;141;69;223
42;83;78;154;173;91;204;497;231
64;136;71;157;390;228;68;202;170
40;158;139;309;106;66;245;212;513
386;165;257;216;122;159;97;61;223
242;177;150;116;53;85;370;122;389
320;105;242;67;127;312;133;135;159
41;54;209;99;162;165;104;206;571
305;71;583;46;63;383;130;193;130
157;100;14;61;67;104;497;257;99
141;22;354;101;77;440;52;134;124
323;268;30;35;85;176;169;70;31
145;176;242;66;80;126;103;61;132
626;260;167;98;87;72;185;56;80
185;94;202;69;100;483;117;160;83
17;29;88;97;179;143;145;475;294
160;37;77;22;46;181;33;35;25
237;320;151;135;46;46;132;34;167
17;64;62;146;324;132;27;115;113
170;762;127;147;122;71;244;48;18
158;150;98;141;142;100;142;89;137
398;351;98;14;63;140;235;110;28
67;30;126;98;110;310;77;229;229
139;72;183;76;294;313;51;343;53
180;273;57;97;259;58;167;224;189
89;20;305;116;22;58;27;65;160
51;55;36;19;173;373;150;484;125
87;178;132;258;121;28;231;87;199
66;67;109;80;601;230;70;200;125
15;152;149;258;376;94;73;168;154
351;48;129;28;41;188;71;81;32
302;243;208;203;68;36;158;64;97
103;215;192;564;54;43;101;41;116
86;106;57;68;167;127;272;474;68
114;116;11;25;119;104;419;243;193
133;211;187;124;395;248;94;201;52
174;115;284;211;74;213;210;92;305
30;24;165;112;126;355;32;110;65
452;142;193;62;53;230;78;123;34
11;41;46;176;153;61;35;255;286
131;175;14;30;77;69;653;214;70
52;206;43;75;264;147;152;472;75
39;21;114;149;112;97;104;133;242
61;87;59;166;111;40;326;407;227
101;363;50;183;169;29;274;138;77
265;311;58;155;189;109;240;255;155
282;104;89;39;32;172;401;80;108
212;136;166;85;65;148;83;55;33
516;113;250;32;199;345;92;89;19
199;309;253;312;185;110;193;91;131
183;226;450;288;217;179;37;25;81
388;96;97;35;8;35;250;49;213
196;222;185;83;46;50;137;58;47
127;48;88;105;97;242;87;80;150
242;121;109;101;573;363;33;83;25
