q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
34.0;47.0;38.0;15.0;-18.0;-18.0;-18.0;-1.0;-0.3020762166913263;0.2537440220207139;0.4229067033678566;0.5679032873796932
23.0;13.0;18.0;28.0;-3.0;-19.0;-4.0;-10.0;0.45118617897300234;0.5848709727427807;0.6182921711852254;0.8188193618398929
37.0;23.0;42.0;40.0;-8.0;-7.0;-15.0;-18.0;0.23561944901923448;0.36651914291880905;0.890117918517108;0.916297857297023
2.0;30.0;39.0;47.0;0.0;-16.0;-11.0;-6.0;-0.3365992128846207;-0.1371330126566972;0.2867326628276401;0.6108652381980154
13.0;28.0;28.0;41.0;-4.0;-13.0;-16.0;-19.0;0.10471975511965964;0.1832595714594044;0.20943951023931928;0.44505895925855365
23.0;37.0;27.0;25.0;-12.0;-4.0;-9.0;-2.0;0.016028533946886525;0.20837094130952694;0.5609986881410345;0.7212840276099014
8.0;24.0;38.0;12.0;-6.0;-8.0;-2.0;-19.0;-0.45470419986168076;-0.31691504838844414;0.31691504838844387;0.8680716542813901
42.0;24.0;17.0;18.0;-12.0;-8.0;-18.0;-13.0;-0.3403392041388943;-0.18325957145940452;0.28797932657906433;0.4188790204786391
24.0;24.0;9.0;29.0;-19.0;-10.0;-17.0;-16.0;-0.03272492347489375;0.03272492347489364;0.7199483164476609;0.916297857297023
14.0;29.0;38.0;31.0;-13.0;-14.0;0.0;-8.0;-0.15103810834566322;0.09062286500739769;0.48332194670612194;0.9364362717431113
11.0;39.0;5.0;17.0;-7.0;-7.0;-9.0;-8.0;-1.1780972450961724;-0.7853981633974483;-0.3272492347489369;0.09817477042468081
16.0;12.0;2.0;10.0;-4.0;-14.0;-4.0;-6.0;0.36651914291880905;0.47123889803846875;0.5759586531581286;0.6806784082777881
37.0;39.0;27.0;33.0;-19.0;-3.0;-12.0;-12.0;0.4062404293435078;0.6499846869496124;0.8124808586870156;1.0020597257139858
48.0;12.0;17.0;31.0;-7.0;-7.0;-2.0;-1.0;-0.985317695898617;-0.556918697681827;-0.09995976625058434;0.2998792987517529
36.0;3.0;34.0;36.0;-9.0;-1.0;-19.0;-16.0;-0.21419949910839509;-0.07139983303613162;1.0138776291130696;1.2994769612575963
44.0;13.0;44.0;12.0;-14.0;-11.0;-4.0;-18.0;-0.8107335880231724;0.1520125477543448;0.35469594476013794;0.8867398619003448
49.0;18.0;22.0;49.0;-16.0;-8.0;-14.0;-6.0;-0.5679032873796934;0.1329135353441835;0.27791011935602017;0.9787269420798971
7.0;18.0;13.0;20.0;0.0;-1.0;-1.0;-3.0;-0.37562520858138826;0.03414774623467165;0.30732971611204496;0.6488071784587615
45.0;15.0;38.0;3.0;-11.0;-18.0;-5.0;-13.0;-0.8851312635114099;-0.26179938779914935;0.1869995627136783;0.7853981633974485
18.0;13.0;47.0;48.0;-20.0;-18.0;-3.0;-9.0;0.0692998379468337;0.1385996758936674;0.23099945982277903;0.3464991897341685
1.0;35.0;35.0;13.0;-13.0;-11.0;-9.0;-6.0;-0.9817477042468106;-0.327249234748937;0.29452431127404277;0.9162978572970225
17.0;43.0;27.0;12.0;-4.0;-14.0;0.0;-7.0;-0.7853981633974483;-0.09645240603126554;0.1240102363259129;0.7302825028081537
26.0;43.0;23.0;13.0;-6.0;-7.0;-19.0;0.0;-0.1013416985028966;0.17734797238006894;0.2786896708829656;0.5067084925144827
24.0;49.0;48.0;8.0;-1.0;-6.0;0.0;-15.0;-0.6135923151542566;-0.22089323345553247;0.49087385212340506;1.1290098598838316
35.0;29.0;32.0;46.0;-12.0;-2.0;-7.0;-11.0;0.08124808586870169;0.10833078115826889;0.3520750387643735;0.7583154681078813
26.0;22.0;23.0;45.0;-9.0;-1.0;-11.0;-14.0;-0.3327958319480714;-0.17305383261299712;0.17305383261299712;0.6256561640623741
35.0;3.0;40.0;43.0;-2.0;-19.0;-19.0;0.0;-0.30402509550868956;0.2533542462572413;0.5827147663916552;0.9374107111517933
49.0;44.0;46.0;27.0;-7.0;-15.0;-17.0;-7.0;0.30939927648990384;0.38079910952603546;0.5949986086344305;0.9519977738150889
47.0;45.0;17.0;4.0;-14.0;-18.0;-6.0;-19.0;-0.2855993321445266;-0.21419949910839509;0.19039955476301773;0.3331992208352812
45.0;0.0;1.0;49.0;-12.0;-8.0;-5.0;-20.0;-1.0813452974312694;-0.3300948802684929;-0.21626905948625386;0.9675194766490304
11.0;49.0;48.0;33.0;-4.0;-18.0;0.0;-17.0;-0.4806167865566474;0.19928013101129283;0.43372734396575496;1.183958425420034
20.0;23.0;31.0;17.0;-3.0;-8.0;-14.0;-10.0;0.12217304763960324;0.15707963267948977;0.5061454830783556;0.7853981633974482
23.0;37.0;36.0;29.0;-18.0;-16.0;-20.0;-15.0;0.28935721809379666;0.4271463695670332;0.7027246725135063;0.7578403331028007
37.0;39.0;44.0;37.0;-3.0;-17.0;-6.0;0.0;0.4248875310182916;0.9141519606757185;0.9399027201313725;0.9656534795870264
46.0;46.0;3.0;11.0;-6.0;0.0;-2.0;-11.0;-0.2617993877991494;-0.17912589691520753;-0.15156806662056016;0.12401023632591285
21.0;8.0;4.0;39.0;-7.0;-10.0;-5.0;-6.0;-1.170082978122729;-0.8174552312912218;-0.08014266973443374;0.20837094130952694
34.0;6.0;36.0;28.0;-16.0;-3.0;-2.0;-9.0;-0.15103810834566322;0.3020762166913262;0.7249829200591831;0.8760210284048462
45.0;47.0;4.0;42.0;-12.0;-16.0;-12.0;-18.0;-0.1570796326794897;-0.10874743800887754;0.6645676767209177;0.6645676767209178
22.0;38.0;20.0;0.0;-2.0;-15.0;-3.0;-5.0;-0.8150358299407481;-0.04445649981494981;0.1630071659881498;0.6075721641376487
29.0;20.0;33.0;17.0;-2.0;-11.0;-10.0;-20.0;-0.07409416635824984;0.4593838314211489;0.6964851637675484;1.2003254950036475
46.0;43.0;27.0;32.0;-9.0;0.0;-2.0;-17.0;0.3615324879131112;0.5111321380840538;0.6108652381980154;0.8601979884829197
1.0;37.0;42.0;14.0;-8.0;-13.0;0.0;-18.0;-0.890117918517108;-0.07853981633974494;-0.026179938779914924;1.1257373675363425
2.0;31.0;5.0;40.0;0.0;-15.0;-19.0;-19.0;-0.6522798306182197;-0.3860431650597627;-0.11980649950130573;0.5457851643948368
1.0;36.0;14.0;27.0;-10.0;-8.0;-2.0;-16.0;-0.7551905417283157;-0.3020762166913264;0.5135295683752545;0.5437371900443871
49.0;0.0;24.0;12.0;-9.0;-8.0;-18.0;-18.0;-1.2308478680109265;-0.9495112124655718;0.15239068842040038;0.4102826226703088
6.0;3.0;5.0;28.0;-6.0;-10.0;-20.0;-1.0;-0.7853981633974485;-0.229074464324256;0.3926990816987239;0.589048622548086
36.0;22.0;13.0;3.0;-19.0;-17.0;-11.0;-5.0;-0.15707963267948982;-0.09995976625058434;-0.04283989982167913;0.12851969946503694
45.0;19.0;41.0;30.0;-2.0;-8.0;-11.0;-20.0;-0.205411827350102;0.27791011935602006;0.7128998713915298;1.1237235260917338
35.0;41.0;31.0;8.0;-19.0;-12.0;-14.0;-12.0;-0.05235987755982996;0.10471975511965947;0.36651914291880905;0.6544984694978733
40.0;8.0;12.0;35.0;-6.0;-1.0;-18.0;-2.0;-0.8395635539765826;0.2166615623165376;0.3520750387643735;1.1103905068722546
45.0;6.0;8.0;39.0;-13.0;-16.0;-17.0;-19.0;-1.030835089459151;-0.31906800388021345;0.024543692606170175;0.7117670855789375
46.0;26.0;15.0;37.0;-16.0;-20.0;0.0;-20.0;0.047599888690754266;0.09519977738150875;0.14279966607226324;0.5711986642890532
49.0;24.0;25.0;45.0;-14.0;-1.0;-9.0;-8.0;-0.31166593785613006;0.18699956271367846;0.21193283774216876;1.0097976386538625
23.0;45.0;34.0;42.0;-10.0;-16.0;-20.0;-19.0;0.22957792468540794;0.2779101193560203;0.5195710927090811;0.7370659687268362
19.0;39.0;34.0;27.0;-10.0;-10.0;-18.0;0.0;0.1240102363259129;0.316915048388444;0.6476090119242117;0.9507451451653322
28.0;43.0;19.0;6.0;-3.0;-2.0;-1.0;-19.0;-0.1520125477543448;-0.1013416985028966;0.20268339700579313;0.6333856156431035
43.0;30.0;45.0;30.0;-14.0;-14.0;-14.0;0.0;0.3327958319480713;0.359419498503917;0.38604316505976266;0.7321508302857569
43.0;40.0;30.0;34.0;-8.0;-4.0;-4.0;-8.0;0.3849990997046313;0.41579902768100196;0.4157990276810021;0.6313985235155956
33.0;5.0;42.0;49.0;-19.0;-7.0;-16.0;-19.0;-0.3233992437518904;-0.2309994598227787;0.25409940580505697;0.6929983794683371
30.0;37.0;13.0;27.0;-1.0;-11.0;-17.0;-11.0;0.08726646259971649;0.349065850398866;0.4654211338651546;0.6690428799311596
7.0;39.0;41.0;26.0;-13.0;-5.0;-17.0;-19.0;-0.13089969389957484;0.052359877559829626;0.3403392041388942;0.7853981633974481
26.0;47.0;16.0;7.0;-12.0;-14.0;-11.0;-14.0;-0.7853981633974483;-0.5021398093852538;-0.24463221482871345;0.06437689863913498
32.0;44.0;21.0;23.0;-16.0;-12.0;-15.0;-7.0;-0.1308996938995748;0.026179938779914758;0.20943951023931917;0.47123889803846875
15.0;31.0;1.0;2.0;0.0;-14.0;-1.0;-1.0;-0.7853981633974483;-0.3316125578789226;0.19198621771937635;0.22689280275926288
39.0;5.0;24.0;36.0;-8.0;-17.0;-7.0;-6.0;-0.30854927847756897;0.05609986881410345;0.6170985569551379;0.7012483601762931
36.0;23.0;27.0;48.0;-10.0;-19.0;-3.0;-19.0;0.08205652453406187;0.19928013101129283;0.22272485230673922;0.5040615078520938
26.0;34.0;20.0;23.0;-4.0;-13.0;-17.0;-14.0;0.32339924375189033;0.3541991717282609;0.5081988116101135;0.5389987395864839
6.0;25.0;41.0;11.0;-3.0;-18.0;-13.0;-7.0;-0.9451401627325227;-0.14643016605715153;0.2529248322805341;0.49253783128314543
7.0;24.0;41.0;1.0;-9.0;-19.0;-18.0;-8.0;-1.1519173063162575;-0.4188790204786392;0.15707963267948932;0.3665191429188088
47.0;5.0;41.0;19.0;-10.0;-3.0;-18.0;-12.0;-0.7612320660621422;-0.3745745086972446;0.47123889803846886;0.8337303580680603
31.0;27.0;19.0;26.0;-16.0;-3.0;-10.0;-8.0;0.38434378208811304;0.4511861789730024;0.7519769649550038;1.0527677509370053
36.0;14.0;34.0;23.0;-15.0;-18.0;-8.0;-15.0;-0.14544410433286092;0.3781546712654379;0.40724349213201005;0.8144869842640201
13.0;14.0;38.0;42.0;-5.0;-19.0;-3.0;-9.0;0.0386261391834809;0.2961337337400214;0.32188449319567536;0.3733860121069835
26.0;44.0;41.0;12.0;-9.0;-12.0;-14.0;-9.0;-0.5145712105017763;0.05416539057913439;0.3520750387643734;0.7041500775287468
5.0;8.0;17.0;23.0;-9.0;-19.0;-20.0;-10.0;0.018265073567382606;0.1643856621064429;0.31050625064550297;0.6027474277236233
34.0;14.0;39.0;47.0;-17.0;-5.0;-1.0;-12.0;0.09817477042468115;0.1718058482431919;0.2699806186678728;0.7608544707912782
18.0;3.0;2.0;23.0;-2.0;-5.0;-18.0;-18.0;-0.7853981633974483;0.019156052765791576;0.4022771080816198;1.091895007650111
42.0;12.0;4.0;26.0;-2.0;-7.0;-2.0;-12.0;-0.9017534468637369;-0.552687596464871;-0.029088820866572163;0.4654211338651545
7.0;6.0;9.0;4.0;-7.0;-19.0;-13.0;-6.0;0.39269908169872414;0.9536977698397586;1.0658975074679655;1.3463968515384828
37.0;21.0;33.0;26.0;-12.0;-4.0;-1.0;-8.0;0.04808560184065991;0.4968845523534878;0.6571698918223547;0.6892269597161279
1.0;16.0;5.0;22.0;-19.0;-12.0;-4.0;-10.0;-0.6704618468026995;0.24902868595528882;0.47890131914478584;0.9003344799921973
16.0;32.0;7.0;36.0;-17.0;-8.0;0.0;-2.0;-0.6668474972242484;0.3111954987046496;0.45938383142114925;1.1114124953737476
3.0;2.0;43.0;6.0;-17.0;-15.0;-18.0;-18.0;-1.223161074143567;-1.1201580363209511;-0.27038297428436764;-0.21888145537305947
47.0;40.0;31.0;20.0;-20.0;-5.0;-4.0;-2.0;0.410282622670309;0.4102826226703091;0.5040615078520939;0.6212851143293249
26.0;4.0;31.0;21.0;-13.0;-2.0;-4.0;-18.0;-0.4007133486721676;0.3686562807783939;0.7853981633974481;0.8174552312912213
17.0;26.0;6.0;9.0;-8.0;-15.0;-8.0;-2.0;-0.21071658042370545;-0.057468158297374006;0.28734079148687164;0.6321497412711172
13.0;21.0;33.0;6.0;-14.0;-12.0;-6.0;-4.0;-0.718555766512559;-0.18381659143344548;0.11697419454855607;0.6517133696276697
13.0;41.0;39.0;41.0;-4.0;-15.0;-14.0;-3.0;0.0;0.2524494096634655;0.7573482289903966;1.121997376282069
3.0;27.0;48.0;27.0;-14.0;-15.0;-15.0;-12.0;-0.8601979884829194;-0.3116659378561301;-0.186999562713678;0.2617993877991496
33.0;40.0;27.0;17.0;-18.0;-18.0;-10.0;0.0;-0.027082695289567082;0.24374425760610463;0.6499846869496124;0.6499846869496124
6.0;2.0;45.0;39.0;-5.0;-14.0;-20.0;-4.0;-0.2537440220207141;-0.15707963267948966;-0.012083048667653085;0.20541182735010183
10.0;11.0;0.0;6.0;0.0;0.0;0.0;-14.0;0.4712388980384694;0.9110618695410404;0.9738937226128364;1.2880529879718157
42.0;3.0;49.0;22.0;-3.0;-15.0;-12.0;-2.0;-0.6872233929727674;-0.26998061866787304;-0.04908738521234057;0.9081166264282995
24.0;34.0;8.0;41.0;-7.0;-12.0;-11.0;-16.0;-0.3444728786830913;-0.17912589691520753;0.4271463695670332;0.5924933513349171
43.0;13.0;38.0;6.0;-14.0;-17.0;-7.0;-15.0;-0.9162978572970231;-0.18325957145940475;0.13089969389957457;0.7330382858376181
16.0;45.0;16.0;35.0;-17.0;-10.0;0.0;-17.0;-0.6840564648945517;-0.025335424625724134;0.4813730678887586;0.5320439171402069
10.0;43.0;7.0;11.0;-12.0;-3.0;-15.0;-12.0;-1.0020597257139858;-0.6499846869496123;-0.18957886702697024;0.0
8.0;1.0;48.0;47.0;-2.0;-6.0;-15.0;-18.0;-0.35699916518065844;-0.26179938779914946;0.09519977738150864;0.21419949910839492
43.0;36.0;9.0;26.0;-5.0;-6.0;-8.0;-18.0;-0.012875379727827374;0.16737993646175098;0.2446322148287131;0.6566443661191778
24.0;37.0;31.0;12.0;0.0;-18.0;-5.0;-7.0;-0.29987929875175295;0.38555909839511093;0.7568382301829957;0.9853176958986168
12.0;43.0;20.0;37.0;-1.0;-18.0;-11.0;-13.0;-0.16737993646175153;-0.16737993646175142;0.3733860121069833;0.759647403941794
42.0;0.0;42.0;7.0;-9.0;-4.0;-12.0;-12.0;-1.454441043328608;-0.4363323129985824;0.0;0.8726646259971648
30.0;6.0;4.0;32.0;-20.0;-17.0;-3.0;-8.0;-0.3322838383604591;-0.12083048667653062;0.3624914600295912;0.8156057850665807
39.0;36.0;36.0;12.0;-2.0;-17.0;-9.0;-14.0;0.028049934407051724;0.028049934407051724;0.8414980322115517;1.121997376282069
49.0;4.0;45.0;0.0;-5.0;-15.0;-18.0;-16.0;-1.3715161957836037;-0.36339318007941634;-0.2930590161930777;0.9964006550564642
11.0;5.0;4.0;2.0;-12.0;-16.0;-5.0;-8.0;0.2617993877991496;0.37815467126543817;0.6108652381980155;0.6690428799311599
26.0;6.0;42.0;10.0;0.0;-1.0;-6.0;-15.0;-1.0885342966385687;-0.15156806662056022;0.04133674544197097;0.757840333102801
26.0;41.0;11.0;6.0;-17.0;-4.0;-16.0;-8.0;-0.43332312463307476;-0.21666156231653727;3.3306690738754696e-16;0.0812480858687018
11.0;36.0;0.0;41.0;-11.0;-14.0;-6.0;-7.0;-1.1566772951853328;-0.29987929875175295;-0.07139983303613162;0.8425180298263537
37.0;11.0;33.0;26.0;-12.0;-1.0;-12.0;-18.0;-0.2713193655373003;0.09995976625058445;0.8425180298263537;0.9567577626841643
35.0;45.0;30.0;22.0;-20.0;0.0;-14.0;-17.0;0.1812457300147956;0.3020762166913262;0.4712388980384689;0.5679032873796932
1.0;25.0;24.0;1.0;-15.0;-2.0;-3.0;-16.0;-0.5172134246763682;-0.1340923693605398;-0.1340923693605398;1.2451434297764428
6.0;16.0;17.0;1.0;-9.0;0.0;-9.0;-7.0;-0.30207621669132634;-0.12083048667653051;0.1208304866765304;0.7249829200591829
10.0;26.0;46.0;7.0;-1.0;-10.0;-3.0;-18.0;-0.859029241215959;-0.662679700366597;0.3190680038802134;0.6626797003665971
2.0;6.0;49.0;8.0;0.0;-6.0;-13.0;-9.0;-1.266771231286207;-1.2414358066604827;-0.3040250955086896;-0.0760062738771724
47.0;44.0;25.0;49.0;-3.0;-13.0;-12.0;-5.0;0.07600627387717263;0.38003136938586213;0.734727314146;0.8614044372746208
43.0;26.0;40.0;44.0;-18.0;-19.0;-3.0;-12.0;0.5111321380840539;0.6357985132265058;0.6856650632834869;0.7604648883689582
3.0;2.0;6.0;0.0;-3.0;-1.0;-6.0;-8.0;-0.3365992128846207;0.5609986881410345;0.5609986881410345;1.009797638653862
1.0;26.0;48.0;23.0;-13.0;-10.0;-3.0;-3.0;-0.9914042390426807;-0.42488753101829185;-0.16737993646175153;0.4763890499295995
20.0;36.0;12.0;9.0;-9.0;-19.0;0.0;-13.0;-0.44267896482401636;-0.07139983303613179;0.18563956589394226;0.6425984973251848
42.0;2.0;32.0;22.0;-7.0;-11.0;0.0;-6.0;-0.8446734964840481;-0.37047083179124907;0.19264483253144982;0.6075721641376489
26.0;12.0;6.0;17.0;-15.0;-2.0;-2.0;-3.0;-0.01915605276579113;0.019156052765791687;0.3639650025500373;0.9386465855237798
31.0;42.0;25.0;16.0;-14.0;-15.0;-9.0;-14.0;-0.23424155750450204;0.04133674544197097;0.09645240603126559;0.48226203015632785
16.0;4.0;19.0;16.0;-3.0;-9.0;-12.0;-3.0;0.025335424625724134;0.32936052013441386;0.6333856156431035;1.089423258906138
28.0;12.0;5.0;16.0;-11.0;-17.0;-15.0;-15.0;-0.5061454830783553;-0.1221730476396028;0.19198621771937652;0.3665191429188095
21.0;22.0;42.0;19.0;-19.0;-13.0;-1.0;-1.0;-0.1931306959174054;0.14162917700609717;0.24463221482871322;0.7338966444861401
8.0;42.0;14.0;12.0;-13.0;-1.0;-18.0;-1.0;-0.7068583470577035;-0.445058959258554;0.05235987755982985;0.44505895925855404
47.0;44.0;23.0;16.0;-6.0;-6.0;-7.0;-12.0;-0.11980649950130573;0.11980649950130551;0.1996774991688426;0.30617216539222536
32.0;35.0;34.0;23.0;-9.0;-15.0;-1.0;-8.0;0.31415926535897953;0.6283185307179588;0.8482300164692445;1.1938052083641217
3.0;24.0;30.0;47.0;-4.0;-12.0;-10.0;-7.0;-0.6256561640623741;-0.3860431650597629;-0.2263011657246886;0.30617216539222536
33.0;9.0;0.0;7.0;-13.0;-7.0;-14.0;-11.0;-1.1196101478218945;-0.7853981633974483;-0.2840801867607792;0.1503953929910007
12.0;39.0;44.0;26.0;-5.0;-17.0;0.0;-15.0;-0.502139809385254;0.24463221482871333;0.27038297428436736;1.0944072768652968
0.0;27.0;19.0;25.0;-13.0;-18.0;-20.0;-7.0;-0.15039539299100046;-0.11697419454855595;0.5180285758578917;1.1530313462643393
18.0;27.0;29.0;2.0;-2.0;-2.0;-10.0;-2.0;-0.42290670336785696;-0.06041524333826542;0.6645676767209175;0.7048445056130945
49.0;28.0;22.0;23.0;-14.0;-2.0;-1.0;-16.0;-0.35040841136193857;-0.012083048667653251;0.18124573001479571;0.495404995373775
3.0;3.0;38.0;24.0;0.0;-3.0;-9.0;-15.0;-0.6668474972242484;-0.3111954987046492;-0.07409416635824972;0.19264483253144965
31.0;26.0;27.0;38.0;-15.0;-1.0;-3.0;-6.0;0.25192016561804964;0.45938383142114925;0.6964851637675485;0.992861829200548
1.0;27.0;23.0;39.0;-20.0;-13.0;-9.0;-16.0;-0.6522798306182198;-0.03993549983376854;0.3327958319480713;0.5724088309506827
7.0;16.0;38.0;44.0;-13.0;0.0;-14.0;-19.0;-0.13713301265669714;0.0623331875712263;0.08726646259971682;0.3365992128846211
41.0;16.0;36.0;20.0;-14.0;-13.0;-5.0;-15.0;-0.504898819326931;0.2243994752564138;0.2524494096634655;0.6731984257692414
14.0;13.0;49.0;29.0;-6.0;-11.0;-10.0;-12.0;-0.6566443661191782;-0.60514284720787;-0.09012765809478918;0.03862613918348101
9.0;34.0;44.0;46.0;-10.0;-7.0;-11.0;-11.0;-0.26179938779914946;-0.1240102363259129;0.3995885392723859;0.45470419986168054
40.0;34.0;1.0;38.0;-5.0;0.0;-4.0;0.0;-0.7504915783575614;-0.5759586531581287;0.6806784082777888;0.8901179185171082
30.0;34.0;9.0;7.0;-3.0;-20.0;-16.0;-11.0;-0.11635528346628865;0.17453292519943298;0.26179938779914935;0.43633231299858233
48.0;32.0;14.0;1.0;0.0;-18.0;-11.0;-2.0;-0.33319922083528114;-0.3331992208352811;-0.23799944345377222;0.4045990538714127
29.0;2.0;28.0;25.0;-9.0;-8.0;-6.0;-10.0;-0.46318353226003384;-0.18124573001479594;0.7048445056130944;0.7853981633974483
35.0;38.0;39.0;15.0;-3.0;-2.0;-2.0;-8.0;-0.05013179766366682;0.05013179766366693;0.818819361839893;0.9525041556096715
