q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13
21;42;43;39;-7;-12;-12;-4
22;4;48;29;-3;-5;-18;-10
6;41;18;32;0;-14;0;-20
0;21;0;15;-7;-17;-15;-8
6;15;14;29;-13;-13;-1;-12
28;28;40;24;-20;-9;-18;-14
35;31;30;12;-5;-14;-10;-3
27;1;11;45;-16;-4;-10;-10
34;35;23;30;-20;0;-13;-17
20;22;5;42;-15;-18;-13;-16
28;38;39;45;-3;-11;-3;-11
28;30;39;13;-8;-20;-16;-12
30;12;2;35;-1;-15;-6;-12
25;0;38;49;-19;-20;-15;-11
36;48;15;38;-12;-2;-3;-8
6;28;10;49;-12;-12;-5;0
25;36;38;24;-19;-16;-9;-10
48;39;18;19;-10;-7;-13;-1
18;49;38;28;-15;-20;-4;-5
27;26;26;1;-19;-15;-3;-4
35;4;33;32;-16;-16;-16;-9
49;30;26;11;-1;-9;-10;-9
19;24;46;25;-8;-13;-13;-14
47;24;9;49;-10;-10;-1;-16
6;39;9;41;-1;-10;-5;-14
5;27;10;7;-4;-8;-13;-4
14;19;33;9;-8;-18;-1;0
6;44;46;7;-7;-11;-20;-1
7;19;0;47;-11;-3;-7;-7
43;43;20;18;-5;-17;-11;0
24;46;16;26;-6;-15;0;-2
26;19;8;49;-1;-4;-8;-17
49;42;43;38;-17;-13;-19;-3
38;48;13;1;-20;-18;-4;-12
42;20;47;18;-16;-14;-1;-13
9;29;40;30;-8;-7;-5;-10
28;7;28;11;-12;-7;-20;-9
11;15;22;23;-15;-7;-2;-13
44;38;20;30;-1;-20;-8;-16
42;15;26;25;-11;-8;-1;-5
42;30;19;24;-7;-9;-20;-11
37;33;24;3;0;-13;-11;-20
6;7;15;8;0;-6;-4;-20
19;38;49;23;-14;0;-8;-9
11;41;1;25;-12;-13;-6;-8
35;36;1;23;-16;-5;-4;0
27;22;18;17;0;-10;-16;-6
47;34;20;10;-9;-9;-4;-6
33;2;12;1;-5;-16;-18;-4
7;26;32;1;-17;-19;-19;-10
20;17;34;32;-9;-18;-14;-4
0;17;21;3;-17;-5;-9;-18
45;17;49;3;-4;-6;-14;-20
41;9;23;26;-18;-15;-4;-19
43;3;0;36;-6;-1;-16;-12
42;26;2;0;-12;-17;-14;-9
19;32;19;4;0;-17;0;-18
4;47;30;17;-18;-16;-14;-1
18;1;48;20;-6;-7;-14;-19
40;41;10;0;-17;-10;-4;-6
17;0;8;35;-13;-7;-17;-12
48;27;10;46;-9;-15;-19;-11
46;7;12;46;-2;-18;-16;-8
19;40;25;33;-11;-20;-4;-6
31;7;7;40;-12;-4;-10;-11
49;20;34;4;-1;-13;-1;-20
7;2;43;28;-20;-2;-7;-5
37;35;36;12;-9;-10;-10;-6
44;0;46;3;-9;-10;-18;-11
27;45;48;12;-11;-10;-12;-14
12;36;35;21;-20;-1;-19;-16
10;31;27;44;-16;-8;-10;-12
42;49;2;10;-6;-7;-7;-7
34;0;11;16;-10;-2;-14;-2
8;30;25;22;-5;-5;-10;-17
26;6;37;36;-19;-1;-14;-1
14;24;24;37;-19;-8;0;-16
15;31;27;30;-10;-7;-5;-12
12;37;16;29;-12;-6;-5;-11
20;17;9;31;-7;-7;-13;-7
30;45;15;1;-13;-14;-5;-13
30;36;23;12;-13;-5;-7;-6
20;38;49;48;-7;-20;-3;-16
32;45;34;42;-4;-9;-14;-3
17;35;1;47;-16;-6;-14;0
19;24;42;10;-12;-19;-7;-18
30;6;0;43;-8;-5;-18;-13
25;33;26;24;-8;-3;-15;-16
24;12;31;27;-7;0;0;-2
18;21;4;2;-3;-18;-10;-17
44;41;31;15;-11;-2;-1;-8
8;30;40;43;-18;-6;-6;-16
13;39;2;0;-15;-18;-19;-8
3;10;23;48;-9;-11;-5;-20
6;38;20;27;-1;-16;-17;-4
33;9;42;35;-8;-2;-13;-3
31;7;14;7;0;-14;-11;-4
22;40;39;23;-3;-20;-13;-13
19;19;31;45;-20;-20;-16;-9
35;44;45;15;-8;-15;-11;-10
1;21;7;5;-10;-17;-19;-7
36;31;14;14;-5;-7;-17;-7
9;34;34;17;-17;-3;-7;-20
38;33;49;5;-9;-3;0;0
43;5;49;36;-9;-12;-16;-17
7;41;20;23;-5;-5;0;-16
21;32;14;40;-1;-3;-10;-1
21;1;37;22;-9;-3;-6;-8
25;37;7;44;-9;-17;-4;-7
44;11;33;14;-8;-12;-2;0
6;47;40;47;-19;-3;-6;-5
44;31;31;38;-17;-20;-17;-5
3;39;23;1;-14;-5;-3;-16
27;4;30;44;-3;-18;-17;-5
0;26;30;4;-16;-8;-9;-10
3;45;43;9;-11;-13;-13;-18
1;3;1;30;-3;-20;-9;-7
9;24;7;47;-19;-9;-6;-3
37;7;46;18;-15;-17;-16;-12
30;10;23;26;-7;-8;-1;0
0;46;41;6;-16;-6;-17;-16
16;19;10;13;-12;-19;-10;-12
43;41;2;32;-12;-7;0;-4
8;3;41;11;-8;-1;-15;-6
49;15;18;45;-8;-4;-6;-3
48;1;44;11;-8;-2;-11;-4
36;17;6;30;-15;-11;-12;-12
37;14;40;6;-4;-11;-2;-2
22;0;37;15;-8;-8;0;-7
8;40;45;28;-9;-17;-2;-9
44;11;26;42;-14;-12;-14;-7
1;30;39;27;-16;-8;-15;-1
30;27;38;35;-20;-1;-16;-4
34;6;1;27;-5;-6;-7;-17
27;8;26;38;-2;-7;-16;-9
41;15;30;33;-9;-13;-1;-15
17;37;1;6;-15;-5;-12;-7
47;29;34;5;-19;-3;-2;-16
40;46;11;43;-18;-20;-14;-18
17;44;2;42;-20;0;-11;-8
14;49;40;42;-13;-4;-5;-7
2;32;42;45;-8;-20;-13;-10
24;46;16;11;-20;-13;-7;-19
3;18;3;32;-8;-9;-14;-3
30;37;1;23;-8;-8;-15;-11
17;42;6;18;-9;-11;-12;-11
47;48;6;35;-2;-1;-16;-1
47;46;14;5;-10;-14;-6;-20
1;25;46;38;-16;-14;-13;-2
6;0;22;44;-20;-5;-14;-17
36;42;39;41;-9;-17;-8;-17
9;6;6;7;-4;-11;-12;-1
16;4;10;21;-10;-10;0;-2
13;22;39;40;-19;-14;-2;-12
32;25;18;33;-17;-16;-15;-17
35;4;44;21;-16;-8;-14;-14
13;17;5;14;-7;-5;-18;0
2;30;8;46;-13;-11;0;0
31;27;11;12;-16;-6;-13;-19
20;42;9;0;-1;-20;-14;-17
27;37;22;1;-8;-10;-16;-6
44;46;21;12;-7;-14;-4;-4
5;14;12;42;-17;-2;-11;-2
13;35;24;42;-13;-10;-18;-8
25;3;20;8;-19;-9;-16;0
24;43;31;47;-20;0;-8;-12
20;9;4;26;-2;-9;-18;-10
36;32;30;45;-17;-9;-4;-9
18;32;33;3;-10;-7;-18;-15
8;33;23;32;-16;-19;-8;-19
48;44;35;7;-4;-6;-11;-4
7;14;28;23;-7;-1;-8;-14
32;33;36;7;-19;-16;-6;-6
9;0;2;28;-11;0;0;-20
46;46;16;0;-13;0;-6;-19
27;33;20;31;-4;-2;-10;-19
21;1;40;29;-4;-19;-20;-7
37;40;46;29;-16;-12;-15;-8
25;40;38;15;-19;-14;-11;-11
28;43;9;2;-18;-16;-8;-6
25;24;35;25;-4;-18;-8;-2
16;49;35;41;-14;-11;-2;0
36;11;5;21;-4;-2;0;0
26;21;8;41;-12;-11;-5;-19
48;3;34;38;-12;-18;-7;-4
26;43;32;27;-7;-9;-8;-10
1;3;49;44;-8;-18;-6;-20
1;8;20;48;-14;-12;0;-2
5;30;22;6;-12;-13;-12;-11
48;2;28;34;-1;-5;-10;-1
36;46;11;27;-1;-18;-19;-4
15;27;20;46;-6;-17;0;-5
43;49;16;11;-15;-19;-10;-15
26;24;21;36;-12;-10;-7;-2
20;1;37;8;-6;-10;-4;-9
29;19;2;25;-18;-6;-6;-11
43;41;15;15;-18;-12;-2;-15
2;42;28;28;-2;-1;-2;-11
37;18;15;38;-7;0;-19;0
17;41;45;25;-19;0;-13;-11
0;5;19;37;-14;-3;-14;-1
43;12;28;1;-7;-20;-20;-4
38;21;26;18;-17;-9;-1;-7
19;48;11;1;-15;-19;-14;-13
21;39;25;5;-16;-12;-11;-12
42;16;10;33;-7;-4;-11;-11
16;5;27;0;-13;-11;-6;-6
23;10;19;22;-3;-19;-8;-19
36;39;9;6;-11;-9;-11;0
12;15;2;28;-6;-18;-15;-12
5;2;43;24;-9;-18;-15;-15
19;49;11;25;-20;-15;-14;-16
19;16;32;31;-12;-12;-15;-16
46;34;20;18;-18;-12;-5;-8
29;4;5;7;0;-7;-6;-8
39;36;29;7;-3;-8;-20;-12
25;9;22;42;-12;-10;-16;-18
19;1;0;40;-18;-13;-15;-19
12;15;39;4;-16;-7;-4;-14
24;3;32;43;-17;-2;-16;-7
40;3;39;43;0;-6;-10;-13
40;36;38;27;-13;-9;-10;-11
41;15;0;43;-16;-2;-13;-20
31;26;14;14;-5;-5;-7;-12
17;37;32;29;-14;-10;-2;-19
2;30;0;20;-4;0;-6;-19
34;6;3;30;-13;-3;-1;0
12;17;10;29;-11;-2;-7;-20
30;11;19;46;-9;-13;-3;-1
46;8;3;27;-16;-2;-14;-12
48;1;36;36;-10;-17;-5;-8
43;28;18;41;-19;-14;-8;-19
12;5;34;28;-12;-17;-6;-14
7;19;15;22;-20;-19;-14;-11
20;32;2;27;-17;-17;-2;-8
35;23;3;35;-3;-6;-15;-9
19;29;2;14;-15;-13;0;-2
49;6;17;44;-16;-16;-6;-12
48;9;1;22;-19;-14;-17;-5
17;11;4;25;-2;-8;-3;-4
29;21;8;41;-15;-2;-17;-19
14;12;4;20;-10;-1;-16;-11
48;31;48;35;-5;-18;-18;-14
17;44;23;29;-10;-19;-8;-16
1;1;9;45;-20;-14;0;-15
3;42;39;45;-12;-10;-18;-8
5;12;43;31;-18;-16;-14;-19
20;29;26;16;-14;-17;-4;-19
43;39;20;33;-6;-19;-11;-5
17;1;18;4;-6;-1;-2;-19
12;18;49;8;-1;-9;-5;-11
44;35;38;10;-5;-4;-5;-17
31;20;40;5;-1;-16;-15;-13
9;25;17;15;-17;-19;-20;-11
5;30;44;36;-2;-2;-3;-4
13;35;18;16;-8;-18;0;-12
22;26;10;36;-14;-9;-7;-8
9;6;36;3;-19;-9;-20;-16
48;21;20;44;-13;-13;-15;-5
15;41;49;20;-9;-20;-7;-6
37;27;40;0;-4;-7;-13;-11
40;42;19;37;-18;-5;-1;-10
40;24;2;41;-14;-19;-17;-6
44;29;23;18;-1;-9;-3;-15
49;27;11;38;-20;-12;-13;-6
35;1;23;8;-17;-9;-15;-3
13;48;6;13;-3;-4;-11;-18
41;27;49;43;-5;-1;-12;-15
8;12;11;42;-16;-20;-4;-10
38;8;40;3;-14;-10;-15;-16
33;7;16;30;-17;-14;-19;-5
10;26;0;35;-17;-5;-19;-17
21;39;3;35;-8;-7;-11;-10
40;32;33;26;-10;-17;-19;-4
30;8;22;29;-2;-2;-13;-18
45;20;21;7;-16;-13;-10;-19
30;12;5;41;-20;-15;-15;-1
21;38;25;29;-3;-13;-19;-11
5;3;13;32;0;-4;-20;-4
24;5;40;44;0;-11;-20;-12
13;20;1;45;-10;-16;-16;-19
39;30;1;38;-1;-16;-11;-17
5;9;33;35;-20;-6;-6;-12
39;23;28;42;-2;-6;-20;-1
26;44;19;42;-2;-18;-16;-20
9;21;20;30;-16;-13;-5;-14
12;42;38;27;-4;-9;-18;-8
36;19;19;37;-17;-7;-11;-7
27;17;40;3;-11;-19;0;-11
6;1;18;7;-1;-6;0;-14
11;19;36;44;-4;-20;-2;-14
3;23;31;35;-9;-11;-18;-20
30;47;2;29;-13;-6;-12;-16
29;30;41;37;-8;0;-19;-13
45;14;37;18;-18;-17;-8;-1
17;27;26;44;-15;-12;0;-18
12;27;5;29;-9;-5;-3;-14
10;15;40;24;-9;-17;-17;-10
0;11;13;28;-20;-18;-5;-19
36;22;36;24;-10;-19;-14;0
42;26;4;31;-16;-20;-3;-4
1;45;44;27;-10;-11;-6;-16
5;11;8;28;-13;-5;-19;-4
17;47;32;0;-10;-8;-13;-9
37;3;29;23;-10;-1;-8;-6
34;38;28;9;-1;-13;-12;-1
29;10;19;0;-15;-7;-14;-3
24;12;17;6;-7;-11;0;-13
3;18;46;4;-20;0;-9;-2
12;16;46;31;-13;-6;-6;-4
16;21;13;44;-20;-5;-1;0
5;38;0;10;-11;-12;-14;-15
3;31;42;48;-1;-18;-15;-15
4;9;24;3;-13;-8;-8;-9
18;14;8;36;-14;-3;-8;-2
30;40;18;20;-1;-8;0;-11
43;48;18;15;-9;-7;-4;-19
25;4;40;37;-9;-4;-9;-12
20;7;45;13;-14;-2;-2;-17
5;32;4;2;-2;-7;-8;-3
21;17;22;0;-19;-10;-13;-10
41;29;9;5;-3;-4;-6;-17
48;31;46;13;-15;-3;-16;-15
41;9;36;21;-8;-2;-14;-3
6;43;18;47;-3;-5;-12;-6
7;34;47;0;-7;-7;-15;-14
48;44;44;48;-13;-16;-11;-20
32;35;9;33;-3;-14;-19;0
5;19;48;28;-11;-10;-13;-18
9;21;14;49;-7;-2;-19;-8
35;30;12;16;-17;-2;-9;-2
12;34;30;14;-18;-4;-9;-5
0;15;2;6;-9;-5;-14;-17
16;6;27;49;-19;-2;-2;-20
7;33;35;49;-16;-20;-5;-14
11;32;46;25;-1;-13;-7;-7
15;14;39;9;-17;-13;-20;-19
12;27;23;28;-1;-2;-2;-6
21;17;24;5;-9;-15;-17;-5
32;0;7;31;-14;-8;-4;-17
5;26;9;19;-1;-2;0;-4
28;19;9;47;-2;-5;-6;-18
9;43;22;19;-9;-5;-5;-3
31;0;44;40;-10;-13;-11;-15
43;41;12;11;-14;-6;-5;-14
33;34;29;9;-18;-19;-6;-17
46;45;47;7;-16;-17;-20;-6
26;41;2;47;-11;-2;-3;-14
48;16;21;14;-2;-12;-4;-7
2;45;18;48;-3;-5;-15;-15
39;37;39;3;-9;-10;-13;-14
25;45;45;20;-18;-13;-11;-3
48;20;47;37;0;-16;-5;-15
43;22;47;11;-20;-16;-10;-5
31;48;45;18;-11;-7;-12;-16
49;23;17;44;-9;-20;-14;-13
21;41;45;24;-3;-19;-2;-6
45;1;20;18;-10;-12;-5;-17
11;37;12;37;-1;-18;-16;-4
28;37;37;32;-14;-6;-9;-6
24;32;12;17;0;-6;-11;-4
44;43;24;16;-9;-9;-14;-1
11;38;21;21;-1;-14;-13;-10
20;14;48;9;-10;0;-8;-11
0;32;17;49;-6;-6;-7;-12
30;43;44;34;0;-14;-19;-17
24;31;22;21;-2;-3;-13;-16
17;16;42;47;-17;-17;-7;-7
14;28;24;17;0;-11;-4;-9
41;36;37;47;-16;-4;-8;-8
9;33;14;49;-16;0;-6;-15
6;37;7;21;-2;-12;-7;0
45;31;16;49;-16;-1;-7;-18
37;15;40;23;-2;-16;-7;-12
10;48;43;4;-11;-15;-8;-11
15;32;8;34;0;0;-1;-8
45;43;18;41;-17;-15;-3;-3
40;43;11;9;-17;-3;-20;-14
39;44;39;37;-13;-15;-1;-3
10;10;17;43;-18;-7;-4;-12
31;12;35;11;-3;-16;-13;-19
25;38;23;34;-8;0;-13;-8
10;49;16;40;-20;-15;-8;-17
26;44;4;1;-2;-7;-9;-11
16;2;45;3;-6;-9;-4;-1
5;18;37;23;-16;0;-13;-10
27;43;30;21;-19;-16;-13;-13
48;32;40;25;-1;-1;-16;-14
39;37;11;41;-2;-7;-11;-5
17;19;13;44;-19;-17;-2;-10
10;20;25;12;-16;-1;-16;-16
24;20;29;24;-16;-4;-5;-19
36;44;26;22;-14;-19;-17;-10
28;2;45;32;-12;0;-8;-2
3;29;26;1;-16;-2;-13;-3
11;47;5;9;-5;-14;0;-13
0;12;38;31;-17;-6;-2;-15
37;11;47;26;-14;-17;-6;-1
30;24;6;29;-4;-7;-15;-17
47;49;20;35;-5;-5;-18;-20
29;21;10;0;-10;-19;-11;-2
21;19;34;16;-8;-9;-20;-13
23;46;46;19;-20;-7;-12;-13
2;5;16;42;-9;-1;-5;-7
16;40;27;11;-15;-12;-1;-11
15;41;35;4;-17;-5;-6;-7
10;39;32;26;-8;-9;-19;-18
5;28;32;33;-11;-15;-15;-7
32;17;6;18;-15;-12;-14;-5
28;43;21;20;-9;-19;-18;-15
40;26;8;30;-10;-12;-4;-4
27;41;19;46;-15;-20;0;-6
14;13;16;32;-2;-10;-1;-7
38;34;49;35;-8;-3;-16;-10
16;49;2;22;-19;-11;-6;-9
42;25;7;41;-18;-5;-3;-15
17;12;25;38;-15;-15;-20;-6
27;28;43;42;-13;-12;-2;-2
15;6;3;38;-7;-4;-7;-10
1;28;46;5;-19;-13;-15;-17
17;34;32;35;-2;-13;-1;-5
48;10;3;9;-20;-15;-9;-8
23;13;8;1;-13;-7;-5;-2
3;1;8;44;-4;-12;-15;-5
0;17;35;22;-14;-4;-18;-18
44;9;37;43;-11;0;-3;-2
23;9;14;8;-3;-18;-11;-4
10;29;5;29;-4;-15;0;-15
23;7;6;22;-6;-12;-5;-19
12;7;25;12;-5;-6;-1;-4
4;3;23;32;-3;-19;-7;-6
44;16;16;20;-4;-17;-13;-6
4;2;46;32;-1;-19;-11;-3
37;9;40;0;-19;-15;-20;-17
17;43;1;25;-19;-18;-8;-11
47;49;25;48;-14;-8;-15;-18
23;43;4;17;-18;-9;-7;-8
18;41;41;25;-11;-18;-20;-5
4;12;35;45;-4;-8;-4;-18
7;48;36;31;-8;-8;-3;0
35;42;16;4;-19;-3;-20;-19
37;29;37;0;-4;-19;-14;-10
9;25;33;21;-6;-7;-11;-4
15;47;5;13;-9;-1;-13;-12
2;10;0;3;-2;-15;-6;-15
32;23;5;1;-20;-12;-19;-16
0;23;14;27;-8;-2;-17;-2
34;44;2;32;-13;-14;-4;0
6;41;5;1;-12;-14;-16;-17
39;19;45;5;-5;-10;0;-3
45;18;23;37;0;-9;-3;0
24;8;28;48;-11;-4;-5;-19
30;17;2;41;-10;0;-12;-15
24;46;5;25;-4;-8;-15;-12
25;9;42;41;-14;-6;-8;-20
25;46;17;37;-18;-13;-5;-20
35;22;14;8;-2;-10;-8;-19
42;23;7;6;-11;-15;-15;-17
34;47;26;38;-17;-18;-3;-13
27;46;39;49;-20;-19;-6;-10
6;22;18;29;-16;-8;-9;-1
33;11;3;37;-1;-11;-16;-11
46;7;46;25;-14;-2;-13;-14
25;22;30;18;-6;-16;-15;-10
0;43;18;12;0;-6;-9;-1
27;7;19;6;-14;-4;0;-14
20;0;14;21;-20;-3;-2;-15
19;41;42;48;-11;-16;-18;-1
14;28;21;37;-17;-14;-12;-11
3;7;44;35;-4;0;-16;-16
4;22;2;27;-10;-12;-10;-20
25;37;17;39;-19;-8;-18;0
2;4;26;45;-2;-1;-19;-17
22;45;36;5;-10;-6;-16;-7
46;23;2;5;-3;-2;-6;-9
32;8;0;39;-12;-12;-14;-5
37;36;48;10;-16;-16;-16;0
36;47;45;49;-13;-18;-11;0
49;43;39;46;-18;-12;-20;-5
8;13;20;11;-12;-13;-17;-15
43;1;41;20;-20;-5;-10;-3
6;39;2;1;-11;-18;-16;-13
43;4;45;3;-1;-11;-7;-19
21;36;24;11;-9;-17;-8;-20
31;31;1;7;-20;-16;-3;-7
41;3;29;15;-14;-14;-15;-5
26;27;33;18;-2;-14;0;-9
7;7;29;37;-3;-15;-13;0
26;39;5;25;-15;-20;-19;-15
0;33;14;13;-9;-6;-5;-20
39;32;31;18;-8;-3;-14;-11
33;13;32;32;-19;-4;-8;-9
24;34;11;42;-7;-3;-8;-9
12;9;2;9;-11;-5;-17;-18
26;15;28;19;-6;-16;-20;-3
46;0;28;15;-13;-4;0;-20
45;40;45;26;-16;-8;-20;-6
43;46;40;47;-19;0;-7;-17
26;28;11;26;-6;-2;-12;-8
30;21;36;1;-2;-15;-16;-16
21;4;19;15;-2;-10;-17;-10
32;22;19;25;-18;-5;-7;-1
10;11;0;0;-4;-18;-16;-1
18;44;5;29;-9;-14;-12;-19
21;17;24;3;-8;-19;-10;-15
27;3;21;25;-8;0;-18;-9
1;22;5;20;-15;-3;-17;-20
19;43;35;4;-6;-3;-11;-14
28;27;12;29;-19;-13;-4;-17
28;9;16;12;-17;-17;-5;-7
39;35;22;3;-2;-20;-7;-11
43;30;7;28;0;-9;-16;-20
16;41;1;7;-14;-19;-2;-4
13;17;46;44;-5;-17;-3;-17
19;49;28;9;-11;-19;-20;-10
24;33;40;39;-10;-15;-2;-18
17;27;10;6;-15;0;-17;0
45;48;36;39;-7;-1;-18;-2
8;19;7;30;-1;-3;-5;-12
13;10;29;7;-18;-1;-19;0
39;46;1;40;-19;-5;-20;-13
10;0;5;27;-2;-13;-16;-10
44;28;18;19;-19;-16;-14;-6
1;45;24;2;-19;-19;-3;-13
48;36;38;4;-3;-1;-12;0
17;27;18;22;-10;-8;-4;-18
43;40;21;17;0;-7;-20;-3
3;31;30;21;-7;-14;-5;-5
25;20;29;2;-11;-12;-3;-18
25;33;5;27;0;-14;-19;-2
0;25;18;23;-3;-19;-13;0
37;35;8;18;-3;-18;-8;-19
46;3;32;4;-2;-5;-17;-9
29;26;35;28;-8;-1;-3;-13
43;25;28;49;-2;0;-14;-3
5;0;14;2;-7;-12;-13;-13
39;8;20;10;-8;-18;-20;-20
13;36;7;29;-13;-8;-11;-10
6;44;43;44;-5;-11;-1;-11
5;30;44;24;-16;-13;-16;-8
15;14;30;35;-4;-4;-14;-3
39;24;18;21;-14;-11;0;-17
35;46;25;7;-6;-19;-16;-17
39;18;43;46;-11;-2;-2;-4
