q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
23.0;22.0;37.0;2.0;-5.0;-5.0;-13.0;-18.0;-0.6425984973251849;-0.2427594323228477;0.4997988312529217;0.7568382301829956
41.0;10.0;30.0;28.0;-8.0;-5.0;0.0;-15.0;-0.4487989505128276;0.028049934407051724;0.6731984257692414;0.7012483601762931
19.0;30.0;48.0;12.0;-18.0;0.0;0.0;-12.0;-0.3569991651806585;-0.33319922083528114;0.09519977738150887;0.7853981633974481
24.0;41.0;23.0;9.0;-7.0;-15.0;0.0;-19.0;-0.39269908169872425;-0.05235987755983018;0.18325957145940452;0.8115781021773629
4.0;13.0;47.0;12.0;-7.0;0.0;0.0;-15.0;-0.9627461357775172;-0.8107335880231724;-0.1013416985028966;0.30402509550868967
28.0;6.0;40.0;29.0;-6.0;-19.0;-18.0;-10.0;-0.17305383261299706;-0.09318283294546004;0.17305383261299712;0.8120218299532942
37.0;39.0;11.0;45.0;0.0;-2.0;-2.0;0.0;-0.5514497743003359;-0.5514497743003359;0.5180285758578915;0.65171336962767
9.0;37.0;26.0;13.0;-10.0;-6.0;-6.0;-3.0;-0.8188193618398927;-0.5180285758578913;0.21723778987589004;0.5514497743003361
34.0;10.0;49.0;15.0;-19.0;-17.0;-8.0;-12.0;-0.7391982714328924;-0.3002992977696124;0.13859967589366773;0.43889897366328023
11.0;33.0;13.0;3.0;-13.0;-16.0;-19.0;-8.0;-0.6947752983900505;-0.3020762166913264;0.1812457300147956;0.2114533516839282
3.0;28.0;6.0;14.0;-5.0;-20.0;-19.0;-9.0;-0.49087385212340534;-0.26179938779914963;0.09817477042468081;0.687223392972767
0.0;36.0;46.0;16.0;-15.0;-6.0;-6.0;-1.0;-0.9399027201313725;-0.3991367715626379;0.11587841755044292;0.7596474039417939
26.0;44.0;39.0;5.0;-9.0;-18.0;-17.0;-6.0;-0.6587210402688276;0.10134169850289654;0.4307022186373103;0.6840564648945516
21.0;8.0;34.0;3.0;-3.0;-2.0;-17.0;-5.0;-0.6005985955392252;-0.10779974791729696;-0.015399963988185439;0.8161980913738185
24.0;1.0;39.0;4.0;-12.0;-3.0;-9.0;-13.0;-1.4197582184492334;-0.4229067033678568;-0.24166097335306103;0.36249146002959143
35.0;2.0;6.0;32.0;-16.0;-18.0;-7.0;-15.0;-0.7261228303108482;-0.19264483253144937;-0.014818833271650012;0.6964851637675484
44.0;7.0;6.0;30.0;-4.0;-10.0;-12.0;-15.0;-1.1315058286234425;-0.5724088309506826;0.06655916638961423;0.5457851643948368
28.0;43.0;4.0;49.0;-2.0;-16.0;-9.0;-13.0;-0.47123889803846913;-0.2779101193560201;0.27791011935602006;0.71289987139153
13.0;16.0;3.0;43.0;-4.0;0.0;-15.0;-19.0;-0.8107335880231725;-0.6080501910173793;0.10134169850289654;0.5067084925144827
26.0;48.0;10.0;12.0;-11.0;-10.0;0.0;-14.0;-0.6587210402688275;-0.5827147663916552;-0.12667712312862067;0.177347972380069
49.0;19.0;2.0;34.0;-12.0;-17.0;0.0;-5.0;-0.6425984973251849;-0.21419949910839498;5.551115123125783e-17;0.42839899821678995
23.0;42.0;19.0;47.0;0.0;-7.0;-2.0;-6.0;-0.5235987755982988;-0.029088820866572163;0.0872664625997166;0.6690428799311597
13.0;8.0;42.0;22.0;-7.0;-12.0;-19.0;-4.0;-0.2961337337400215;-0.21888145537305942;-0.09012765809478929;0.3476352526513294
16.0;9.0;28.0;18.0;-9.0;-14.0;-3.0;-18.0;-0.20488647740803012;0.17073873117335814;0.6488071784587615;0.6829549246934332
17.0;45.0;20.0;9.0;-10.0;-4.0;-2.0;-15.0;-0.6021385919380438;-0.47123889803846897;-0.15707963267948966;0.4712388980384689
8.0;26.0;43.0;47.0;-3.0;-12.0;-15.0;-16.0;-0.08726646259971649;0.037399912542735725;0.18699956271367824;0.2617993877991496
4.0;4.0;25.0;48.0;-12.0;-4.0;-9.0;-6.0;-0.968657734856853;-0.8901179185171082;-0.20943951023931956;-0.1570796326794897
34.0;15.0;37.0;37.0;-10.0;-2.0;-12.0;-14.0;0.10779974791729674;0.16939960387003783;0.8161980913738186;1.0625975151847828
41.0;33.0;5.0;23.0;-4.0;-8.0;-7.0;-13.0;-0.3199770295322938;0.0;0.02908882086657205;0.40724349213201017
10.0;21.0;29.0;15.0;0.0;-10.0;0.0;-9.0;-0.5437371900443875;-0.06041524333826542;0.42290670336785663;0.8659518211818018
20.0;46.0;31.0;11.0;-2.0;-2.0;-7.0;-18.0;-0.3190680038802134;-0.07363107781851075;0.17180584824319178;0.6872233929727671
38.0;5.0;20.0;11.0;-20.0;0.0;-5.0;-4.0;-0.4062404293435077;-0.18957886702697024;0.297909648185239;0.595819296370478
34.0;46.0;48.0;42.0;-11.0;-8.0;-2.0;-17.0;0.5195710927090811;0.5920693847149994;0.5920693847149996;1.0995574287564276
42.0;26.0;18.0;42.0;-10.0;-9.0;0.0;-19.0;0.24463221482871322;0.3733860121069834;0.3991367715626375;1.0429057579539884
23.0;37.0;37.0;31.0;-4.0;-2.0;-10.0;-7.0;0.38434378208811304;0.5180285758578917;0.6851345680701146;0.7853981633974485
5.0;44.0;4.0;11.0;-7.0;-4.0;0.0;-7.0;-1.6477961467358226;-1.3397968669721174;-0.23099945982277892;-0.2309994598227788
42.0;18.0;39.0;38.0;0.0;-7.0;-9.0;-19.0;0.06437689863913498;0.34763525265132944;0.9914042390426805;1.1974103146879127
33.0;10.0;41.0;20.0;0.0;-18.0;-7.0;-15.0;-0.5191614978389913;0.013311833277922736;0.2529248322805341;1.0516348289559052
9.0;18.0;8.0;17.0;-14.0;-14.0;-18.0;-5.0;0.1308996938995748;0.34906585039886595;0.5235987755982989;1.3089969389957472
26.0;48.0;48.0;29.0;0.0;-2.0;-6.0;-16.0;0.12271846303085138;0.3190680038802134;0.6381360077604268;1.030835089459151
2.0;31.0;16.0;41.0;-3.0;-4.0;-3.0;-15.0;-0.6731984257692414;0.0;0.14024967203525862;0.504898819326931
0.0;6.0;38.0;18.0;-9.0;-19.0;-16.0;-14.0;-0.8129559936920956;-0.5098198604509753;-0.013778915147323767;0.013778915147323434
31.0;11.0;24.0;47.0;-2.0;-14.0;-5.0;-6.0;-0.5021398093852538;0.06437689863913498;0.09012765809478906;0.3733860121069834
7.0;43.0;43.0;29.0;-7.0;-19.0;-18.0;-3.0;-0.48137306788875867;0.17734797238006894;0.8107335880231724;0.8360690126488965
37.0;49.0;15.0;44.0;-2.0;-16.0;-7.0;-10.0;0.012083048667652918;0.1812457300147956;0.3745745086972443;0.8095642607327542
44.0;20.0;4.0;22.0;-8.0;-17.0;-15.0;-4.0;-0.8111489228531026;-0.06437689863913532;-0.012875379727827152;0.21888145537305936
27.0;44.0;21.0;14.0;0.0;-15.0;-20.0;-16.0;-0.2454369260617026;0.14726215563702139;0.22089323345553225;0.2945243112740431
10.0;45.0;10.0;14.0;-16.0;-13.0;-19.0;-20.0;-0.8095642607327544;-0.6404015793856117;-0.03624914600295914;0.03624914600295903
18.0;19.0;4.0;23.0;-6.0;-5.0;-15.0;-20.0;0.1278555149716778;0.4200966920497982;0.6392775748583883;1.1506996347450988
23.0;49.0;43.0;41.0;-2.0;-5.0;-16.0;-8.0;0.22957792468540783;0.35040841136193845;0.6404015793856117;0.7853981633974482
35.0;5.0;32.0;17.0;-6.0;-6.0;-4.0;-12.0;-0.8188193618398929;-0.05013179766366693;0.38434378208811293;0.885661758724782
40.0;3.0;38.0;7.0;-15.0;-7.0;-16.0;-17.0;-1.1436499572278631;-0.2617993877991494;0.15156806662056022;0.7853981633974483
19.0;19.0;34.0;30.0;-10.0;-19.0;-1.0;-11.0;0.22228249907474962;0.45938383142114914;0.6075721641376489;0.8743111630273483
3.0;42.0;33.0;21.0;-10.0;-2.0;-14.0;0.0;-0.5609986881410345;-0.4487989505128276;0.5329487537339828;0.5890486225480862
41.0;1.0;33.0;30.0;-2.0;-1.0;-20.0;-5.0;-0.45063829047394593;-0.1416291770060975;0.9914042390426803;1.0429057579539882
38.0;10.0;35.0;15.0;-19.0;-19.0;-3.0;-11.0;-0.399588539272386;0.1515680666205601;0.3720307089777385;0.7027246725135061
28.0;16.0;25.0;0.0;-17.0;-4.0;-8.0;-18.0;-0.5805116859894184;0.3073297161120449;0.6146594322240898;0.7171026709281049
37.0;30.0;13.0;2.0;-13.0;-17.0;-8.0;-4.0;-0.2327105669325773;-0.058177641733144214;0.14544410433286092;0.20362174606600514
15.0;39.0;5.0;5.0;-12.0;-14.0;-20.0;-3.0;-0.5990324975065284;-0.5457851643948369;-0.11980649950130573;0.3327958319480713
22.0;4.0;6.0;11.0;-8.0;-18.0;-19.0;-6.0;-0.5172134246763682;0.17240447489212313;0.4022771080816203;0.5938376357395345
27.0;35.0;42.0;28.0;0.0;-12.0;-1.0;-14.0;0.028049934407051724;0.19634954084936207;0.7573482289903966;0.9536977698397586
40.0;36.0;25.0;23.0;-14.0;-20.0;-13.0;-1.0;0.34033920413889396;0.47123889803846875;0.5497787143782136;0.7330382858376183
27.0;38.0;38.0;45.0;-6.0;0.0;-2.0;-16.0;0.3991367715626375;0.6051428472078699;0.7338966444861401;0.7853981633974482
19.0;17.0;35.0;34.0;-2.0;-18.0;-7.0;-20.0;0.2427594323228477;0.3569991651806582;0.6425984973251849;0.8425180298263537
2.0;17.0;15.0;23.0;-11.0;-3.0;-17.0;-13.0;-0.11780972450961724;0.23561944901923448;0.5105088062083414;0.7068583470577035
45.0;40.0;23.0;21.0;-7.0;-5.0;0.0;-8.0;-0.07409416635824972;0.1630071659881498;0.1630071659881498;0.22228249907474962
46.0;46.0;28.0;41.0;-3.0;-5.0;-12.0;-13.0;0.33279583194807105;0.5724088309506824;0.6522798306182196;0.8652691630649851
38.0;32.0;11.0;40.0;-17.0;-1.0;-16.0;-10.0;-0.20668372720985484;-0.06889457573661828;0.757840333102801;1.1712077875225106
29.0;32.0;24.0;30.0;0.0;-18.0;-6.0;-9.0;0.6283185307179588;0.9110618695410401;1.0053096491487339;1.005309649148734
28.0;3.0;29.0;5.0;-1.0;-2.0;-3.0;-16.0;-0.9599310885968813;0.33161255787892274;0.4014257279586959;1.2740903539558608
28.0;48.0;41.0;29.0;-15.0;-10.0;-19.0;-16.0;0.08205652453406187;0.2461695736021854;0.4102826226703089;0.6212851143293248
47.0;10.0;46.0;17.0;-17.0;-14.0;-9.0;-15.0;-0.8099418560036185;0.04908738521234057;0.12271846303085143;0.7608544707912781
15.0;19.0;47.0;32.0;-5.0;-16.0;-7.0;-7.0;-0.3864657629416014;-0.06233318757122591;0.26179938779914946;0.3116659378561304
11.0;9.0;7.0;11.0;-13.0;-18.0;-9.0;-10.0;0.7853981633974485;0.839563553976583;0.9478943351348517;1.110390506872255
7.0;47.0;24.0;32.0;-13.0;-3.0;-16.0;-14.0;-0.7105983383119768;-0.2617993877991493;0.21193283774216864;0.46126558802707285
49.0;23.0;23.0;30.0;-14.0;-5.0;-19.0;-9.0;-0.41579902768100185;-0.023099945982277714;0.30029929776961295;0.6698984334860592
33.0;23.0;42.0;35.0;-17.0;-13.0;-16.0;-18.0;0.1047197551196597;0.3403392041388942;0.49741883681838384;0.5759586531581288
28.0;17.0;23.0;45.0;-1.0;-6.0;-7.0;-13.0;-0.4062404293435075;0.027082695289567305;0.0541653905791345;0.5145712105017766
6.0;42.0;5.0;3.0;-6.0;-9.0;-15.0;-17.0;-0.9983874958442139;-0.8652691630649855;-0.2529248322805342;-0.14643016605715142
35.0;38.0;45.0;2.0;-9.0;-2.0;-20.0;-3.0;-0.06041524333826531;-0.01208304866765314;0.6162354820503055;0.8095642607327543
47.0;6.0;22.0;6.0;-8.0;-3.0;-20.0;-7.0;-0.8322876059883406;-0.761953442102002;0.22272485230673922;0.48061678655664775
42.0;33.0;37.0;1.0;-12.0;-11.0;-9.0;-10.0;-0.6108652381980153;-0.37815467126543806;0.4654211338651547;0.6399540590645876
38.0;39.0;22.0;12.0;-2.0;-6.0;-7.0;-1.0;-0.1365909849386867;0.06829549246934341;0.20488647740803;0.3414774623467166
4.0;13.0;6.0;5.0;-18.0;-3.0;-7.0;-8.0;-0.025335424625724245;0.6840564648945516;0.8867398619003448;0.9880815604032414
9.0;25.0;9.0;3.0;-6.0;-14.0;-7.0;0.0;-0.7451213345052715;-0.18124573001479583;0.42290670336785663;0.4631835322600335
24.0;9.0;30.0;18.0;-4.0;-3.0;-20.0;-8.0;0.1256637061435918;0.1256637061435919;0.7539822368615504;1.0995574287564278
43.0;4.0;28.0;4.0;-6.0;-14.0;-10.0;-9.0;-1.2263234481118053;-0.5924933513349171;-0.2893572180937967;0.5924933513349171
21.0;43.0;26.0;36.0;-3.0;-12.0;-14.0;-8.0;0.0137789151473236;0.04133674544197086;0.316915048388444;0.757840333102801
36.0;36.0;44.0;40.0;-4.0;-16.0;0.0;-12.0;0.47123889803846875;0.5759586531581284;0.8901179185171078;0.9948376736367674
47.0;46.0;2.0;32.0;0.0;-16.0;-2.0;-17.0;0.024543692606170286;0.0981747704246812;0.39269908169872414;0.4417864669110648
29.0;40.0;7.0;25.0;-14.0;-16.0;-18.0;0.0;-0.2979096481852389;-0.10833078115826866;0.13541347644783608;0.86664624926615
37.0;6.0;2.0;29.0;-2.0;-13.0;-16.0;-16.0;-1.1706878284603475;-0.3704708317912492;0.1630071659881499;0.6372098306809488
12.0;45.0;9.0;23.0;-12.0;-17.0;-19.0;-11.0;-0.7363107781851078;-0.5154175447295756;-0.09817477042468103;0.4417864669110647
27.0;39.0;46.0;24.0;-4.0;-20.0;-4.0;-15.0;-0.19039955476301784;0.21419949910839486;0.7139983303613164;0.9995976625058431
23.0;24.0;4.0;31.0;-18.0;-6.0;-14.0;-9.0;-0.33659921288462086;-0.17631387341575394;0.8495122991849948;0.9136264349725415
10.0;40.0;22.0;37.0;-11.0;-3.0;-20.0;-4.0;-0.23561944901923465;0.3141592653589791;0.36651914291880894;1.1257373675363422
47.0;19.0;0.0;27.0;0.0;-1.0;-15.0;-4.0;-1.1147586835318621;-0.15201254775434486;-0.025335424625724134;0.6333856156431035
3.0;35.0;24.0;40.0;-9.0;-20.0;-20.0;-16.0;-0.3141592653589794;-0.18325957145940475;0.23561944901923448;0.759218224617533
20.0;4.0;7.0;25.0;-15.0;-10.0;-3.0;-7.0;-0.2748893571891069;-0.11780972450961724;0.2748893571891069;0.7853981633974483
45.0;14.0;37.0;29.0;0.0;-1.0;-9.0;-13.0;-0.4874885152122092;-0.16249617173740294;0.6770673822391796;0.9208116398452844
26.0;29.0;24.0;40.0;0.0;-8.0;-16.0;-10.0;0.028049934407051724;0.39269908169872414;0.6170985569551379;0.6451484913621897
36.0;8.0;13.0;13.0;-7.0;-1.0;-9.0;-8.0;-0.9948376736367678;-0.9599310885968811;0.05235987755982985;0.26179938779914935
10.0;23.0;22.0;13.0;-11.0;-10.0;-17.0;-10.0;0.15707963267948966;0.47123889803846897;0.667588438887831;0.7461282552275759
1.0;45.0;0.0;7.0;-4.0;-12.0;-19.0;-4.0;-1.055378782065321;-1.030835089459151;-0.3190680038802134;0.22089323345553225
23.0;35.0;25.0;16.0;-17.0;-16.0;-17.0;-18.0;-0.07409416635824972;0.16300716598814968;0.22228249907474962;0.5186591645077488
42.0;47.0;8.0;40.0;-7.0;0.0;-5.0;-16.0;-0.08726646259971627;0.08726646259971649;0.6108652381980155;0.8851312635114101
31.0;6.0;29.0;39.0;-15.0;0.0;-13.0;-9.0;-0.40724349213201017;0.0;0.26179938779914935;0.9890199094634533
29.0;11.0;22.0;33.0;-2.0;-1.0;-2.0;-5.0;-0.4547041998616805;-0.12401023632591301;0.2893572180937969;0.7853981633974483
43.0;15.0;32.0;47.0;-14.0;-7.0;-12.0;-12.0;-0.3733860121069836;0.01287537972782693;0.2961337337400214;0.8626504417644103
30.0;41.0;5.0;0.0;0.0;-18.0;-14.0;-11.0;-0.5990324975065284;-0.11980649950130579;-0.06655916638961434;0.013311833277922736
33.0;25.0;12.0;13.0;-10.0;-2.0;-1.0;-7.0;-0.12785551497167735;0.018265073567382606;0.05479522070214771;0.3470363977802679
21.0;28.0;31.0;36.0;-16.0;-19.0;-1.0;-11.0;0.2998792987517528;0.3569991651806581;0.7853981633974483;0.9281978294697113
35.0;38.0;47.0;47.0;-5.0;-12.0;-6.0;-4.0;0.4659141647272995;0.6522798306182194;0.705527163729911;0.7587744968416025
11.0;6.0;9.0;27.0;-16.0;-11.0;-18.0;-5.0;-0.5759586531581287;-0.33161255787892263;0.4712388980384691;0.5061454830783556
5.0;37.0;42.0;17.0;-2.0;-19.0;-4.0;-17.0;-0.8111489228531024;0.0643768986391351;0.2703829742843673;1.0429057579539884
9.0;46.0;20.0;13.0;-5.0;-15.0;-3.0;-11.0;-1.0171549984983348;-0.5793920877522161;0.03862613918348079;0.4248875310182913
40.0;12.0;19.0;45.0;-19.0;-16.0;-13.0;-6.0;-0.5154175447295756;0.024543692606170175;0.29452431127404305;0.7363107781851077
10.0;31.0;39.0;11.0;-20.0;-4.0;-19.0;-13.0;-0.30617216539222564;0.013311833277922847;0.013311833277922847;0.5990324975065284
29.0;33.0;2.0;48.0;-16.0;-12.0;-7.0;-14.0;-0.8099418560036185;-0.4908738521234051;0.4172427743048944;0.4663301595172349
29.0;5.0;7.0;3.0;-13.0;-12.0;-11.0;-14.0;-1.0411091933408034;-0.7853981633974483;-0.09132536783691259;0.018265073567382495
42.0;44.0;0.0;39.0;-4.0;-16.0;-14.0;-4.0;-0.3141592653589795;-0.10471975511965986;0.6021385919380435;0.9686577348568526
20.0;45.0;23.0;26.0;-2.0;-1.0;-1.0;-17.0;-0.02533542462572408;0.07600627387717246;0.3040250955086896;0.6333856156431035
13.0;29.0;41.0;35.0;-19.0;-1.0;-13.0;-7.0;0.052359877559829626;0.36651914291880916;0.6283185307179584;0.6283185307179586
6.0;22.0;38.0;9.0;-19.0;-19.0;-20.0;-1.0;-0.8395635539765826;-0.054165390579134276;0.08124808586870158;0.3520750387643734
2.0;18.0;37.0;16.0;-13.0;-17.0;-3.0;-5.0;-0.8435758051305926;-0.11635528346628865;-0.029088820866572107;0.6399540590645876
8.0;11.0;17.0;2.0;-13.0;-16.0;-8.0;-9.0;-0.3569991651806584;0.118999721726886;0.4997988312529217;0.880597940778957
20.0;17.0;11.0;15.0;-6.0;-3.0;-12.0;-3.0;0.19634954084936207;0.6381360077604267;0.8344855486097889;0.9817477042468103
8.0;14.0;18.0;37.0;-10.0;-13.0;-4.0;-7.0;-0.6283185307179585;-0.25132741228718336;-0.12566370614359157;0.2513274122871837
1.0;36.0;28.0;45.0;-5.0;-14.0;-14.0;-4.0;-0.5990324975065283;-0.3860431650597627;0.09318283294545981;0.8120218299532939
35.0;18.0;38.0;42.0;-18.0;-1.0;-19.0;-5.0;0.06437689863913498;0.5278905688409077;0.5278905688409077;1.0686565174096427
23.0;23.0;48.0;27.0;-15.0;-19.0;-2.0;-11.0;-0.2930590161930776;-0.10550124582950782;0.2930590161930777;0.5978403930338785
31.0;10.0;48.0;5.0;-9.0;-6.0;-3.0;0.0;-1.1987656178171577;-0.7853981633974482;-0.09645240603126548;0.3169150483884442
24.0;28.0;21.0;8.0;-13.0;-11.0;-3.0;-8.0;-0.05746815829737417;0.2107165804237059;0.36396500255003716;0.9003344799921971
7.0;20.0;8.0;23.0;-17.0;-13.0;-1.0;-7.0;-0.43196898986859655;0.3141592653589793;0.7068583470577035;1.0602875205865552
13.0;35.0;6.0;3.0;0.0;-6.0;-7.0;-20.0;-0.3569991651806583;-0.12851969946503705;-0.09995976625058431;0.3284392319662056
4.0;28.0;38.0;30.0;-15.0;-1.0;-2.0;-1.0;-0.2222824990747494;-0.04445649981494959;0.6668474972242489;0.8743111630273481
32.0;29.0;23.0;20.0;-18.0;-16.0;-12.0;-2.0;0.4712388980384691;0.5026548245743672;0.5969026041820609;0.8168140899333463
27.0;45.0;22.0;9.0;-13.0;-4.0;-19.0;-15.0;-0.17180584824319192;-0.07363107781851097;0.0;0.22089323345553225
17.0;19.0;35.0;5.0;-5.0;-8.0;-2.0;-13.0;-0.719948316447661;-0.6217735460229801;0.4581489286485111;0.6217735460229796
34.0;9.0;17.0;10.0;-15.0;-4.0;-17.0;-3.0;-0.5081988116101137;-0.29259931577552006;0.3233992437518902;0.4465989556573724
5.0;24.0;32.0;39.0;-16.0;-3.0;-8.0;-2.0;-0.38555909839511104;0.18563956589394204;0.38555909839511093;0.7568382301829955
0.0;21.0;23.0;3.0;-1.0;-11.0;-13.0;-13.0;-1.0035643198967394;-0.17453292519943298;0.3054326190990077;0.6981317007977319
46.0;30.0;9.0;27.0;-14.0;-2.0;-15.0;-13.0;-0.5793920877522161;-0.14162917700609745;-0.0643768986391351;0.6308936066635237
21.0;17.0;17.0;37.0;-4.0;-12.0;-11.0;-8.0;-0.46482748445971445;-0.11219973762820701;0.2724850770970737;0.2724850770970739
12.0;36.0;24.0;11.0;-10.0;-5.0;-2.0;-19.0;-0.21419949910839514;0.014279966607226191;0.07139983303613162;0.9281978294697114
35.0;15.0;6.0;41.0;-5.0;-11.0;-8.0;-7.0;-0.966643893412244;-0.2718685950221936;0.12083048667653051;0.6041524333826525
28.0;5.0;43.0;34.0;-8.0;0.0;-18.0;-10.0;-0.21888145537305959;-0.1931306959174055;0.6308936066635238;0.6566443661191779
16.0;3.0;31.0;19.0;-19.0;-19.0;-11.0;-15.0;-0.34557519189487707;-0.06283185307179562;0.15707963267948988;0.31415926535897953
27.0;21.0;41.0;7.0;-18.0;-9.0;-2.0;-6.0;-0.3327958319480714;-0.2529248322805342;0.41266683161560835;0.6789034971740655
42.0;18.0;35.0;4.0;-12.0;-18.0;0.0;-14.0;-0.7330382858376183;-0.20943951023931962;0.445058959258554;0.7592182246175332
4.0;42.0;22.0;12.0;0.0;-2.0;-16.0;-8.0;-0.6770673822391795;-0.3520750387643733;0.18957886702697035;0.24374425760610463
8.0;13.0;36.0;13.0;-18.0;-13.0;-12.0;-8.0;-0.5526875964648712;-0.2617993877991496;-0.029088820866572274;0.2908882086657214
8.0;43.0;28.0;32.0;0.0;-15.0;-1.0;-1.0;-0.46040581992264207;-0.16249617173740308;0.758315468107881;0.8666462492661497
33.0;36.0;23.0;46.0;-20.0;-15.0;-1.0;-10.0;-0.07139983303613173;0.45219894256216714;0.5949986086344305;0.7853981633974483
15.0;19.0;1.0;28.0;-11.0;-7.0;0.0;-7.0;-0.8256749922896252;-0.22152255890697264;0.42290670336785663;0.5840140189365639
19.0;39.0;1.0;4.0;0.0;-20.0;-9.0;-14.0;-0.6789034971740655;-0.2263011657246885;0.013311833277922736;0.06655916638961423
43.0;19.0;29.0;44.0;-15.0;-3.0;-11.0;-7.0;-0.17305383261299712;0.3327958319480714;0.35941949850391697;1.0782584955117511
28.0;11.0;23.0;0.0;-13.0;-10.0;-5.0;-18.0;-0.7512504171627767;0.10244323870401495;0.47806844728540315;0.7853981633974483
11.0;0.0;28.0;24.0;-19.0;0.0;-2.0;-3.0;0.21723778987588993;0.2506589883183347;0.41776498053055766;0.7185557665125593
7.0;42.0;44.0;5.0;-17.0;-14.0;-9.0;-4.0;-1.094407276865297;-0.1673799364617513;0.06437689863913498;0.9399027201313724
45.0;18.0;49.0;11.0;0.0;-11.0;-19.0;-19.0;-0.8084981093797261;1.1102230246251565e-16;0.06929983794683392;1.131897353131617
33.0;7.0;26.0;12.0;-16.0;-19.0;-10.0;-7.0;-0.2718685950221938;0.06041524333826509;0.1510381083456629;0.6645676767209177
6.0;10.0;25.0;44.0;-3.0;-7.0;-20.0;-16.0;-0.5154175447295755;-0.19634954084936201;0.04908738521234046;0.17180584824319167
18.0;27.0;8.0;14.0;-8.0;-6.0;-8.0;-15.0;0.0;0.29919930034188513;0.29919930034188513;0.3365992128846207
23.0;4.0;32.0;8.0;-4.0;-19.0;-15.0;-1.0;-0.2617993877991494;-0.23099945982277892;0.04619989196455587;0.9701977312556713
