118;48;20;21;34;18;33;7;21;21;85;94;43;13;9;9
61;19;2;27;192;54;14;72;35;51;18;5;38;3;37;10
74;183;44;37;157;94;24;33;11;23;3;44;28;0;0;0
27;54;12;100;39;4;12;48;44;47;18;24;14;18;70;44
39;12;20;67;18;27;61;101;114;2;30;41;17;8;25;1
32;44;24;22;14;7;10;53;61;36;71;50;21;6;20;8
12;14;60;16;20;137;58;29;52;5;5;14;54;88;49;5
42;38;96;44;21;50;49;12;32;57;29;21;24;128;58;56
6;2;0;18;10;0;3;27;14;22;17;17;51;6;46;34
124;39;22;18;103;147;129;194;181;33;105;10;30;38;8;14
8;19;24;31;66;54;12;61;17;3;18;14;24;6;9;4
13;33;60;35;242;163;62;115;55;30;17;25;71;4;7;15
6;9;20;19;5;15;9;115;14;0;46;56;62;4;32;63
40;5;0;16;1;0;2;26;19;21;73;19;34;3;39;54
30;8;23;36;47;58;35;89;58;25;83;130;157;35;31;124
10;81;183;45;42;94;36;21;19;23;22;31;29;78;18;58
79;33;72;53;3;36;154;31;52;34;96;106;8;95;35;39
101;15;13;3;40;27;65;5;26;49;14;1;9;46;23;14
13;2;1;5;7;14;20;45;106;3;70;10;27;4;82;64
34;27;7;28;3;3;13;7;35;5;32;117;27;5;29;56
20;188;113;77;42;11;6;9;5;43;10;185;11;10;22;24
51;51;69;92;34;39;136;50;87;18;47;76;39;39;27;20
5;21;4;20;19;4;3;26;10;16;4;9;14;6;33;17
31;76;46;52;15;13;60;8;13;22;40;43;5;8;2;15
19;14;23;38;20;17;5;20;16;65;36;32;32;18;15;78
32;11;6;12;34;8;5;82;43;4;20;7;76;2;7;13
35;31;52;31;3;8;39;24;67;0;146;125;52;7;3;14
30;180;47;13;43;7;14;2;5;10;14;60;17;6;4;25
22;18;43;26;18;26;51;29;38;2;107;90;80;6;2;11
12;7;4;2;37;28;2;10;2;15;53;18;54;3;5;51
24;8;19;39;137;119;33;199;27;79;7;10;55;88;101;37
195;76;63;39;77;19;170;11;74;125;77;35;21;17;10;25
4;15;107;29;2;46;71;13;14;11;52;77;36;49;2;13
45;7;8;30;4;21;78;11;133;27;16;9;2;50;92;16
40;16;3;8;38;3;6;8;20;61;25;33;17;5;17;27
2;45;168;108;28;49;35;44;49;4;6;20;21;28;34;13
12;31;173;56;8;45;52;23;22;74;22;37;10;178;104;25
5;13;25;39;2;40;25;13;50;10;4;8;5;39;15;7
21;10;4;6;8;6;22;20;32;21;6;10;7;6;12;8
23;25;19;28;28;26;27;31;17;43;55;48;37;13;41;32
26;11;18;21;18;30;21;20;41;47;37;17;30;42;61;62
56;23;62;34;20;19;99;54;90;12;20;10;15;26;35;22
18;37;79;42;53;41;32;49;36;14;73;63;136;55;25;31
11;3;19;2;21;96;122;33;22;8;39;20;103;71;26;46
5;27;25;47;2;27;7;34;23;58;1;10;1;67;183;19
10;25;11;7;43;20;21;33;14;20;29;46;56;8;18;31
83;104;16;25;202;23;20;26;68;35;29;20;24;19;22;2
18;18;18;11;21;10;24;10;2;73;18;13;14;24;5;36
4;6;6;24;2;3;12;2;6;10;103;131;24;11;26;177
28;20;48;30;5;13;19;30;90;13;13;12;7;15;29;7
12;68;19;8;102;16;2;15;0;113;2;35;32;34;7;26
1;4;1;20;15;4;6;9;13;16;54;55;67;6;9;104
1;6;42;113;0;12;9;19;14;5;1;6;1;31;50;6
13;13;37;33;16;8;34;20;21;16;3;6;5;31;18;5
115;25;17;24;8;6;29;6;60;307;59;37;4;213;175;170
143;75;32;46;303;55;38;44;36;89;24;32;37;53;28;27
3;5;6;16;14;3;5;66;25;40;19;18;51;8;23;95
8;7;6;46;14;15;14;39;19;16;17;10;74;8;74;24
7;1;52;2;31;209;34;19;9;6;34;8;71;16;4;30
98;41;88;93;229;44;65;65;117;8;145;91;80;1;11;16
133;93;3;17;19;9;23;5;27;109;101;30;26;20;25;56
38;11;19;6;45;46;95;32;24;20;22;0;30;24;10;14
17;22;11;49;9;3;10;26;27;89;21;31;16;22;75;104
1;10;12;65;42;92;6;204;52;14;15;4;41;9;46;5
7;15;4;12;50;80;7;58;10;1;83;62;101;0;1;23
20;24;16;64;2;1;22;12;76;7;59;71;7;12;51;73
16;89;6;5;30;5;3;3;1;42;36;132;23;2;5;55
18;154;101;50;114;96;15;30;11;24;20;65;60;19;0;6
77;40;5;8;20;3;52;4;42;41;12;5;4;25;35;11
74;26;17;5;18;13;38;20;15;217;38;10;13;33;27;37
8;51;41;38;53;124;24;13;5;96;11;43;33;113;33;91
88;15;1;14;89;14;8;57;41;30;28;10;54;7;16;7
12;14;10;8;66;14;1;41;1;19;29;109;140;4;12;113
3;7;31;38;33;144;69;113;16;10;3;18;22;25;15;3
93;8;16;25;1;9;90;8;66;27;171;30;6;62;30;122
31;60;40;80;35;23;10;15;7;22;30;189;107;4;20;40
22;16;13;19;18;6;14;22;12;32;15;20;40;17;15;35
42;51;30;74;65;51;59;282;145;17;52;33;59;19;99;13
6;3;5;9;33;173;8;52;9;3;4;8;44;43;17;8
52;1;39;22;1;24;88;6;137;55;59;18;4;153;111;40
2;62;49;31;10;18;6;11;5;15;5;27;19;41;21;29
24;14;22;53;2;3;4;6;50;2;103;91;36;3;19;39
29;36;4;24;98;20;8;67;12;111;14;2;39;14;66;23
140;87;22;12;26;11;46;5;16;69;13;4;2;23;17;8
6;10;12;154;5;17;12;30;43;7;10;24;23;7;92;22
54;111;28;15;149;28;20;28;2;253;6;9;26;47;23;36
55;69;8;51;14;6;23;8;36;119;34;70;21;28;38;68
47;46;36;15;14;30;79;43;50;50;38;28;10;79;26;31
145;35;1;22;31;7;68;6;41;173;56;13;13;11;43;39
112;13;23;13;25;21;106;7;59;128;55;24;26;71;50;77
2;32;16;48;34;36;8;26;7;12;5;21;9;5;10;5
46;28;1;20;43;6;7;8;45;98;19;9;9;16;28;5
17;24;34;20;57;107;22;136;16;28;11;47;116;75;19;42
7;28;15;24;40;27;7;22;24;15;0;1;9;22;71;7
38;10;4;2;16;13;14;10;6;30;18;8;21;9;1;40
9;34;97;15;9;76;46;9;3;9;17;73;30;37;15;33
5;7;28;19;1;10;13;3;18;20;36;38;13;75;37;49
73;32;14;17;178;46;16;51;20;26;19;10;91;1;4;3
20;23;153;27;19;124;43;56;10;18;43;53;69;69;36;18
33;69;68;111;3;9;43;35;124;11;140;116;26;14;9;23
12;3;17;19;3;13;56;18;114;6;69;19;39;29;27;60
9;32;109;57;3;41;37;13;8;7;9;54;9;5;18;10
21;16;53;35;13;41;28;43;22;14;17;23;5;29;23;10
25;9;47;47;20;31;27;33;37;12;4;3;9;11;16;4
23;19;13;53;7;13;22;36;58;17;20;17;36;20;56;21
58;17;19;4;27;74;35;20;16;28;84;17;53;90;17;74
124;19;18;20;81;44;98;25;72;39;52;11;87;10;2;7
35;13;10;22;63;19;13;55;43;106;1;6;20;17;39;22
19;35;144;24;9;96;82;17;15;16;42;44;20;54;9;35
27;57;12;61;25;9;11;34;20;41;3;12;2;20;113;9
1;3;18;24;22;65;26;47;16;3;26;17;110;12;25;20
60;20;2;10;25;14;47;12;17;5;114;40;86;7;4;36
12;6;61;19;52;157;29;60;7;16;3;0;14;31;5;1
13;37;11;43;17;11;3;57;4;49;2;15;10;5;31;5
6;19;163;61;1;10;44;7;11;1;31;64;3;28;6;21
23;13;25;85;9;3;39;128;492;4;62;21;6;5;35;6
41;57;76;41;61;86;84;60;65;66;38;17;72;77;59;42
45;36;23;14;39;4;11;13;15;27;89;126;37;13;10;61
39;6;25;2;37;87;160;13;12;25;5;0;17;26;2;1
41;171;51;52;46;61;8;19;13;30;2;19;10;28;25;1
10;10;58;15;7;22;7;3;3;64;11;16;12;148;66;93
5;7;19;24;36;74;27;101;14;4;65;19;286;10;19;12
3;22;14;36;8;8;2;14;1;38;18;118;28;23;55;66
13;10;54;3;62;138;86;28;9;13;24;7;49;76;6;9
23;35;110;60;4;34;115;8;31;10;22;80;24;55;17;26
2;34;100;97;11;18;7;51;23;8;10;129;21;26;40;37
22;10;18;15;14;31;24;19;39;51;105;13;56;68;76;69
8;14;17;196;3;3;12;25;216;10;23;28;9;1;81;7
13;139;132;51;21;16;73;10;18;52;8;52;2;154;52;32
14;25;9;12;74;21;39;16;14;22;79;23;61;10;7;14
70;142;45;76;22;19;20;7;21;168;24;50;15;70;112;53
23;15;1;11;5;0;1;2;18;37;6;1;2;1;26;6
8;22;13;11;5;3;7;8;14;21;22;14;7;47;38;39
121;51;33;67;27;37;83;13;61;7;43;22;16;20;10;10
8;3;9;57;1;4;29;28;76;1;66;4;17;2;7;7
52;13;6;10;57;24;54;22;18;84;6;0;9;96;54;29
8;28;29;96;17;25;2;33;19;104;13;41;32;91;202;147
6;3;21;25;1;16;29;6;82;3;33;31;8;12;16;3
30;18;16;1;113;37;8;1;5;63;3;3;7;19;6;6
39;60;22;9;207;43;15;10;7;63;30;34;64;32;5;23
8;35;121;86;65;47;25;33;17;6;0;21;17;8;5;2
1;16;17;109;1;4;2;9;17;12;8;24;1;20;123;13
53;19;33;6;49;157;39;29;16;20;76;63;177;36;5;49
59;14;2;7;90;4;7;39;62;22;27;11;26;4;6;18
10;110;79;45;41;31;18;7;12;66;93;152;71;18;15;87
8;26;84;43;3;34;42;6;4;16;21;126;28;49;25;34
34;79;76;88;13;7;44;16;28;10;11;26;10;19;18;2
49;41;26;15;41;52;40;26;14;60;30;10;9;84;40;38
36;22;12;40;29;11;17;9;56;28;53;59;42;2;40;49
63;16;15;7;20;19;53;11;9;30;3;3;6;21;21;8
29;21;16;1;33;139;58;8;11;44;5;1;9;76;6;8
38;25;38;7;15;20;24;12;11;24;21;26;38;13;16;12
33;106;58;14;123;28;47;22;4;59;7;9;10;39;1;12
37;10;23;1;26;23;26;7;7;109;24;10;23;32;4;30
42;16;31;11;4;13;85;1;66;0;139;75;20;9;8;15
106;17;3;4;83;30;7;32;3;28;25;55;110;5;11;48
7;3;3;19;0;24;15;4;39;4;90;13;40;40;25;14
14;30;22;17;28;19;9;16;59;34;5;5;3;49;67;8
3;25;10;29;39;43;8;68;12;12;15;18;78;16;51;14
0;4;4;14;23;57;16;48;30;27;11;7;32;58;144;86
4;14;33;48;0;8;16;11;21;6;15;58;7;31;6;42
1;19;90;22;1;35;28;1;6;0;22;110;32;27;6;104
8;34;34;52;82;50;10;113;41;38;44;36;138;29;172;82
1;4;7;5;44;85;3;21;4;13;33;9;90;12;12;34
68;31;11;10;8;6;8;5;21;19;46;33;39;3;13;10
12;18;9;23;14;1;4;6;12;26;10;33;6;4;16;49
27;16;25;17;9;17;64;16;39;54;60;22;10;39;58;50
6;10;3;17;15;4;2;43;7;28;10;55;32;5;32;31
10;31;10;1;26;43;4;3;1;7;1;0;4;5;2;3
24;26;37;24;86;45;5;26;13;14;9;26;69;18;18;9
19;140;53;79;29;4;23;23;7;76;5;21;2;39;27;14
19;18;43;0;67;62;23;15;4;14;0;4;23;16;11;7
95;31;21;25;29;18;93;23;151;61;115;27;29;45;41;56
31;78;23;19;31;31;46;6;7;61;36;75;23;28;20;27
31;56;19;4;34;64;12;11;3;50;2;2;8;41;13;7
0;12;27;22;20;24;7;35;4;13;2;1;1;16;57;2
8;19;58;82;5;23;38;29;15;56;10;43;13;97;207;36
60;56;70;28;101;71;26;48;31;118;39;20;30;75;124;21
27;7;8;22;4;5;19;14;33;14;108;25;82;6;38;81
34;69;115;21;24;54;75;17;23;30;96;51;41;66;13;17
42;9;1;4;28;12;13;21;18;29;155;33;85;11;33;86
33;35;58;55;18;27;33;75;40;24;14;27;11;37;48;6
65;116;260;39;28;60;103;22;26;35;12;77;7;27;11;6
6;9;7;18;10;56;12;29;8;8;37;51;136;6;26;76
12;7;23;24;3;3;20;9;60;14;44;14;2;43;116;50
3;10;125;39;53;376;64;21;9;12;14;33;34;80;20;35
31;9;29;22;29;96;227;56;35;7;43;9;66;11;12;7
142;63;14;34;48;9;27;28;88;133;52;9;10;15;34;13
20;80;22;5;14;7;11;1;12;16;48;48;13;8;3;5
18;27;99;237;5;14;18;40;56;69;16;54;20;30;46;23
4;6;19;33;15;16;4;5;12;3;6;6;8;6;10;4
16;30;114;72;25;40;15;45;6;21;5;48;39;24;29;4
35;7;19;4;5;14;48;9;24;10;35;6;25;5;3;19
55;72;66;21;12;10;48;8;9;58;0;11;1;142;33;26
7;16;25;16;20;56;11;7;12;6;10;28;44;37;8;8
21;18;14;12;7;16;67;21;77;1;37;13;10;5;5;3
26;18;5;1;19;14;28;4;4;28;24;7;9;18;18;17
38;16;8;43;69;27;44;65;108;37;41;28;58;18;36;16
8;54;12;32;5;1;6;15;48;10;24;48;8;1;30;21
47;84;4;6;114;26;11;63;13;356;7;11;32;47;45;35
10;29;36;17;21;11;83;15;9;23;44;55;25;85;16;62
5;10;10;14;7;12;10;36;6;23;2;5;0;22;44;2
19;19;18;53;14;9;7;37;55;81;9;18;3;36;81;17
40;65;75;17;35;16;30;2;15;10;16;55;56;8;2;37
69;28;10;24;125;45;56;137;169;15;101;28;61;29;38;14
21;63;93;147;6;12;24;60;75;14;28;107;32;34;33;40
11;4;4;23;38;3;4;19;25;34;32;18;33;4;5;31
9;98;35;9;128;73;31;32;5;34;3;4;17;5;0;1
160;188;44;50;40;14;11;10;3;136;10;16;17;37;19;33
9;5;7;1;29;17;16;0;0;4;5;7;18;24;0;9
4;14;35;30;4;4;0;7;7;29;9;20;23;27;79;126
29;27;52;14;50;25;54;27;42;22;38;17;16;46;11;27
74;81;52;21;19;4;36;4;29;50;78;64;11;5;9;20
15;6;7;11;6;13;21;10;14;11;18;23;27;20;10;22
35;9;6;63;11;7;8;52;64;37;28;8;43;8;68;18
84;18;42;79;36;51;112;88;124;59;104;15;51;57;86;55
5;29;23;4;9;37;34;8;10;22;14;37;9;26;4;26
3;21;4;91;14;10;0;74;15;13;5;14;16;16;128;25
13;14;139;35;25;71;8;33;11;28;16;56;20;28;24;48
30;77;170;100;9;66;119;14;17;32;16;95;19;50;11;12
41;9;6;5;107;59;34;128;57;145;41;8;62;81;205;75
12;9;54;12;31;75;22;37;7;15;12;34;29;48;53;23
14;36;5;25;129;48;6;261;90;18;10;27;81;10;49;54
3;10;63;23;13;203;97;11;3;21;23;32;41;31;8;45
24;50;37;17;39;36;13;3;1;23;18;44;47;32;7;28
63;124;16;58;30;35;15;29;9;96;19;27;20;32;56;31
3;4;14;32;12;34;21;57;18;4;73;96;120;10;23;54
51;36;21;8;15;6;36;2;8;6;160;92;92;8;10;60
119;19;14;2;32;21;45;3;8;38;42;16;6;32;5;16
20;83;19;41;93;18;9;25;16;28;8;13;18;17;51;3
45;11;2;57;21;20;10;293;56;9;7;2;23;8;99;2
61;97;87;40;54;100;52;14;5;40;8;22;14;43;25;12
285;133;17;26;84;16;52;27;74;119;56;46;22;28;7;16
132;100;78;176;17;24;31;28;81;32;81;83;26;30;33;5
2;1;21;11;0;6;5;3;4;3;4;28;11;24;43;47
8;12;12;25;9;18;5;108;36;9;2;6;10;7;35;11
145;41;39;33;21;8;105;17;109;25;186;47;19;13;7;22
55;17;32;6;49;45;97;44;26;49;109;30;81;55;23;34
37;13;2;9;150;11;6;96;18;78;9;3;21;24;58;18
16;6;16;23;45;66;8;98;20;16;44;29;177;13;16;19
42;17;7;30;11;6;10;8;27;44;29;8;6;45;41;29
11;6;11;17;41;82;43;51;21;37;20;40;86;117;63;66
52;54;78;20;4;27;59;3;15;41;31;21;4;186;14;26
31;7;24;15;36;108;84;53;41;12;25;15;16;40;43;8
13;21;31;8;17;7;2;7;4;15;2;33;33;16;8;13
11;17;32;9;21;29;61;36;15;3;30;107;23;30;8;44
43;23;15;27;82;28;18;64;38;89;9;18;102;11;74;36
24;36;7;7;26;3;2;12;11;5;13;31;29;3;7;14
17;24;49;50;21;33;90;26;29;8;6;15;8;65;36;11
9;15;43;27;10;36;69;25;70;2;26;18;26;36;35;15
15;10;42;6;6;39;45;1;7;4;86;51;46;73;9;38
3;5;5;13;13;2;5;13;11;3;15;12;54;3;23;16
42;98;71;4;13;1;15;2;4;12;20;17;4;61;2;4
74;64;12;44;79;14;2;56;24;162;2;2;8;26;44;15
24;10;4;87;13;2;1;19;27;63;13;5;9;12;154;22
46;1;5;0;22;20;64;13;16;6;76;33;27;9;4;50
4;58;135;76;25;58;8;73;10;33;10;134;72;22;76;72
102;54;20;11;67;48;49;20;18;19;47;103;84;2;3;28
34;113;128;196;32;20;66;48;56;67;34;77;33;100;92;103
4;13;14;15;14;15;3;3;3;39;8;25;26;31;32;50
11;18;24;57;5;15;51;15;46;5;48;53;27;13;5;13
14;50;137;35;49;205;41;49;15;22;7;21;34;33;7;2
19;5;1;2;6;0;6;12;26;20;114;26;42;2;13;11
10;10;10;52;1;0;9;50;27;14;45;88;39;3;30;65
53;54;50;40;67;26;27;31;57;11;160;113;124;5;4;27
3;26;27;15;3;13;13;8;4;17;8;7;4;49;11;9
9;21;11;16;12;18;9;13;10;4;23;123;42;11;3;65
76;15;49;73;7;11;35;13;92;14;13;16;1;24;52;31
12;10;8;38;18;8;8;201;45;10;14;15;100;4;32;11
21;4;12;7;8;28;45;6;22;4;48;5;28;9;7;6
1;4;9;23;23;23;7;67;15;3;6;18;39;14;16;16
14;32;25;61;86;46;15;59;14;25;72;125;183;32;66;158
44;19;26;11;16;16;51;0;2;25;7;4;6;17;3;4
51;60;112;66;21;107;231;20;24;7;46;56;25;29;26;37
14;6;7;4;3;4;2;4;11;107;44;37;45;34;72;163
25;11;9;21;9;4;16;19;7;6;3;8;3;12;18;7
45;16;46;66;49;42;60;72;33;8;8;17;20;20;40;8
20;26;35;10;13;24;11;23;17;89;3;5;10;61;115;42
56;36;17;22;26;23;75;12;29;66;92;59;22;30;5;127
7;85;83;79;10;8;4;8;7;13;32;117;19;17;6;31
19;31;5;8;56;11;6;7;21;32;16;24;7;20;16;22
15;40;27;57;8;3;5;19;8;11;15;90;19;7;25;42
21;31;43;14;92;70;14;16;5;118;8;33;29;66;26;34
42;9;5;22;27;31;77;61;78;20;24;2;5;29;42;5
70;48;13;142;25;12;34;84;221;1;58;22;3;3;33;2
22;64;103;30;110;83;32;75;7;5;6;28;31;6;2;3
27;20;41;26;12;45;18;21;25;25;3;12;23;20;16;15
72;18;7;8;20;33;136;13;46;59;12;1;2;26;38;9
10;40;73;15;12;34;27;2;6;3;3;59;13;17;0;3
51;34;131;18;20;52;166;24;31;19;75;45;11;113;3;14
27;10;23;8;2;4;56;1;58;27;213;134;71;8;17;233
9;3;39;29;11;20;35;22;32;3;22;23;18;57;11;21
9;3;17;77;3;12;26;12;71;16;29;24;16;19;73;41
0;5;14;28;0;38;35;29;19;0;3;13;3;55;32;13
17;5;6;0;84;63;49;16;4;121;10;0;18;65;29;64
6;41;24;14;11;16;8;4;2;30;14;77;33;10;2;27
98;23;49;27;62;65;48;43;37;20;73;61;166;21;10;48
32;72;12;41;51;32;73;55;44;39;23;7;18;13;3;4
34;8;65;31;2;15;89;16;157;3;40;5;3;18;20;1
12;22;26;53;78;49;27;107;107;32;36;32;84;6;34;44
26;58;10;120;60;14;14;53;98;15;15;44;43;3;19;15
29;27;33;18;34;60;172;72;25;9;34;18;44;17;7;7
2;1;20;1;15;88;24;61;15;11;3;3;13;101;48;17
34;14;14;0;44;38;24;3;1;48;5;0;6;70;10;20
127;12;0;9;45;13;19;15;45;51;153;7;48;8;7;8
48;32;87;35;2;17;100;4;22;6;84;147;38;39;14;57
6;7;89;26;9;60;81;9;8;0;20;21;7;33;1;5
39;8;20;26;23;31;86;43;95;9;20;2;5;52;23;3
5;23;15;23;22;18;2;38;16;5;91;81;116;4;16;65
9;8;20;15;2;17;42;3;20;18;59;15;19;68;29;107
2;7;2;29;8;9;4;78;18;0;17;66;36;1;35;28
154;49;19;14;52;41;82;31;32;95;119;62;54;44;53;65
32;100;41;116;80;11;37;44;82;15;42;39;29;4;38;3
5;18;12;8;42;77;28;88;20;7;4;11;40;30;8;20
26;69;80;24;16;15;78;2;8;19;18;42;8;34;9;21
46;71;11;13;12;9;9;3;17;34;31;5;10;12;6;3
8;41;41;31;35;32;10;41;8;6;9;73;52;40;13;55
8;91;82;69;19;51;12;34;11;5;36;197;220;10;9;91
2;8;8;9;4;6;11;12;14;7;2;24;16;14;23;17
14;13;8;7;86;32;16;88;18;100;73;13;74;55;87;154
57;27;28;18;48;46;19;15;20;37;30;9;31;11;14;5
7;54;31;25;55;69;11;28;0;76;4;22;70;121;33;84
7;19;120;23;14;127;120;14;11;0;9;2;8;39;6;2
6;15;61;19;14;25;69;1;14;10;17;13;14;20;14;16
66;88;30;145;77;31;19;85;154;19;40;43;27;31;107;23
27;9;13;9;3;17;44;6;25;3;34;18;14;9;3;16
89;176;109;54;23;10;40;1;40;10;118;102;33;12;7;39
10;23;26;61;10;49;14;53;26;43;5;7;21;37;142;19
24;5;21;11;5;5;60;17;41;40;111;16;20;129;105;89
23;26;17;45;30;15;15;29;45;180;29;19;57;62;134;72
43;64;18;38;58;46;15;21;14;8;14;50;83;11;14;25
35;9;1;1;33;6;16;10;28;11;31;3;18;5;10;5
5;22;61;49;21;19;16;56;12;50;15;62;20;72;138;58
19;76;15;79;35;11;5;98;45;19;11;23;15;3;26;17
6;9;7;41;26;11;16;86;40;83;10;10;31;56;196;130
48;24;1;1;75;8;3;43;21;69;22;3;18;6;18;15
124;31;95;66;24;65;168;31;239;9;177;7;47;11;34;12
14;15;40;15;7;9;10;42;37;42;49;126;23;13;38;47
28;25;20;9;2;8;37;2;15;64;58;25;19;36;17;62
12;16;12;19;13;40;14;27;24;15;24;5;54;8;10;21
3;0;84;36;4;28;59;35;39;4;5;8;5;80;31;8
116;19;3;12;32;7;20;15;96;70;70;8;7;5;17;27
36;6;5;2;31;11;34;6;9;14;190;46;33;11;3;39
53;29;21;29;42;56;45;38;16;39;6;20;19;38;51;13
60;66;8;20;64;11;14;34;20;46;47;44;15;17;19;30
36;99;40;2;42;28;39;7;8;86;1;8;16;16;2;11
12;0;12;6;0;2;42;9;15;8;156;27;35;41;22;154
