122;148;211;86;242;110;141;112
183;168;119;84;213;128;34;80
110;26;105;54;32;35;42;51
160;50;241;84;62;51;289;147
90;177;36;100;180;140;12;74
49;21;65;145;12;147;260;162
115;23;137;103;16;41;185;30
64;66;40;105;41;65;56;48
78;42;42;204;58;68;298;155
77;43;46;155;60;137;157;313
32;21;205;95;107;57;140;110
22;292;10;56;100;324;34;211
117;231;74;168;122;281;135;144
38;69;105;37;137;181;36;191
157;161;62;383;73;227;78;37
29;10;49;188;64;37;393;232
22;31;118;36;75;78;83;88
57;235;54;55;239;258;17;110
181;636;54;86;90;338;42;85
36;96;59;104;63;115;216;78
290;178;138;107;66;54;158;93
3;17;66;98;101;139;325;403
109;35;48;113;42;45;167;134
82;64;135;164;49;95;534;198
389;174;170;315;52;144;89;49
131;93;43;248;41;79;127;94
151;120;95;335;47;101;185;34
204;118;136;113;107;84;65;77
51;72;162;39;91;55;121;160
61;90;62;45;191;49;33;129
16;111;68;64;87;84;82;60
50;9;244;68;53;59;305;189
35;62;63;129;164;48;179;108
86;64;65;154;95;135;142;167
44;44;135;101;56;102;214;134
540;111;232;128;99;7;31;16
54;89;76;38;128;103;47;104
100;141;132;42;159;36;75;73
104;38;73;227;80;66;226;169
143;249;25;158;30;310;35;51
75;39;269;57;51;54;142;74
137;297;227;17;191;43;96;45
37;335;10;40;70;288;12;102
41;215;14;51;202;192;34;270
27;382;29;13;316;84;21;111
150;21;526;186;40;24;181;10
185;172;237;24;218;8;45;34
13;94;24;106;74;364;59;153
102;99;204;52;335;64;85;179
77;233;48;31;418;55;25;208
80;288;89;10;360;68;48;196
13;30;44;72;71;121;253;452
47;69;33;324;225;128;89;156
21;159;82;27;725;115;59;273
82;27;110;222;50;32;220;57
71;129;20;131;69;303;26;99
155;35;110;386;18;79;289;47
28;29;187;110;109;79;397;139
130;271;195;65;166;107;91;81
45;107;53;41;153;54;71;88
118;59;309;58;140;41;421;314
108;124;50;33;193;47;10;67
92;48;339;40;216;25;150;115
46;34;195;23;140;22;81;53
62;77;71;103;89;153;50;90
71;242;12;45;210;188;12;176
92;147;39;28;201;13;40;45
146;166;50;295;35;353;122;103
82;59;119;63;140;17;120;121
143;288;105;67;181;82;177;237
46;121;29;80;39;111;48;35
51;90;55;154;76;236;169;203
167;37;471;46;149;18;441;111
393;273;174;47;129;65;14;16
31;306;19;54;171;178;43;152
180;183;170;98;96;29;104;16
31;298;16;53;79;254;31;68
263;152;257;89;114;39;127;35
70;95;23;158;74;142;26;101
97;107;67;44;85;96;32;54
28;25;151;142;105;144;174;204
30;84;392;5;638;38;102;217
41;42;54;74;71;29;112;61
236;136;184;104;82;156;71;100
62;18;112;119;33;69;111;68
138;53;253;130;161;79;163;173
274;36;51;276;16;134;43;34
197;68;71;386;36;100;184;76
60;79;109;46;38;54;298;43
27;45;250;43;346;42;341;283
46;82;63;37;96;163;74;618
141;170;61;263;60;163;246;159
36;401;125;9;228;186;38;106
47;310;43;54;219;443;24;197
133;465;78;34;263;155;14;55
25;119;15;146;55;442;161;324
91;73;135;55;166;86;94;246
3;17;17;29;318;141;111;842
89;294;75;24;161;126;15;53
203;182;86;70;200;68;73;141
137;48;125;31;66;42;47;42
114;32;110;237;46;93;170;118
15;39;66;7;107;82;48;107
44;11;225;103;71;23;266;59
12;52;36;25;102;104;219;432
40;91;91;30;116;123;69;178
75;147;124;24;134;57;42;31
45;12;257;45;87;26;107;143
32;82;116;12;564;61;35;348
122;36;35;176;33;44;136;104
168;21;141;440;24;55;193;37
54;23;290;42;100;18;153;63
73;39;696;40;331;16;146;72
43;34;103;71;140;26;260;271
140;53;169;52;34;45;136;94
98;435;12;82;137;154;16;93
100;56;657;67;87;36;228;40
109;417;52;49;185;363;12;58
66;57;129;184;79;71;230;62
175;53;176;76;123;24;45;44
92;38;104;116;82;105;52;69
87;595;130;16;145;98;37;30
146;191;74;339;70;172;138;27
49;237;139;48;290;89;125;130
49;19;65;214;38;69;150;75
38;59;29;229;1;294;230;58
92;89;168;64;128;61;271;209
159;167;98;169;115;305;80;122
129;34;34;335;12;227;98;85
51;42;38;96;89;155;41;348
92;112;18;94;51;436;27;170
49;60;232;18;176;24;241;149
35;98;171;8;344;62;38;194
242;109;65;94;98;43;28;56
19;37;55;162;51;98;393;184
28;51;97;25;357;56;59;176
135;430;49;50;80;277;52;96
19;57;25;97;125;139;280;474
426;272;56;135;66;82;67;58
18;117;39;33;129;105;54;115
189;101;165;136;79;25;71;11
13;97;23;77;68;285;85;212
139;86;287;33;88;9;260;34
61;167;11;215;46;231;52;52
178;104;438;63;197;84;154;151
358;29;231;270;49;44;193;59
85;195;244;32;209;60;111;61
98;153;45;113;134;71;20;59
45;487;41;43;163;396;55;162
30;85;65;104;203;151;104;135
504;108;198;283;54;25;60;5
44;170;40;88;149;74;38;57
78;52;115;112;191;60;116;161
300;89;164;77;75;53;64;64
10;34;44;113;68;210;234;267
17;226;8;73;53;731;38;197
74;27;47;466;13;220;269;106
24;186;70;55;73;182;71;77
52;13;232;182;51;55;486;157
89;512;21;112;113;598;21;73
55;256;153;41;177;141;63;36
134;246;74;237;71;277;148;96
21;61;35;134;133;220;137;337
58;289;94;35;381;245;57;234
63;130;37;52;109;65;23;66
74;69;20;139;46;143;104;156
28;48;71;17;70;43;85;57
73;70;153;29;202;65;73;178
126;53;25;150;10;81;40;26
227;97;300;81;171;24;266;82
55;20;131;262;8;154;399;86
150;26;473;44;46;151;79;101
22;88;237;14;523;80;111;246
72;256;148;54;133;177;51;35
33;57;56;35;92;77;46;144
262;267;114;92;53;145;70;46
52;16;195;264;53;55;573;76
139;255;43;95;148;161;16;74
154;125;197;176;71;67;113;12
75;94;245;29;232;69;126;318
269;14;160;146;24;17;81;44
311;98;205;194;89;60;128;63
20;22;75;35;159;12;157;62
18;156;19;66;125;573;24;306
274;14;200;297;26;17;161;19
80;40;189;84;102;20;137;44
97;126;13;81;63;87;44;82
73;14;348;148;147;7;682;97
216;412;54;73;161;178;28;100
139;148;62;64;106;363;13;96
149;173;45;82;39;242;39;87
175;403;24;110;79;225;20;79
238;87;152;216;103;56;143;81
362;372;183;66;163;51;26;18
133;356;63;44;164;62;7;41
18;191;25;50;130;210;19;88
282;118;141;336;62;159;83;41
195;97;248;50;60;34;122;39
74;374;49;18;433;118;6;74
10;55;41;76;224;281;101;240
29;56;83;53;64;94;61;41
142;188;117;41;68;128;65;75
105;69;172;100;26;78;191;56
117;49;329;54;117;59;266;139
18;44;84;36;233;78;95;181
35;53;55;41;178;108;111;399
68;26;104;127;20;32;432;46
89;5;363;48;11;10;582;36
179;25;191;150;27;51;128;38
101;58;182;23;268;9;54;74
285;119;140;234;37;183;93;47
256;225;126;53;147;25;37;25
47;112;181;42;137;145;181;337
8;50;22;90;78;257;143;479
33;29;113;53;228;57;257;447
6;24;120;85;189;44;307;113
58;62;111;160;118;139;255;317
47;44;114;53;129;33;239;158
231;16;167;164;12;26;134;41
46;42;131;57;70;63;173;157
152;114;25;294;27;290;19;20
49;97;122;46;182;52;142;151
28;48;56;50;112;37;334;424
99;57;162;56;44;73;149;27
147;268;47;78;171;184;6;64
19;187;10;104;70;384;68;224
78;127;105;128;119;85;69;51
31;99;21;32;428;54;33;263
22;100;61;95;121;233;120;105
191;27;287;457;17;92;197;17
9;74;5;32;85;383;30;249
188;601;70;23;109;251;12;57
160;115;42;61;86;80;5;33
53;114;203;17;244;61;32;51
50;113;33;76;214;136;38;182
467;183;116;217;54;71;75;21
170;81;287;24;50;82;47;61
48;128;54;74;58;64;69;20
290;69;118;107;55;16;131;32
89;51;144;41;123;113;59;187
193;42;170;153;31;44;165;34
21;404;38;50;186;333;45;88
123;291;86;54;255;134;27;81
159;45;139;265;29;82;171;27
84;318;94;85;210;162;74;70
51;72;50;160;47;175;193;199
309;40;234;352;42;66;203;73
62;62;67;74;107;135;132;271
298;64;72;162;21;50;58;25
134;178;78;101;170;233;30;102
9;13;29;38;194;122;110;820
125;183;83;99;293;48;101;89
115;60;309;40;123;54;132;65
17;58;65;90;54;240;142;122
22;46;61;129;54;201;225;236
85;438;44;19;308;203;13;117
396;42;227;174;44;23;190;46
155;251;210;35;227;63;51;69
155;110;50;435;55;83;274;77
321;134;101;207;34;85;50;29
169;115;256;70;146;78;88;72
144;23;158;81;12;25;161;18
46;175;57;26;221;154;52;260
103;300;44;38;95;334;16;77
162;194;161;148;182;62;139;52
340;213;54;230;76;72;39;25
459;331;216;54;62;47;41;9
172;260;39;180;38;172;39;22
43;95;131;82;92;200;76;68
55;224;23;20;63;128;41;131
15;162;34;80;191;79;165;103
21;137;74;15;251;152;33;183
56;29;225;62;99;26;159;89
199;87;147;78;58;156;44;72
192;45;519;18;113;9;211;77
169;73;76;261;49;61;62;24
435;61;64;186;17;91;50;51
101;43;196;134;121;25;198;61
65;92;38;244;37;308;181;165
82;437;21;36;161;199;5;77
29;30;34;135;94;16;363;89
179;24;265;89;15;71;186;69
77;65;20;116;84;133;44;176
160;27;1206;34;46;13;191;17
58;154;47;69;69;198;99;159
46;248;95;17;252;107;20;133
15;37;20;99;198;157;103;345
137;685;22;81;105;303;10;26
224;148;242;91;69;54;101;40
208;64;82;167;25;116;130;70
72;121;64;27;408;49;30;102
64;61;77;30;98;52;39;113
350;39;50;217;4;30;70;6
58;208;17;59;88;342;18;109
203;101;139;64;37;89;37;22
290;569;29;57;103;75;12;28
321;129;485;81;78;18;106;12
74;41;116;29;105;45;113;284
260;97;179;388;114;25;88;18
116;78;73;51;104;63;88;217
10;61;22;15;201;85;39;277
318;42;163;344;50;68;186;69
33;43;197;30;166;28;233;210
125;55;172;126;65;80;86;57
51;238;65;35;279;156;15;81
17;15;143;37;68;24;240;87
42;138;21;97;96;226;62;168
39;44;129;28;63;127;223;472
144;25;115;184;18;46;227;64
39;116;28;116;39;523;43;190
79;171;59;93;406;41;76;104
45;41;219;83;88;82;138;65
132;222;34;105;111;125;40;82
21;375;24;38;236;247;11;67
19;27;98;34;202;51;177;234
28;18;118;75;60;66;516;515
62;333;39;55;484;122;24;144
60;213;14;55;79;186;67;269
123;337;189;14;130;63;59;43
81;44;257;84;143;20;82;37
452;148;220;244;80;34;65;13
322;91;92;64;20;42;36;16
557;93;229;181;52;15;88;15
286;107;165;155;103;28;190;65
59;97;49;40;249;80;20;70
81;88;148;100;219;53;63;47
175;148;128;199;113;201;116;109
94;3;113;159;88;21;159;320
25;48;105;53;101;100;188;177
20;138;5;245;97;784;53;220
37;12;118;119;61;76;342;427
99;30;70;68;72;35;111;90
47;135;123;77;180;109;99;83
128;50;92;246;41;117;97;51
10;117;23;10;426;60;15;206
254;204;56;206;90;190;46;67
26;18;189;29;181;30;299;312
332;100;373;62;219;46;54;66
20;28;53;61;80;75;149;206
119;102;59;30;75;74;31;116
229;171;240;31;101;40;65;34
68;416;28;31;299;82;24;64
209;61;215;133;28;23;266;51
29;36;44;61;50;46;80;113
219;482;64;113;111;269;28;69
92;13;85;359;24;48;248;58
197;64;99;71;43;50;45;28
19;77;75;70;260;89;112;194
278;61;224;87;52;31;118;17
93;100;78;32;235;50;40;137
52;80;33;22;106;122;39;267
89;230;133;41;296;65;139;283
36;68;106;22;92;46;117;74
43;166;67;18;355;65;64;351
144;54;163;128;27;77;197;73
33;31;34;134;91;183;174;386
100;114;64;152;24;168;133;84
22;12;132;128;142;136;259;375
84;282;28;46;99;198;32;189
17;89;42;75;171;300;68;294
384;291;240;56;87;77;26;11
70;123;25;313;103;87;125;54
141;95;87;495;21;108;150;4
134;172;41;161;46;74;53;31
352;47;288;219;32;40;127;15
91;19;216;91;67;22;231;74
268;19;388;140;62;11;178;26
188;19;380;55;99;13;286;148
90;52;70;162;23;90;218;108
80;90;214;23;330;15;132;148
127;99;23;97;33;144;55;63
30;483;59;13;241;138;46;180
133;154;130;99;121;85;86;74
200;129;220;198;156;110;87;70
90;24;56;514;21;121;203;81
294;64;131;432;21;36;114;10
36;61;55;336;47;419;149;100
22;59;37;20;129;242;42;473
31;164;35;31;184;78;39;141
87;51;24;136;41;76;70;106
409;88;156;245;34;30;239;27
16;20;135;87;157;121;333;512
538;66;273;96;33;19;65;11
41;197;41;33;200;109;18;132
118;223;20;52;100;114;34;215
112;62;202;410;98;110;167;58
68;74;44;76;41;72;91;84
21;121;41;42;171;114;53;175
52;80;169;53;69;80;104;31
254;238;108;154;109;45;92;24
455;213;195;122;52;53;101;28
45;100;60;32;95;35;20;17
281;282;73;125;55;151;47;52
55;68;40;25;113;25;39;93
71;27;83;173;35;15;158;19
77;98;75;151;48;141;122;55
277;184;152;105;39;56;119;41
233;175;109;273;71;272;113;78
151;128;39;105;43;81;28;31
28;120;73;23;182;154;33;210
403;45;141;332;17;31;292;38
182;232;118;125;179;149;80;132
131;23;829;37;138;7;154;25
43;53;92;40;141;32;99;31
329;57;213;53;112;33;42;44
57;71;100;102;115;44;313;115
60;49;176;26;79;34;90;47
17;90;57;27;144;144;203;509
56;61;103;45;87;157;77;197
127;241;116;202;163;235;65;44
153;38;483;89;340;21;131;107
71;141;41;88;79;200;40;72
21;60;32;64;261;172;105;446
34;284;5;141;51;525;71;313
277;60;59;85;50;35;18;18
386;396;66;215;88;148;45;56
29;13;202;174;50;66;765;130
107;200;77;174;115;217;120;128
96;38;274;120;94;31;417;84
36;208;24;48;209;219;35;358
133;130;96;57;81;54;69;45
199;157;144;27;153;107;30;125
68;7;176;171;42;23;282;68
60;56;149;33;50;116;138;212
108;105;134;126;140;69;139;58
116;224;141;30;232;96;43;101
235;139;65;99;53;118;24;45
110;169;64;20;167;260;12;133
45;52;101;120;83;125;214;172
192;144;181;148;132;127;215;195
23;93;30;103;96;325;75;160
122;152;37;211;39;258;116;128
40;281;46;16;390;50;53;240
381;185;87;109;82;23;65;66
24;68;26;20;84;140;25;144
95;72;63;56;67;36;126;58
23;115;159;20;274;50;126;123
112;263;220;42;213;37;104;37
7;27;106;20;82;48;197;109
196;492;35;149;153;400;24;68
33;50;142;39;126;57;205;246
115;17;186;159;51;41;276;66
91;58;100;188;50;104;135;76
74;211;9;107;76;225;10;59
332;95;38;586;13;205;130;28
143;109;46;125;139;75;84;133
177;191;38;89;49;60;34;32
178;152;112;142;77;197;146;157
16;180;30;10;182;127;14;94
34;44;85;52;72;42;127;76
41;47;162;43;223;58;112;231
73;277;53;22;215;191;11;93
114;152;86;35;65;318;33;133
425;110;165;116;13;44;89;11
62;84;92;93;160;59;176;142
69;169;45;67;148;264;33;182
35;173;76;27;86;80;29;21
178;81;373;53;86;12;174;15
29;48;96;39;58;30;390;165
52;81;98;14;165;149;62;261
24;83;41;23;234;193;87;838
39;82;36;42;324;44;105;347
381;33;146;243;16;19;115;10
69;490;33;17;416;136;15;106
64;38;154;40;77;25;175;82
30;429;15;22;284;279;23;167
72;145;67;110;127;200;31;75
144;86;269;77;183;31;169;67
68;32;65;204;28;75;334;145
268;27;610;45;33;7;251;31
67;60;195;38;148;8;155;25
26;108;55;131;118;151;87;89
30;35;72;44;65;46;116;96
147;110;421;46;284;35;144;120
59;172;31;69;103;80;49;63
112;33;195;21;184;13;65;59
122;159;21;135;25;256;51;51
77;109;112;125;95;56;88;33
40;94;57;145;106;140;56;42
230;241;57;164;64;41;75;21
172;32;309;93;66;23;69;16
172;200;33;245;61;169;63;62
24;85;34;77;124;163;259;321
77;17;102;223;34;79;207;150
8;92;104;20;426;48;137;202
31;33;101;247;52;127;370;118
63;27;114;204;91;91;365;230
55;35;156;203;51;215;261;168
386;79;549;68;79;6;195;18
352;49;61;283;18;49;76;16
48;187;37;69;136;85;55;67
152;98;238;70;196;38;123;137
19;113;149;18;462;17;63;45
70;47;134;356;151;165;81;91
30;93;49;44;169;57;93;103
99;26;83;267;45;96;152;111
130;61;294;100;208;90;119;89
82;42;232;59;119;60;255;228
103;84;101;97;107;61;93;80
42;58;55;44;32;50;55;58
237;97;297;57;119;27;82;44
160;125;67;79;135;78;16;82
34;149;32;89;250;236;113;319
102;71;203;52;133;46;445;185
9;351;21;44;180;669;31;123
190;67;143;54;89;22;74;56
36;111;125;17;325;35;69;96
79;89;31;114;54;110;45;76
156;26;390;109;65;28;277;77
77;541;25;45;223;368;13;90
193;96;154;86;201;62;65;76
49;48;62;227;27;215;196;128
43;31;277;167;112;108;301;139
38;59;234;19;358;21;260;187
75;266;361;10;241;66;71;50
103;413;61;27;148;208;16;55
36;16;155;121;127;72;224;229
67;250;68;35;156;71;42;63
126;249;10;195;56;348;17;52
60;91;157;58;149;89;121;161
47;144;141;6;632;41;29;181
19;37;34;94;119;266;89;563
196;104;432;26;115;6;103;16
67;350;35;140;50;166;38;21
112;10;191;210;23;20;327;70
304;62;111;208;14;50;101;18
23;184;21;49;173;221;25;101
61;73;98;136;109;86;136;95
27;89;79;11;81;89;92;161
103;23;349;63;37;21;223;74
50;282;11;61;86;347;26;196
42;112;199;28;250;133;227;388
180;74;384;54;172;26;173;60
142;459;51;63;280;149;17;63
329;116;63;146;27;112;33;25
61;44;122;133;103;45;101;58
22;72;34;189;45;273;269;146
343;91;46;246;24;81;50;38
91;88;15;198;28;458;40;204
443;151;59;64;15;102;19;48
66;14;199;82;79;40;117;90
44;53;101;23;145;46;58;99
79;33;47;95;63;29;79;105
101;114;54;169;32;168;249;165
97;289;99;41;282;162;61;192
128;5;68;191;12;64;288;223
176;75;148;177;71;84;64;39
122;35;66;205;51;44;284;132
218;301;153;43;198;98;18;45
156;532;52;117;71;223;60;60
23;165;11;21;35;353;40;141
33;61;57;90;79;188;123;171
33;29;51;99;24;144;100;123
98;28;154;315;30;42;163;33
44;50;149;42;124;36;317;173
47;184;35;67;175;105;43;145
155;34;397;33;82;15;196;65
51;80;57;154;43;154;129;80
201;162;146;111;106;42;93;33
56;62;116;17;235;67;63;211
125;222;43;321;64;348;66;53
20;39;39;99;142;160;163;508
71;385;19;77;70;178;26;54
276;73;165;134;73;35;167;84
16;154;33;24;96;138;69;183
68;163;39;78;144;110;74;164
117;136;142;54;267;123;45;155
215;98;254;55;93;47;219;85
64;138;142;28;486;20;59;118
1;85;12;49;103;372;94;438
125;329;142;98;401;78;38;34
74;139;40;146;74;120;53;36
38;154;32;54;118;175;33;99
138;69;77;130;106;31;127;119
231;91;159;306;25;199;179;70
103;34;183;59;63;34;99;64
216;294;133;71;96;121;36;44
60;125;236;50;493;76;44;82
6;68;58;87;165;283;97;190
146;72;211;64;110;36;317;111
446;54;94;101;57;52;25;28
33;89;28;39;322;35;59;265
69;52;72;103;49;52;207;128
86;93;61;40;85;115;27;118
182;419;130;112;146;105;75;39
185;82;165;65;180;32;43;39
218;377;38;79;58;185;21;36
291;37;37;373;7;89;35;18
45;285;19;34;235;402;8;164
32;91;24;75;101;70;81;148
78;7;387;189;88;40;260;81
68;81;25;92;58;172;28;136
88;245;14;408;35;374;75;91
181;64;162;257;64;132;220;132
145;200;68;53;100;207;29;135
117;72;173;103;109;28;177;61
287;126;77;274;37;76;91;21
122;90;7;442;17;211;104;126
32;232;15;123;134;348;26;86
53;282;48;27;189;289;27;186
89;308;37;180;114;405;101;124
197;67;524;79;47;17;269;16
353;247;134;133;99;139;63;69
103;357;41;28;126;215;8;93
108;205;61;75;94;277;57;169
82;131;331;9;363;21;86;108
89;330;201;7;356;74;41;111
546;185;194;188;95;28;113;14
20;51;75;38;151;72;202;406
316;189;108;106;45;106;17;17
446;395;135;45;171;61;31;60
90;431;23;28;380;167;6;134
108;175;66;90;96;120;54;35
205;194;30;175;38;283;74;86
204;34;319;63;56;12;242;42
125;59;68;62;63;65;71;117
148;186;302;53;209;83;83;78
57;51;51;131;129;207;54;322
81;183;33;164;43;242;30;26
19;76;54;117;114;417;231;434
17;204;16;38;471;123;16;148
57;5;251;132;29;38;515;111
118;302;99;82;138;137;39;53
30;146;24;88;38;196;77;95
43;43;233;22;285;36;81;128
98;126;48;132;57;118;124;113
95;31;73;239;38;254;89;121
156;245;62;39;70;116;37;27
31;93;111;17;295;37;87;193
88;49;37;126;69;144;30;205
144;55;128;295;40;54;457;73
234;323;110;118;116;115;35;26
47;48;46;116;52;124;107;142
111;149;196;12;123;57;42;74
222;43;388;46;146;21;75;66
120;48;171;102;78;27;124;49
131;81;78;119;28;124;78;28
51;384;29;105;138;342;59;111
427;87;112;408;46;84;157;63
40;25;79;56;86;35;121;123
47;36;73;170;77;117;253;273
305;191;269;70;165;58;63;36
26;216;14;67;85;648;19;442
400;186;148;116;25;92;92;30
323;69;85;377;21;43;105;15
410;53;53;180;10;138;29;46
165;153;183;164;211;157;112;119
48;30;110;101;33;107;316;100
31;64;53;117;80;425;88;178
45;350;33;39;214;65;74;143
50;79;122;23;187;33;52;54
36;174;37;88;209;352;58;379
12;43;63;11;188;61;124;555
44;45;51;39;69;118;46;195
106;189;23;315;26;214;119;29
229;406;122;32;142;57;26;35
330;23;175;158;17;16;145;26
187;139;38;337;41;141;50;22
77;157;20;276;12;453;71;65
63;56;108;261;61;156;183;106
45;79;52;24;84;74;41;130
14;24;92;73;122;94;91;188
22;80;23;48;124;156;133;420
379;101;138;179;63;43;55;25
791;172;167;211;34;33;29;0
12;77;16;117;173;401;114;425
30;133;46;64;152;304;79;313
40;111;61;57;116;247;88;199
135;201;12;95;46;470;22;127
57;42;34;123;70;142;41;151
49;60;15;152;46;301;53;215
76;47;116;65;51;7;319;32
29;62;260;39;328;122;77;243
205;119;85;39;78;39;9;27
32;442;9;44;117;517;28;165
280;197;145;96;132;25;90;34
76;194;248;42;288;166;58;144
19;35;165;63;239;92;302;291
30;92;36;68;104;124;154;278
21;27;80;181;62;188;342;224
80;24;84;87;71;40;63;110
62;172;142;37;416;34;121;156
40;103;67;57;56;245;51;153
168;144;119;66;86;80;60;60
62;41;109;57;135;12;216;106
6;116;7;32;102;584;30;455
53;48;47;139;30;154;71;85
141;33;86;293;33;135;171;100
313;66;116;335;21;65;293;55
48;38;32;55;23;145;36;62
62;405;31;45;96;529;52;185
213;42;253;91;43;30;70;13
114;121;95;62;152;70;56;92
93;50;143;136;31;45;310;97
241;320;58;68;81;39;28;38
35;74;16;108;78;208;64;243
35;208;98;51;256;359;66;223
237;36;79;271;22;32;324;85
41;73;31;142;76;233;141;350
320;75;278;161;44;38;186;25
337;58;96;429;10;120;189;28
13;97;151;11;671;70;45;328
214;95;192;163;112;60;122;46
26;32;129;121;115;54;484;229
43;64;50;43;35;172;106;273
259;58;119;210;14;35;88;27
99;90;47;491;58;338;84;80
43;53;61;71;77;95;82;96
104;136;42;173;91;129;31;28
190;38;109;261;23;39;248;66
102;76;40;378;34;109;230;73
134;170;191;35;473;47;62;147
24;41;38;50;58;109;216;345
225;42;77;536;12;78;85;13
10;235;4;48;98;572;37;343
96;253;158;20;378;54;18;66
122;66;84;134;73;151;45;40
82;8;189;143;9;45;393;68
194;227;131;79;303;116;65;147
193;45;111;266;56;35;95;14
46;61;392;5;739;37;88;332
118;205;187;31;303;35;96;64
296;102;481;76;73;31;122;17
88;105;98;134;126;133;75;66
53;72;68;75;80;39;62;49
163;37;80;334;39;73;71;79
17;205;3;33;90;145;14;252
42;257;29;28;323;129;11;98
27;197;84;34;385;190;174;257
178;81;421;30;183;19;47;24
107;26;221;13;28;16;100;21
159;69;123;104;44;36;118;20
269;108;29;149;17;75;55;39
22;387;29;5;332;61;23;121
172;470;19;149;69;334;18;50
19;92;20;50;94;228;71;301
48;27;102;198;19;92;542;114
262;161;56;365;70;135;68;29
118;26;619;99;108;9;287;19
27;147;84;22;627;101;39;124
43;454;29;27;159;118;38;126
243;93;270;91;112;32;217;79
170;29;118;108;40;47;100;61
258;114;66;140;17;209;39;44
125;18;384;230;64;75;343;96
88;164;18;216;55;55;61;21
201;18;131;258;42;117;140;166
54;113;49;58;200;24;90;34
500;54;67;289;11;53;35;14
68;30;110;113;155;67;213;323
432;147;202;120;55;51;74;8
38;61;62;96;74;91;96;87
146;33;427;63;108;26;341;148
160;397;87;24;263;158;19;118
86;91;96;33;173;25;130;93
98;241;198;24;198;35;82;59
57;63;42;91;75;21;248;115
93;102;33;255;46;219;122;131
73;110;117;65;167;97;328;314
74;24;42;356;13;119;275;66
