q0p0;q0p1;q1p0;q1p1;q2p0;q2p1;q3p0;q3p1;s[0, 2];s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[1, 2];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[3, 4];s[3, 5];s[3, 6];s[3, 7];s[4, 6];s[4, 7];s[5, 6];s[5, 7];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20;cost_ranking 21;cost_ranking 22;cost_ranking 23
47;49;10;31;8;21;48;41;-16;-19;-19;-12;-18;-17;-4;-18;-15;-17;-8;0;-13;-14;-20;-13;-2;-6;-12;-6;0;-7;-12;-3;21;27;34;44;53;55;56;57;64;68;70;76;77;81;81;92
1;13;22;41;7;5;31;43;-3;-9;-18;-9;0;-11;-16;-18;0;-19;-5;-15;-4;-10;0;-5;-15;-15;-11;-6;-18;-14;-17;-1;4;5;9;17;17;18;18;19;20;25;28;30;31;32;36;39
12;11;20;4;25;10;23;4;-7;-15;-9;-4;-13;-1;-1;-14;-6;-3;-8;-13;-11;-2;0;-19;-13;-13;-2;-11;-16;-19;-20;-8;-33;-32;-23;-22;-18;-12;-9;-5;-4;-1;4;5;19;24;30;37
14;38;17;41;10;2;41;3;-9;-19;-1;-12;-17;-12;-5;-2;-15;-16;-3;-14;-12;-19;-6;-7;-18;0;-18;-3;-1;-1;-16;-9;-32;-10;-5;2;5;14;14;16;32;33;36;39;40;64;67;73
4;49;48;25;40;7;42;21;-11;-8;-5;-17;-16;-20;-14;-8;-4;-13;-11;-15;-8;-11;-2;-17;-12;-20;-1;-18;-15;-18;-7;-13;-39;-9;9;9;15;34;37;42;54;60;63;77;82;88;105;125
45;30;39;8;12;47;6;25;-12;-6;-13;0;-14;0;-18;-3;-18;-9;-8;-7;-2;-20;-2;-6;-14;-15;-17;-19;-4;-16;0;-1;-8;-2;3;22;35;39;39;54;55;56;65;72;80;84;89;117
39;43;41;30;26;10;42;20;-6;-9;-13;-9;-10;-7;-5;-19;-1;-16;-8;-1;0;-14;-15;-4;-2;-19;-14;-16;-2;-15;-12;-16;16;23;37;48;53;54;58;65;66;66;81;87;95;102;104;121
15;7;10;11;19;19;16;32;0;-17;-14;-2;-2;-17;-12;-12;-9;-12;-6;-19;-2;0;-1;-5;-20;-2;-19;-19;-8;-10;-10;-5;-21;-20;-20;-19;-8;0;9;11;11;14;15;15;28;33;45;47
24;1;19;20;25;36;45;23;-11;-14;-9;-12;-19;-2;-11;-15;-2;-15;-18;-18;-14;-5;-2;-5;-10;-5;-17;-6;0;-1;-12;-10;11;15;17;17;20;29;38;43;45;46;49;50;54;57;58;63
23;8;10;30;44;16;31;47;-19;-15;-15;-9;-17;-3;0;-7;-12;-11;-15;-10;-6;-17;-8;-7;-10;-3;-8;-11;0;-11;-11;-10;-1;3;26;30;31;37;43;49;52;61;63;63;63;65;68;79
43;27;46;17;41;41;20;4;0;-12;-17;-19;-8;-8;-16;-18;0;0;-14;-16;-20;-2;-9;-19;-3;-15;-12;-20;-9;-18;-15;-9;11;14;22;27;29;31;40;49;52;56;60;66;77;78;87;97
14;26;10;1;44;37;32;6;-3;-16;-20;-10;-11;-19;-15;-5;-15;-1;-2;-11;0;-7;-14;-10;-20;-16;-10;-3;-7;-19;-6;-17;-32;-23;1;3;4;7;15;16;17;18;42;44;45;56;59;60
37;18;44;16;39;13;19;7;-20;-1;-17;-20;-19;-5;-2;-9;-7;-16;-2;-5;-17;-6;-7;-15;-6;-7;-2;-19;-11;-6;-12;-16;-18;5;18;19;22;24;28;29;45;47;48;49;55;55;56;74
23;37;1;32;2;38;35;0;-20;-7;-4;-12;-10;-12;-3;-20;-10;-7;-17;-7;-6;-17;0;-7;-20;-16;-18;-8;-18;-18;-4;-13;-41;-19;-12;-12;-11;3;3;15;21;22;25;34;36;60;61;63
5;47;9;49;33;3;44;32;-20;-14;-3;-16;-5;-8;0;0;-20;-20;-8;-19;-18;-16;-12;-20;-14;-15;-15;-10;-17;-4;-20;-14;-45;-28;2;6;12;16;16;27;40;53;58;63;65;66;94;99
40;46;7;41;40;33;21;47;-14;-17;0;-1;0;-6;-13;-12;-9;-19;-19;-15;-4;-11;-4;-3;-12;-11;-9;-15;0;-11;-12;-18;29;54;59;59;65;74;77;85;85;86;87;93;96;100;104;107
13;7;26;20;20;12;22;22;-9;-20;-17;-12;-7;-19;-8;-18;-15;-16;-18;-6;-20;-18;-1;-8;-13;-17;-4;-11;-15;-12;-14;-2;-26;-17;-14;-14;-9;-8;-7;-6;-4;-2;-1;5;6;9;12;12
10;39;44;36;25;34;5;45;-18;-3;-14;0;-8;-10;-13;-18;-6;-4;0;0;-15;-9;-5;-4;0;-20;-13;-1;-20;-17;-2;-14;4;18;39;46;48;51;54;57;71;77;78;89;97;98;103;118
25;2;39;26;26;20;40;45;-19;-12;-20;-15;-19;-2;-8;-15;-6;-9;-18;-18;-4;-2;-16;-9;-20;-11;-16;-12;-12;-11;-20;-20;-1;7;8;17;18;18;28;33;40;40;43;44;45;56;62;70
43;35;26;37;35;13;42;11;-3;-8;-10;-3;-10;-16;-5;-12;0;-12;0;-17;-2;-8;-5;-10;-7;-10;-19;-19;-9;-1;-18;-10;16;23;38;43;56;62;65;67;68;72;73;77;94;102;107;117
0;21;8;12;40;26;49;23;-19;-10;-7;-13;-13;0;-5;-8;-14;-20;-1;-9;-7;-19;-6;-18;-6;-20;-20;-18;-10;-12;-16;-11;-23;-11;-5;-4;-4;-3;8;22;23;27;29;35;35;37;63;75
19;14;4;34;0;21;30;22;-11;-10;0;-20;-17;0;0;-5;-20;-4;-19;-18;-4;-20;-19;-15;0;-3;-8;-10;-7;-8;0;-3;-25;-21;-13;-5;-3;1;7;7;9;19;41;46;47;48;50;60
36;40;8;46;38;44;40;23;-7;-15;-13;-15;-18;-9;-14;-19;-7;-10;-4;-1;-19;-14;-10;-17;-19;-7;-8;-7;-17;-12;-2;-11;28;38;38;39;48;55;62;68;70;78;82;85;90;98;101;120
45;42;33;7;0;17;45;28;-9;-3;-16;-9;-1;-14;0;-20;-15;-13;-5;-7;-9;-14;-3;-20;-16;-19;-7;-16;-15;-17;-2;-7;-14;-2;12;16;21;29;35;39;45;50;59;70;73;73;100;102
14;43;33;29;44;3;21;12;-3;-19;-18;-3;-9;-12;-16;-6;-9;-15;-6;-19;-15;-14;-14;-20;-17;-1;-2;-17;-16;-3;-10;-14;-8;-7;-4;13;15;18;23;25;27;32;37;50;56;57;65;81
20;2;16;10;5;44;32;10;-6;-5;-4;0;-4;-16;-13;-1;-12;-1;-7;-17;-16;-5;-10;-19;-11;-10;-17;-4;-6;-6;-4;-3;-50;-24;-16;-9;-5;-1;14;20;27;30;41;46;48;54;66;83
37;23;25;9;47;29;25;37;-6;-4;-20;-14;-16;-20;-10;-16;-6;-8;-15;-7;-18;-17;-16;-20;0;-14;-11;-16;-5;-1;-8;-8;14;28;29;33;36;39;43;44;50;51;53;61;62;69;70;70
6;3;48;0;28;16;15;26;-4;-2;-5;-17;-10;-11;-18;-20;-17;-14;0;-1;-14;-14;-7;-12;-11;-11;-15;-9;-11;-18;-11;-3;-37;-29;-28;-19;-13;-5;-5;4;18;22;25;27;31;35;44;46
16;18;5;32;40;6;33;18;-14;-15;-2;-8;-1;-9;-11;-10;-17;-8;-1;-1;-2;-3;-7;-15;-15;-20;0;-7;-2;-18;-1;-17;-21;-8;-4;11;17;19;26;31;40;40;42;49;56;66;78;86
26;4;41;45;38;43;25;9;-20;-14;-16;-2;-14;-6;-17;-2;-11;0;-3;-12;-18;-20;-8;-16;-11;-19;-8;-6;-11;-8;-17;-5;10;27;30;40;43;46;48;50;54;57;57;60;65;66;68;71
9;17;11;17;44;47;31;27;-5;-3;-3;-6;-14;-7;-1;-12;-4;-6;0;-18;-14;-19;0;-9;-8;-9;-2;-12;-9;-19;-20;0;32;34;34;34;45;48;49;50;50;51;60;62;63;63;74;75
48;23;33;21;13;7;34;46;-13;-6;-16;-7;-12;-3;0;0;-7;-13;-18;-9;-2;-2;-2;-14;-13;-19;-7;-15;-2;-11;-16;-7;12;34;43;44;46;48;60;64;64;65;70;72;72;81;81;88
9;33;45;14;0;21;34;7;-7;-15;-2;-5;-18;-9;-2;-17;-14;-8;-11;-4;-13;-19;-5;-10;-18;0;-9;-12;-7;-7;-12;-10;-33;-18;-12;0;5;13;19;22;24;35;36;43;45;53;60;76
10;18;40;15;17;1;18;13;-10;0;-20;-5;-4;-3;-13;-8;-8;-10;-3;-13;-1;-7;-10;-15;-12;-4;-13;-16;-20;-9;-3;-12;-16;-9;-5;-3;-1;2;4;11;12;15;20;22;29;30;31;38
43;49;13;6;42;38;10;36;-5;-9;-3;-20;-14;-3;-10;-3;-2;-19;0;-3;-3;-3;-7;-3;-5;-9;0;-14;-20;-11;-14;-10;31;41;50;56;57;58;58;71;72;77;82;86;88;95;106;108
7;36;22;2;5;2;47;9;-18;-1;-9;-15;-9;-15;-14;-9;-15;-12;-7;-10;-6;-19;-10;-6;-8;-11;-13;-2;-2;-8;-16;-6;-39;-30;-20;-19;-9;-7;-1;0;2;13;19;19;27;29;36;56
48;21;39;43;14;39;7;10;-10;-5;-17;-16;-14;-14;-4;-9;-6;-14;-10;-6;-10;-9;-13;-14;-4;-20;-2;-14;-17;-18;-7;-1;21;26;27;28;31;37;43;48;49;49;53;61;64;70;72;73
21;45;48;5;0;38;3;29;-11;-7;-5;-8;-9;-1;0;-8;-17;-13;-11;-20;0;-12;-1;-20;-16;-11;-5;-12;-9;-13;-17;-17;-22;-13;-7;1;10;26;36;37;37;48;52;52;58;67;78;80
29;48;28;21;36;16;35;45;-6;-3;-5;-16;-3;-19;-1;-14;-1;-2;-15;-6;-11;-17;-11;-18;-7;-15;-17;-20;-10;-12;0;-12;26;30;47;55;57;61;65;67;76;76;81;81;82;90;98;108
2;34;6;35;48;27;34;13;-6;-3;-10;-6;-18;-20;-14;-6;-4;-10;-12;-20;-14;-11;-16;-15;-4;-12;-20;-3;-3;-3;-7;-15;-25;-5;1;5;18;23;31;31;32;43;55;59;61;63;90;102
28;1;2;3;43;10;38;21;-17;-1;-3;-6;-7;-16;-14;-7;-3;0;-8;0;-14;-10;-6;-20;-4;-17;-19;0;-7;-9;-15;-14;-24;-22;-14;-3;-2;7;8;14;15;17;32;37;45;57;62;71
42;13;34;47;38;3;46;41;-15;-18;-1;-6;-3;-2;-1;-20;-17;-14;-18;0;-16;-11;-1;-14;-9;-9;-15;-7;-4;-5;-20;-20;13;31;31;34;52;61;67;69;71;73;74;81;102;120;123;126
13;1;9;41;29;25;25;4;-2;-2;-18;-3;-12;-1;-8;-15;-3;-15;-1;-9;-1;-15;-4;-7;-20;-17;-10;-4;-2;-7;-20;-4;-19;-3;7;8;14;16;17;19;19;35;37;40;44;45;45;52
19;15;49;15;21;0;14;7;-7;-11;-2;-17;-15;-7;-9;-1;-10;-14;-7;0;-18;-5;-4;-18;-12;-17;-11;-12;-18;-19;-10;-8;-33;-31;-16;-15;-1;0;4;6;13;17;18;24;25;29;33;39
31;26;31;37;25;18;20;1;-14;-5;-4;-7;-18;-6;-9;-19;-16;-6;-19;-8;-10;-2;-17;-9;-12;-7;-6;0;-7;-6;-7;-4;24;25;28;29;35;35;37;37;38;38;39;39;56;58;61;61
23;21;47;20;37;48;18;13;-4;-10;-17;-5;-20;-5;-20;-4;-4;-20;-17;-18;-18;-2;-17;-1;0;-4;-4;-18;-6;-2;-5;-19;19;41;41;41;43;43;45;49;53;53;55;61;61;73;83;95
7;41;26;38;36;6;36;23;-15;-7;-9;-8;-5;-4;-19;-1;-10;-12;-12;-14;-11;-14;-10;-7;-19;-16;-5;-18;-12;-15;-3;-12;2;9;18;20;31;32;35;39;43;43;50;60;61;65;72;92
0;10;42;12;45;12;21;18;-4;-8;-14;-4;-11;-9;-11;0;-16;-3;-17;-6;-19;-20;-6;-15;-10;-16;-8;-6;-19;-8;-15;-9;-17;-10;-4;8;11;12;13;15;18;18;20;30;35;36;39;40
36;49;19;42;5;23;34;19;-19;-18;-18;-16;-12;-8;-10;-12;-2;-18;-11;-9;-6;-7;-15;-5;-13;-2;-12;-11;-1;-6;-2;-3;17;23;28;39;41;43;54;58;62;62;62;62;73;78;79;91
24;6;27;20;7;18;34;47;-14;-2;-19;-18;-7;-13;-12;-17;0;-18;-11;-4;-20;-12;-3;-3;-13;-10;-18;-1;-14;-7;-17;-10;-13;-6;12;12;14;15;24;29;31;32;38;39;41;43;46;55
40;26;4;5;41;9;19;23;-10;-9;-9;-6;-14;-1;-10;-11;0;-10;-20;-7;-4;-17;-13;-7;-20;-16;-14;-15;-20;-6;-1;0;-13;-13;4;6;11;11;13;19;23;30;34;35;36;49;60;71
40;2;46;1;46;8;47;38;-3;-20;-12;-17;-7;-19;-19;-7;-1;-13;-18;-17;-16;-2;-2;-17;-7;-7;-16;-18;-13;-4;-17;-6;-20;-19;0;12;20;32;33;34;45;58;59;68;72;93;99;126
15;12;33;27;17;43;39;20;-7;-10;-11;-19;-10;-11;-4;-6;-11;-9;-5;0;-17;-4;-15;-15;0;-13;-9;-2;-11;-7;-4;-12;17;28;33;38;38;38;43;47;50;53;59;60;64;71;75;86
6;47;24;10;6;44;20;39;-12;-8;-9;-18;-10;-15;-17;-10;0;-16;-20;-18;-8;-9;-4;-6;-17;-18;-4;-20;-17;-1;-16;-16;-23;-9;-4;4;6;15;24;25;31;36;37;37;42;53;66;72
22;38;34;1;20;31;10;13;-16;-6;-8;-12;-8;-8;-2;-8;-15;-17;-2;-6;-1;0;-6;-18;-8;-7;-20;-3;-16;-14;-7;-20;-13;0;4;9;11;18;19;22;24;26;31;48;49;53;60;79
21;6;3;9;39;24;3;35;-18;0;-1;-12;-3;-4;-13;-8;-7;-18;-14;-3;-10;-4;-9;-9;-17;-15;-1;-1;-15;-20;-1;-2;-23;-17;-15;-5;4;10;19;21;25;27;33;34;35;36;55;61
4;4;30;11;14;18;33;38;-7;-10;-15;-5;-9;-4;-5;-20;-17;-5;-14;-10;-17;-1;-1;-8;-2;-14;-3;-6;-12;-8;-15;-19;-6;-5;-3;4;10;11;13;15;20;21;22;27;42;44;46;47
28;33;7;47;45;31;19;15;-17;-20;-19;-10;-13;-3;-14;-2;-18;0;-13;-18;-20;-9;-14;0;-12;-6;-10;-5;-17;-16;-2;-12;-1;8;14;20;20;30;33;38;48;60;64;65;69;72;83;97
34;34;28;9;16;24;9;48;-12;-7;-17;-13;-15;-2;-9;-17;-19;-19;-7;-16;-17;-1;-15;-15;-14;-10;-2;-6;-17;-8;-13;-1;-8;-6;-4;3;8;16;26;27;31;42;46;53;55;73;76;90
40;33;31;25;4;33;6;26;-8;-18;-12;-14;-14;-14;-1;-16;-11;0;-1;-16;-4;-18;-17;0;-8;-5;-15;-15;-8;-20;-16;-13;0;2;8;9;18;22;23;32;42;43;44;45;50;52;63;75
37;46;41;35;23;10;14;4;-16;-8;-4;-11;-16;-17;-1;-4;0;-20;-4;-20;-10;-2;-7;-10;-19;-10;-5;-20;-3;-8;-1;-14;6;7;22;23;34;37;40;45;49;54;59;61;65;76;83;99
33;44;18;8;25;10;36;10;-7;-11;-20;-9;-5;-19;-3;-17;-18;-9;0;-11;-3;-17;-5;-14;-9;-3;-5;-12;-16;-15;-16;-4;-10;1;3;5;8;16;24;33;36;38;38;48;48;56;58;78
27;24;45;42;29;17;6;12;-12;-17;-9;-7;-9;-1;-11;-17;-15;-12;-13;-17;0;-8;-10;-19;-16;-2;-18;-14;-19;0;-9;-10;3;16;18;21;23;28;29;30;36;40;44;47;48;48;53;72
19;33;7;48;0;45;5;11;0;-8;-3;-7;-15;-2;-9;-16;-6;-6;-6;-12;-17;-20;0;-6;-11;-18;-9;-1;-7;0;-1;-8;-11;0;1;9;19;31;33;35;39;46;48;53;59;75;76;79
36;27;10;17;18;48;36;36;-17;-9;-15;-12;-16;-19;-8;-5;-15;0;-17;-4;-14;-10;0;-1;0;-2;-9;-18;-1;-4;-20;-14;30;36;37;42;45;51;52;55;57;57;63;66;69;75;84;85
6;42;31;3;30;25;30;31;-7;-19;-2;-9;0;-14;-11;-12;-12;-18;-13;-14;-13;-17;-6;0;-4;-13;-1;-19;-8;-16;-18;-6;-15;-4;4;19;25;29;35;35;40;45;46;55;61;63;68;70
30;40;45;38;37;13;8;7;-13;-10;-3;-15;-9;-9;-11;-11;-17;-10;0;-11;-12;-1;-19;0;-6;-1;-15;-13;-8;-4;-4;-12;28;35;35;40;45;56;58;60;60;61;62;63;66;67;74;78
33;17;44;27;37;15;34;43;-18;-5;-16;-14;-10;-17;-3;-15;-10;-19;-20;-2;-19;-16;-18;-8;-12;-1;-5;-16;-13;-14;-11;-12;22;23;37;39;40;49;50;53;54;55;59;60;63;65;70;85
21;22;35;37;32;1;26;20;-8;-20;-7;-17;0;-14;-20;-4;-18;-3;-4;-6;-20;0;-18;-4;-16;-13;-6;-15;-20;-17;-8;-8;-8;15;21;21;24;26;31;31;32;35;37;38;41;47;48;49
28;18;47;9;12;15;21;23;-18;-20;-4;-13;-7;-1;-14;-5;-14;-15;-5;0;0;-15;-11;-18;-16;-18;0;-1;-4;-3;-20;-9;-5;0;13;16;17;19;21;23;27;27;32;39;50;51;64;66
21;24;36;32;11;37;19;4;-10;-16;-2;-1;-7;-2;-16;-9;-14;-8;-20;-14;-14;-5;-14;-9;0;-15;-4;-16;-3;-8;-15;-16;0;9;10;19;24;27;28;33;36;37;38;41;51;51;55;61
