q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13
24;12;10;49;-18;-12;-3;-6
26;14;12;27;-3;-6;-3;-9
22;41;32;4;-11;-10;-12;-12
36;31;11;32;-9;-1;-3;-14
12;43;37;34;-9;-3;-10;-7
8;2;46;38;-5;-3;-17;0
35;44;47;48;-15;-5;0;-16
38;37;18;43;-8;-8;-1;0
37;31;16;16;-1;-6;-10;-15
20;39;48;2;-7;-9;-14;0
22;29;23;40;-14;-20;0;-3
4;35;19;21;-5;-13;-20;-8
23;47;28;49;-6;-14;-10;-1
22;35;41;37;-17;-5;-7;-18
28;32;25;4;-15;-2;-19;-13
36;6;45;9;-19;-15;-10;-4
14;42;43;17;-17;-13;-20;-3
28;33;3;19;-18;-4;-7;-18
28;13;18;26;-14;-7;-8;-17
5;28;20;4;-15;-15;-10;-2
7;35;39;18;-16;-3;-12;-8
15;31;0;3;-10;-5;-1;-3
12;38;18;17;-10;-18;-16;-3
25;39;28;47;-2;-2;-16;-7
5;6;11;26;-19;0;-17;-7
40;33;24;2;-20;-9;-6;-20
26;15;17;24;-6;-8;-7;-13
17;40;8;3;-17;-2;0;-1
12;46;39;42;-14;-20;-20;-2
25;23;5;38;-14;-13;-2;-7
40;38;29;46;-11;-3;-1;-8
42;40;45;39;-5;-15;-20;-1
7;37;34;18;-1;-5;0;-1
4;12;15;43;-18;-13;-11;-10
3;36;41;3;-17;-12;-20;-4
40;35;3;38;-9;-12;0;-12
38;19;40;35;-9;-17;-12;-12
4;6;44;35;-9;-4;-15;-1
30;37;5;41;-7;-19;-18;-8
45;20;15;49;-4;-14;-18;-2
3;21;14;15;-14;-11;-14;-14
11;48;0;2;-20;-17;-12;-13
31;42;16;46;-13;-13;-7;-17
44;49;23;0;-16;-3;-9;-11
29;47;42;38;-1;-7;-9;-8
29;35;29;21;-10;-1;-3;-2
9;31;47;1;-13;-11;-18;-10
19;12;41;5;-18;-7;0;-14
10;44;31;22;-16;-9;-11;-6
7;43;35;25;-6;-8;-15;-7
7;39;38;24;-4;-12;-15;-16
45;47;5;42;-11;-13;-1;-16
11;24;47;48;-14;0;-1;-12
46;24;14;44;-1;-17;-16;-6
37;4;34;48;-17;-16;-7;-19
44;9;32;6;-14;-18;-20;-8
1;49;11;31;-15;-7;-15;0
45;29;17;32;-20;-3;-6;-8
20;12;15;37;-6;-1;-18;-12
27;13;3;8;-6;-17;-4;0
3;46;10;22;-13;-6;-3;-16
36;37;5;1;-17;-3;-1;-12
17;18;3;19;-1;-8;-12;0
0;44;48;13;-17;-17;-15;-16
3;25;1;7;-11;-2;-7;-6
12;34;48;29;-18;-18;0;-1
26;49;0;22;-5;-19;-16;-20
2;24;23;8;-19;-16;-16;-9
40;22;16;27;-2;-10;-8;-16
11;33;23;44;-3;-14;-3;-4
48;28;27;37;-18;-15;-14;-18
17;41;42;20;-17;-3;-20;-7
2;41;0;1;0;-15;-13;-6
32;1;20;23;-7;-12;-20;-2
10;29;26;24;-17;-19;-15;-8
4;12;18;0;-3;-14;-11;-10
35;10;27;1;-11;-17;-10;-16
13;40;13;12;-18;-12;-16;-20
11;41;14;44;-8;-4;-10;-2
42;19;8;22;-7;-3;-13;-11
36;4;26;19;-2;-16;-19;-13
11;24;25;4;-15;-11;-19;-7
29;32;23;7;-2;-13;-14;-1
25;37;17;11;-19;-13;-11;-13
46;2;33;1;-14;0;-7;-17
29;16;16;7;-9;-14;-12;-4
42;47;19;7;-11;-1;-20;-10
40;48;13;3;-2;-7;-3;-1
45;0;6;15;-4;-14;-19;-19
18;30;46;22;-11;-15;-4;-12
17;30;1;24;-20;-3;-13;-15
43;40;23;44;-3;-20;-4;-5
41;29;45;32;-13;-4;-18;-1
17;13;3;48;-6;-15;-10;-1
45;34;29;4;-12;-6;-12;-7
36;42;10;21;-17;-17;-20;-7
30;38;34;45;-19;-15;-19;-7
46;34;7;41;-12;-15;-16;-4
8;42;42;32;-15;-12;0;-7
49;3;8;40;-3;-17;-15;-12
4;24;6;34;-19;-5;-4;-1
29;26;35;10;-13;-7;-5;-15
27;23;36;28;-8;-18;-19;-10
35;44;48;17;-17;-18;-11;-4
35;33;35;19;-9;0;-9;-9
43;16;35;11;-11;-12;-11;0
25;18;46;2;-1;-19;-2;-13
40;14;33;15;-5;-5;-20;-12
21;10;37;28;-15;-16;-8;-17
48;18;45;46;-8;-2;-5;-2
16;10;34;6;-2;-9;-10;-16
29;33;47;37;-5;-14;-14;0
13;21;27;33;-16;-19;0;-3
43;24;28;36;-2;-19;-2;-10
34;17;42;7;-10;0;-13;-7
6;21;3;11;-13;-9;-1;-2
16;37;23;2;-16;-3;-8;-12
41;32;9;21;-19;-3;-9;-13
37;0;13;8;0;-16;-7;-14
15;41;29;49;-19;-3;-2;-17
42;33;9;18;-9;-12;-15;-7
5;24;48;15;-20;-12;-17;0
46;14;0;23;-9;-8;-16;-4
6;7;46;16;-8;-20;-12;-19
15;17;28;19;-7;-6;-19;-1
30;22;38;2;-17;-19;-10;-19
19;45;23;47;-9;-18;0;-6
5;36;4;1;-20;-1;-14;-14
3;42;45;29;-16;-2;-12;-10
47;30;46;45;-8;-2;-14;0
20;39;45;35;-7;-6;-8;-3
47;40;24;23;-16;-6;-11;-15
40;4;34;28;-9;-15;-1;-4
23;30;45;38;-19;-18;-4;-3
20;44;10;48;-8;-11;-19;-13
1;32;16;34;-10;-7;-10;-8
14;30;17;47;0;-9;-19;-9
2;5;7;35;-3;-6;-2;-19
10;30;27;14;-20;-19;-12;-19
45;7;40;4;-7;-20;-12;-11
3;30;12;30;-17;-8;-18;-2
44;14;7;31;-9;-17;-9;-19
16;17;25;5;-3;-13;-19;-11
23;5;44;6;-19;-13;-6;-20
13;32;35;35;-8;-4;-20;-15
3;0;18;20;-7;-13;-3;0
41;3;28;27;-11;-7;-20;-6
33;8;45;46;-20;-6;-6;-20
3;34;27;34;-4;0;-19;-20
16;37;10;48;-10;-15;-18;-3
37;3;18;42;-6;-16;-18;-8
5;34;49;28;-7;-10;-3;-4
11;45;23;5;-3;-20;-17;-3
3;3;22;21;-4;-20;-10;-5
26;28;33;15;-13;-9;-11;-15
7;41;3;44;-16;-11;-5;-17
33;7;21;35;-13;-9;-3;-15
30;23;24;22;-10;-17;-4;-4
30;18;39;5;-15;-12;-9;-10
3;24;41;9;-2;-4;-14;-10
40;46;3;15;-8;-17;-13;-9
42;43;22;16;-18;-8;-4;-6
42;33;34;25;-19;-4;-8;-7
44;45;1;2;-13;-11;-7;-18
23;31;11;22;-11;-17;-1;-8
30;36;46;2;0;-17;-15;-15
47;24;37;16;-17;-10;-13;-3
27;9;11;40;-11;-9;-17;-20
42;30;29;10;-2;-9;-15;-3
3;2;25;46;-19;0;-9;-15
29;36;22;15;-15;-13;-10;-17
4;41;13;27;-2;-6;-7;-9
24;12;46;41;-12;-15;-2;-4
14;18;10;20;-17;-5;-3;-17
0;45;13;3;-1;-18;-9;-5
48;39;14;35;-4;-15;-5;-9
26;32;45;32;-10;-16;-5;-8
25;14;17;9;-19;-19;-9;-20
43;26;9;32;-4;-18;-8;-9
23;47;36;5;-11;-8;-2;-17
18;15;1;47;-18;-3;-11;-11
41;13;43;3;-11;-7;-5;-15
35;38;46;6;0;-6;-3;-16
39;38;43;12;-14;-5;-11;-10
41;35;43;11;-6;-17;-6;-17
28;11;35;19;-9;-19;-1;-12
4;32;21;31;-1;-9;-2;-15
6;39;1;30;-18;-12;-10;-13
11;1;44;40;-16;-12;-3;0
45;21;48;21;-4;-3;-6;-3
24;5;7;2;-1;-15;-10;-12
6;18;38;11;0;-17;-5;-12
38;27;13;44;-18;-20;-8;-17
29;20;16;42;-3;-10;-3;-4
10;10;2;1;-13;-6;-17;-15
10;33;35;36;-20;-5;-1;-14
40;43;11;42;-1;-5;-10;-16
3;15;40;25;-13;-6;-15;-14
31;47;29;34;-5;-6;-1;-13
42;8;16;11;-5;-2;-17;-11
0;27;35;25;-6;-1;-18;-10
41;13;44;11;-4;-14;-13;0
34;48;4;10;-10;-20;-19;-17
31;17;9;31;-2;-10;-10;-14
6;29;43;2;-13;-13;-4;-9
15;9;19;38;-7;-13;-13;-17
4;36;18;11;-2;-19;-11;-19
14;12;27;43;-3;-19;-20;-3
4;19;21;32;0;-10;-13;-15
26;24;8;37;-13;0;0;-8
25;46;17;31;-4;-15;-5;-11
13;34;16;6;-8;-9;-2;-11
7;23;45;21;-19;-2;-11;-19
28;18;38;36;-12;-1;-17;-11
3;38;30;37;-7;-19;-17;-18
22;18;17;39;-1;-17;-17;-20
27;38;43;46;-8;-6;-12;-3
21;36;11;0;-17;-3;-18;-10
14;21;8;6;-4;-9;-4;-18
8;22;27;4;-2;-20;-6;-9
0;2;39;39;-15;-10;-11;-10
48;7;23;36;-17;-4;-5;-2
45;6;45;30;-12;-10;-12;-1
20;21;7;21;-10;-15;-9;-9
24;5;41;18;-2;-20;-4;-20
27;33;30;12;-12;-13;-1;-14
48;22;7;24;-2;-10;-2;-12
14;27;4;27;-5;-5;-20;-8
6;21;27;32;-3;-20;-6;-4
41;6;39;9;-9;-13;-12;-8
20;46;14;39;-18;-12;-3;-4
33;48;13;44;-8;-8;-5;-13
48;14;31;36;-6;-10;-8;-15
4;12;11;11;-5;-4;-7;0
19;9;49;49;-8;-12;-11;-15
44;26;35;44;-6;-2;-13;-16
47;25;25;31;-15;-2;-16;-6
7;23;45;40;-7;-4;-12;-20
4;28;12;43;-6;-8;-1;-13
27;30;13;20;-16;-10;-1;-18
44;7;1;18;-4;-1;-4;-20
2;40;31;19;-9;-10;-17;-8
17;7;42;18;-5;-5;-3;-15
28;29;44;42;-3;-18;-20;-6
41;43;8;45;-2;-3;-4;-15
47;15;33;37;-7;-16;0;-16
39;6;7;3;-14;-6;-6;-11
14;34;38;44;-12;-9;-4;-16
11;14;41;4;-2;-11;-16;-13
20;23;12;19;-10;-16;-1;-13
44;0;9;42;-15;-1;-14;-2
10;32;9;5;-7;-18;-2;-6
31;16;20;32;-11;0;-13;-5
1;19;49;21;-4;-5;-1;-19
8;0;36;27;-11;-9;-9;-7
10;44;46;34;-17;-3;-2;-1
33;10;13;40;-8;-10;-16;-2
37;16;20;32;-14;-2;-3;0
44;38;29;40;-11;-10;-8;-13
12;25;18;20;-18;-13;-14;-19
30;21;10;0;-20;-20;-11;-5
21;40;5;43;-16;-13;-8;-2
28;49;25;28;-10;-1;-8;-7
34;18;15;49;-17;-11;0;-7
39;24;31;26;-9;-18;-12;-4
19;15;8;14;-16;-14;-10;0
43;15;44;8;-9;-19;-2;-20
26;24;42;45;-11;-19;-2;-19
30;49;25;32;-7;-1;-5;0
16;7;24;36;-11;-4;-8;0
22;11;41;48;-10;-5;-18;-13
46;21;26;18;-14;0;-19;-6
32;10;2;7;0;-4;-2;-19
13;7;35;24;-13;-1;-15;-7
20;18;33;47;-11;0;-9;-11
29;31;35;11;-15;-8;-6;0
39;10;1;40;-9;-10;-6;0
3;28;40;45;-12;-14;-1;-13
27;28;6;40;-18;-12;-16;-18
17;18;18;2;-8;-4;-5;-10
28;48;26;45;-13;-7;-16;-2
35;31;17;2;-6;0;-15;-10
48;10;8;45;-2;-13;-8;-10
48;33;23;5;0;-8;-7;-7
8;0;44;10;-1;-12;-10;-16
18;25;1;0;0;-19;-7;-13
41;16;23;45;-2;-13;-14;-3
6;32;29;15;-14;-10;-18;-8
11;36;48;18;-13;-19;-15;-15
40;38;8;36;-20;-3;-18;0
9;1;6;24;-15;-6;-10;-11
35;2;9;17;-8;-13;-10;-7
11;20;35;17;-8;-17;-17;0
6;20;27;16;-15;-5;-12;-12
24;8;5;9;-5;-1;-8;-9
12;40;9;26;-10;-17;-17;-8
33;9;48;15;-4;0;-8;-12
14;9;43;31;-13;-14;-9;-11
16;32;16;10;-5;-9;-11;-20
6;11;40;35;-8;-15;-3;-4
10;41;31;9;-10;-18;-8;-5
46;46;0;43;-5;-3;-2;-12
3;35;39;39;-16;-5;-5;-2
32;39;31;24;-7;-16;-2;-16
25;31;44;37;-9;-19;-7;-9
38;35;24;31;-4;-7;-9;-12
24;32;5;14;-13;-7;-18;-16
29;26;3;1;-5;0;-1;-14
47;30;35;42;-4;-4;-15;-11
13;23;13;47;-8;-11;-10;0
27;0;10;32;-10;-12;-2;-4
5;49;46;21;-13;-9;-15;-15
46;23;31;35;-17;-20;-16;-12
6;28;19;46;-16;-18;-13;-7
37;41;28;6;-9;-5;-13;-9
6;30;3;17;-18;-12;-13;-12
8;16;13;28;0;-8;-19;-19
40;0;48;10;-2;-6;-11;-14
29;17;34;23;-14;-19;-2;-16
21;22;6;9;-2;-8;-20;-7
1;4;24;11;-11;-13;-20;-10
45;45;42;9;-13;-3;-10;-20
39;36;25;34;-20;-1;-1;-9
1;12;38;46;-12;-13;-10;-15
14;21;29;26;-2;-17;-6;-10
33;39;24;46;-7;-9;-2;-8
49;26;35;42;-14;-15;-1;-4
6;30;3;35;-13;-14;-8;-3
24;7;44;33;-11;-17;-19;-19
36;25;35;14;-14;-1;-10;-13
17;41;39;8;-11;-13;-12;-11
17;48;16;33;-6;-3;-3;-3
49;30;33;32;-2;-13;-16;-15
5;42;46;2;-8;-4;-10;-7
31;4;32;15;-15;-1;-2;-13
34;32;35;30;-11;-15;-19;-16
37;36;5;21;-4;-18;-5;-7
35;45;21;26;-15;-17;-2;-13
36;35;5;40;-3;-3;-14;-13
6;0;37;19;-6;-1;-17;-1
20;21;17;22;-3;-9;-8;-13
23;38;4;17;-10;-8;-6;-11
32;46;32;49;-15;-17;-5;-5
0;22;25;36;-5;-12;-4;-14
3;43;48;43;-16;-2;-13;-5
29;27;31;43;-6;-8;-16;-13
7;24;32;7;-10;-8;-20;-7
49;4;2;22;-15;-1;-7;-1
27;35;22;9;-11;-8;0;0
42;47;29;6;0;-18;-4;-8
29;40;15;0;-1;0;-17;-15
11;21;2;44;-18;-16;0;-11
21;32;24;24;-7;-5;-10;-14
28;48;27;18;-4;-8;-16;-10
29;31;43;15;-14;-3;-10;-4
26;6;31;43;0;-11;-10;-12
24;35;16;11;-16;-17;-14;-19
42;37;49;13;-14;-9;0;-19
43;46;44;25;-5;0;-6;-14
23;33;31;19;-1;-9;-10;-9
17;45;15;20;-16;-7;-2;-16
6;38;37;26;-11;-1;0;-6
3;33;15;7;-6;0;-9;-15
41;40;4;14;-1;-12;-18;-6
42;14;10;48;0;-12;-3;-3
44;15;32;32;-13;-17;-12;-13
35;16;22;49;-5;-13;-15;-3
10;22;9;41;-12;-8;-19;-20
0;38;14;38;-3;-6;-7;-13
31;28;7;7;-16;-11;-13;-19
14;20;32;44;-16;-16;-2;-16
8;7;14;49;-19;-13;-10;-1
0;9;25;37;-15;-18;-17;-20
38;31;4;15;-2;-6;-2;-16
1;40;22;29;-6;-17;-1;-9
6;39;19;9;-10;-1;-5;-16
40;49;45;22;-13;-16;-16;-16
9;27;0;0;-10;-20;-3;-17
24;25;11;47;-11;-10;-11;-6
1;11;23;34;-11;-7;-18;-12
33;29;33;25;-15;-12;-13;-2
49;10;1;3;-17;-3;-2;-4
0;10;48;34;-17;-2;-14;-19
42;47;7;29;-18;-15;-5;-1
25;13;40;26;-1;-12;-13;-11
12;11;48;28;-8;-5;-13;-15
23;10;17;24;-11;-7;-1;-1
36;8;26;13;-13;-6;-10;-6
43;35;37;10;-19;-6;-18;-11
35;1;31;24;-9;-8;-16;-17
15;42;20;18;-13;-3;0;-19
46;2;9;44;-10;-16;-11;-20
46;22;39;30;-10;-10;-10;-18
25;4;42;9;-15;0;-6;0
15;12;33;9;-17;-9;-13;-19
45;34;40;10;-1;0;-13;-9
16;25;17;23;-20;-1;-4;-6
3;8;10;22;-3;-15;-2;-12
1;34;9;43;-9;-20;-12;-14
15;25;5;9;-11;-1;-3;0
27;28;37;28;-8;-17;-19;-11
33;27;19;29;-1;-19;-2;-1
22;0;11;49;-4;-14;-12;-2
22;49;14;19;-7;-18;-9;-3
33;25;40;29;-1;-5;-7;-8
18;19;0;38;-19;-11;-6;-14
22;49;29;38;-14;-15;-15;-2
26;9;23;22;-8;-5;-15;0
11;21;20;7;-3;-2;-8;-20
9;29;45;7;-4;-1;-16;-14
47;46;27;5;0;-9;-15;-1
13;15;11;46;-15;-12;-5;-20
31;19;1;48;-8;-8;-18;-12
22;7;17;0;-20;-14;-13;-13
29;37;5;12;-14;-6;-19;-18
19;40;48;2;-19;-5;-9;-10
45;30;24;15;-18;-11;-18;-18
49;6;35;26;-19;-11;-8;0
7;12;40;13;-13;-2;-12;-13
32;14;31;48;-8;-2;-8;-20
38;35;15;17;-20;0;-16;-17
23;34;18;4;-9;-18;-8;-11
16;17;1;32;-4;-19;-14;-12
36;44;31;15;-6;-14;-2;-17
33;27;1;33;-13;-4;-18;-7
13;3;12;25;-12;-1;-18;0
37;44;34;42;-9;-13;-6;-6
33;36;22;21;-17;0;-11;-11
25;38;7;48;-14;-10;-16;-2
33;21;22;15;-11;-7;-6;-6
19;13;41;30;-12;-15;-2;-13
48;34;8;38;-19;-7;0;-11
43;29;41;30;-1;-7;-20;-20
38;7;28;30;0;-16;-11;-11
20;9;36;35;-9;-5;-19;-13
8;8;11;34;-3;-6;-20;-14
4;0;27;8;-14;-7;-14;-14
43;11;49;49;-6;-6;-17;-3
11;46;25;35;-15;-2;-2;-13
41;38;41;17;-16;-15;-5;-4
15;37;45;19;-19;-12;-17;-1
36;44;26;14;-7;0;-2;-1
48;13;40;37;0;-12;-19;-19
28;27;29;14;-6;-2;-20;-14
47;49;28;11;-4;-12;-15;-13
16;36;0;36;-6;-20;-8;-14
16;22;23;22;-6;-2;-1;-19
29;23;25;7;-3;-4;-15;-8
24;15;0;16;-15;-11;0;-10
22;0;14;33;-12;-7;-7;-1
43;3;38;32;-6;-3;-12;-15
1;0;28;18;-6;-6;-15;-8
47;43;15;40;-18;-13;-12;-2
26;28;28;28;-11;-16;-4;-17
21;42;18;17;-6;-12;-1;-11
36;40;15;24;-16;-19;-10;-19
42;27;30;17;-5;-12;-9;-3
10;9;34;25;-4;-18;-20;-14
0;45;34;47;-6;-5;-20;-8
1;10;35;18;-13;-12;-16;-12
42;11;42;7;-15;-17;-15;-9
34;37;23;0;0;-5;-2;-20
15;48;36;2;-19;-10;-1;-7
33;34;18;36;-17;-13;-5;-8
49;9;27;6;-7;-13;-15;-5
43;38;20;0;-1;-20;-17;-8
21;42;38;22;-15;-10;-5;-2
39;42;15;31;-5;-15;-3;-6
32;10;45;8;-19;-13;-5;-8
39;42;46;28;-18;-4;-18;-2
45;30;15;44;-13;-11;-10;-11
43;10;32;25;-16;-4;-20;-5
30;32;18;29;-19;0;-1;-7
39;26;39;1;0;-10;-11;-3
27;42;8;28;-7;-2;-20;-6
25;1;1;8;-7;-8;-1;-12
49;38;33;43;-9;-2;-11;-15
18;43;23;18;-7;-7;-18;-2
24;8;25;33;-15;-7;-13;-12
24;49;27;47;-1;-14;-20;-15
10;27;41;37;-7;-13;-9;-6
16;23;9;12;-2;-4;-15;-11
0;43;13;19;-13;-3;-11;-20
18;12;9;11;-7;-3;-17;-1
8;11;15;5;-20;-16;-10;-3
8;38;47;6;-3;-20;-18;-8
21;16;11;4;-3;-18;-19;-17
40;6;15;3;-15;-5;0;-20
4;45;2;15;-18;-3;-19;-10
15;40;43;16;-9;-10;-7;-20
3;18;1;0;-3;-4;-15;-18
3;26;19;13;-17;-1;-14;-6
15;22;12;43;-1;-12;-4;0
41;48;11;32;-7;0;-15;-9
36;33;44;0;-6;-12;-9;-4
28;31;41;42;-20;-7;-12;-12
12;9;36;31;-16;-12;0;-5
9;12;29;26;-13;-7;-20;-2
9;22;36;34;-5;-15;-10;-4
32;27;41;21;-9;-6;-7;-17
29;41;45;39;-14;-1;-13;-20
40;49;15;3;-20;-5;-10;-13
43;39;26;23;-3;-2;-14;-3
41;46;1;37;-17;-5;-9;-8
1;19;43;22;-19;-13;-14;-6
4;7;4;7;-14;-14;-9;-2
6;4;30;37;-3;-18;-4;-5
30;21;25;21;-11;-15;-14;-3
2;29;26;44;-19;-10;-20;-8
9;33;42;18;-5;-18;-4;-16
44;11;10;32;-7;-13;-4;-8
19;0;9;12;0;-14;-17;-10
32;17;43;31;-9;-19;-19;-18
45;17;34;11;-5;-20;-10;-8
22;39;20;27;0;-16;-4;-9
2;16;23;32;-7;-7;-13;-11
29;46;36;40;-3;-8;-17;-9
4;14;43;7;-6;-6;-4;0
2;25;16;9;-14;-6;-8;0
3;45;18;26;-10;-17;0;-14
15;7;38;38;-3;-6;-1;-2
42;19;39;45;-2;-14;-20;-2
42;44;21;37;0;-3;0;-9
8;28;7;6;-15;-8;-10;-10
42;37;16;49;-4;-7;-12;-5
20;28;5;35;-10;-17;-19;-16
4;47;2;19;-11;-14;-11;0
42;3;34;45;-9;-6;-9;0
34;36;32;18;-18;-16;-3;-14
6;44;35;8;-9;-2;-11;-10
9;7;32;40;-9;-5;-3;-18
40;28;6;31;-10;-18;-10;-9
34;21;9;23;-18;-11;-10;-1
30;8;5;27;-17;-4;-14;-9
31;39;37;24;-15;-1;-16;-12
13;39;33;28;-4;-8;-3;-19
8;39;22;24;-10;-17;-18;-19
37;33;8;1;-14;-2;-6;-20
41;14;44;10;-6;-20;-2;-20
10;34;15;19;-3;-4;-7;-8
33;24;18;48;-8;-5;-18;0
9;26;46;13;-15;0;-16;-16
30;39;10;29;-16;0;-13;-17
47;31;36;16;-19;-18;-15;-4
47;21;26;33;-9;-8;-4;-19
43;23;47;40;-19;0;-9;-6
14;45;41;34;-10;-14;-5;-16
38;34;39;4;-5;-6;-14;-13
15;5;49;0;-11;-2;-17;-16
49;9;29;40;-2;-17;-4;-20
5;6;14;30;-6;-5;-7;-7
18;1;47;32;-20;-3;-20;-5
0;19;20;7;-7;-6;-8;-20
10;47;26;37;-12;-12;-17;-19
28;0;36;40;-6;-16;0;-3
11;12;42;19;0;-17;-8;-9
32;23;22;32;-4;-4;-1;-11
25;42;35;1;-7;-3;-10;-5
41;48;45;10;-8;-3;-2;-5
22;2;25;39;0;-9;-12;-3
42;46;2;12;-6;-6;-19;-1
16;6;22;46;-6;-5;-9;-18
26;40;48;8;-18;-19;-10;-7
8;41;11;42;-1;-19;-18;-1
3;4;23;35;-12;-10;-1;-13
14;33;19;31;-16;-4;-18;-5
5;22;9;19;-17;-17;-8;-20
11;42;42;13;-2;-2;-18;-9
38;15;1;28;0;-17;-14;-17
25;5;11;27;-14;-17;-9;-10
40;18;11;8;-3;-17;-4;-16
25;24;18;14;-3;-7;-19;-9
19;1;9;38;-2;-4;-6;-9
0;13;48;24;-18;-11;-4;-3
17;19;24;15;-17;-6;-13;0
2;3;30;24;-10;-12;-2;-15
28;9;7;14;-20;-6;-6;-12
16;1;29;33;-13;-12;-13;-17
40;37;43;44;-10;-14;-12;-7
25;33;23;7;-8;-4;-18;-2
24;24;32;39;-17;0;-12;-9
17;46;0;26;-17;-7;-2;-20
12;25;45;46;-14;-3;-19;-16
2;32;11;9;-11;-10;-14;-14
47;28;0;15;-14;-8;-4;-12
39;40;46;22;-17;0;-2;-13
14;49;25;31;-13;-11;-3;-20
4;5;26;19;-17;-10;-14;-8
44;40;29;10;-10;-20;-8;-10
32;14;36;10;-15;-3;-7;-20
21;16;3;14;-1;-19;-2;-3
49;4;7;47;-11;-1;-4;-19
4;2;4;1;-17;-17;-9;-20
19;9;30;11;-3;-15;-1;-18
33;16;11;26;-8;-20;-16;-4
43;47;36;33;-3;-17;-20;-4
19;41;21;40;-2;-7;-13;-16
31;28;5;35;-15;-9;-13;-7
35;37;0;11;-3;-18;-15;-16
7;8;7;39;-19;-5;-20;-13
9;13;47;16;-13;-17;-2;-10
46;41;45;37;-16;-7;-19;-20
3;15;29;10;-8;-17;-13;-13
19;32;35;43;-14;-8;-15;-7
24;34;26;25;-16;-17;-17;-16
20;15;19;12;-2;-1;-16;-16
15;5;20;36;-5;0;-14;-7
23;49;2;2;-19;-8;0;-5
44;4;49;18;-17;-19;-7;0
11;22;36;0;-17;-16;-15;-8
37;2;36;41;-19;-13;-18;-11
17;0;46;22;-20;0;-4;-7
43;24;12;14;-1;-8;-10;-13
33;33;39;30;-3;-6;-11;-12
21;23;23;25;-12;-14;0;-13
48;39;40;41;-3;-5;-14;-5
43;0;31;38;-20;-18;-3;-17
39;12;16;14;-6;-19;-11;-12
37;23;38;9;-15;-3;-14;-7
26;46;41;18;-1;-17;-2;-20
25;31;46;4;-20;-4;-17;-14
9;23;8;33;-15;-10;-10;-13
25;13;49;44;-20;-16;0;-3
49;38;29;1;-4;-14;-20;-5
45;21;21;27;-19;-18;-19;-17
11;39;16;21;-9;-19;-9;-7
40;32;1;8;-1;-9;-10;-19
39;20;30;3;-2;-18;-1;-2
41;27;1;48;-3;-15;-8;-5
16;48;47;33;-2;0;-17;-17
8;16;46;22;-3;-15;-3;-16
25;1;0;7;-18;-14;-4;-4
47;30;40;11;-16;-19;-3;-19
42;18;35;47;-4;-19;-15;-11
19;12;40;46;-13;-9;-10;-2
44;12;49;13;-17;-11;-12;-16
31;43;13;10;-17;-1;-5;-6
43;32;8;47;-16;0;-9;-9
8;1;18;48;-3;-13;-13;-6
38;8;4;2;-9;-2;-18;-14
18;19;18;11;-6;-9;-18;-2
31;1;12;15;-10;-12;-12;-17
39;31;23;25;-5;0;-9;-10
48;19;23;47;-20;-14;-4;-3
12;47;18;31;-13;0;-16;-10
28;5;42;28;-6;-8;-6;-5
1;15;28;19;-8;-16;-6;-10
18;45;7;19;-3;-19;-13;-16
40;12;5;15;-14;-5;-11;-20
17;11;44;6;-11;-3;-7;-15
0;29;45;29;-18;-16;-1;-9
