device,dataset,dataset_id,circuit,optimizer,score
quantum computer,adhoc,32,q_circuit_03,SPSA,0.48
quantum computer,adhoc,32,q_circuit_03,SPSA,0.495
quantum computer,adhoc,32,q_circuit_03,SPSA,0.485
quantum computer,adhoc,32,q_circuit_03,SPSA,0.48
quantum computer,adhoc,32,q_circuit_03,SPSA,0.465
quantum computer,adhoc,32,q_circuit_03,SPSA,0.485
quantum computer,adhoc,32,q_circuit_03,SPSA,0.485
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.535
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.535
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.54
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.525
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.525
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.535
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.535
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.535
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.54
quantum simulator,adhoc,36,q_circuit_03,BFGS,0.53
quantum computer,adhoc,36,q_circuit_03,BFGS,0.515
quantum computer,adhoc,36,q_circuit_03,BFGS,0.52
quantum computer,adhoc,36,q_circuit_03,BFGS,0.53
quantum computer,adhoc,36,q_circuit_03,BFGS,0.515
quantum computer,adhoc,36,q_circuit_03,BFGS,0.52
quantum computer,adhoc,36,q_circuit_03,BFGS,0.52
quantum computer,adhoc,36,q_circuit_03,BFGS,0.52
quantum computer,adhoc,36,q_circuit_03,BFGS,0.52
quantum computer,adhoc,36,q_circuit_03,BFGS,0.52
quantum computer,adhoc,36,q_circuit_03,BFGS,0.52
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum computer,adhoc,36,q_circuit_04,COBYLA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum computer,adhoc,36,q_circuit_04,SPSA,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum computer,adhoc,36,q_circuit_04,BFGS,0.515
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.545
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.555
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.54
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.525
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.54
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.555
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.545
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.545
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.535
quantum simulator,adhoc,35,q_circuit_05,COBYLA,0.52
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.5
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.505
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.485
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.515
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.495
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.5
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.485
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.515
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.515
quantum computer,adhoc,35,q_circuit_05,COBYLA,0.535
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.56
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.57
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.57
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.56
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.57
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.565
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.57
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.57
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.575
quantum simulator,adhoc,35,q_circuit_05,SPSA,0.565
quantum computer,adhoc,35,q_circuit_05,SPSA,0.505
quantum computer,adhoc,35,q_circuit_05,SPSA,0.515
quantum computer,adhoc,35,q_circuit_05,SPSA,0.505
quantum computer,adhoc,35,q_circuit_05,SPSA,0.5
quantum computer,adhoc,35,q_circuit_05,SPSA,0.49
quantum computer,adhoc,35,q_circuit_05,SPSA,0.495
quantum computer,adhoc,35,q_circuit_05,SPSA,0.495
quantum computer,adhoc,35,q_circuit_05,SPSA,0.515
quantum computer,adhoc,35,q_circuit_05,SPSA,0.495
quantum computer,adhoc,35,q_circuit_05,SPSA,0.5
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.605
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.6
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.605
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.605
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.605
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.605
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.6
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.605
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.6
quantum simulator,adhoc,35,q_circuit_05,BFGS,0.605
quantum computer,adhoc,35,q_circuit_05,BFGS,0.485
quantum computer,adhoc,35,q_circuit_05,BFGS,0.48
quantum computer,adhoc,35,q_circuit_05,BFGS,0.48
quantum computer,adhoc,35,q_circuit_05,BFGS,0.485
quantum computer,adhoc,35,q_circuit_05,BFGS,0.48
quantum computer,adhoc,35,q_circuit_05,BFGS,0.48
quantum computer,adhoc,35,q_circuit_05,BFGS,0.48
quantum computer,adhoc,35,q_circuit_05,BFGS,0.49
quantum computer,adhoc,35,q_circuit_05,BFGS,0.49
quantum computer,adhoc,35,q_circuit_05,BFGS,0.49
quantum simulator,custom,17,q_circuit_01,COBYLA,0.54
quantum simulator,custom,17,q_circuit_01,COBYLA,0.52
quantum simulator,custom,17,q_circuit_01,COBYLA,0.54
quantum simulator,custom,17,q_circuit_01,COBYLA,0.53
quantum simulator,custom,17,q_circuit_01,COBYLA,0.54
quantum simulator,custom,17,q_circuit_01,COBYLA,0.53
quantum simulator,custom,17,q_circuit_01,COBYLA,0.53
quantum simulator,custom,17,q_circuit_01,COBYLA,0.54
quantum simulator,custom,17,q_circuit_01,COBYLA,0.535
quantum simulator,custom,17,q_circuit_01,COBYLA,0.53
quantum computer,custom,17,q_circuit_01,COBYLA,0.51
quantum computer,custom,17,q_circuit_01,COBYLA,0.505
quantum computer,custom,17,q_circuit_01,COBYLA,0.51
quantum computer,custom,17,q_circuit_01,COBYLA,0.505
quantum computer,custom,17,q_circuit_01,COBYLA,0.505
quantum computer,custom,17,q_circuit_01,COBYLA,0.505
quantum computer,custom,17,q_circuit_01,COBYLA,0.505
quantum computer,custom,17,q_circuit_01,COBYLA,0.5
quantum computer,custom,17,q_circuit_01,COBYLA,0.515
quantum computer,custom,17,q_circuit_01,COBYLA,0.505
quantum simulator,custom,19,q_circuit_01,SPSA,0.53
quantum simulator,custom,19,q_circuit_01,SPSA,0.525
quantum simulator,custom,19,q_circuit_01,SPSA,0.525
quantum simulator,custom,19,q_circuit_01,SPSA,0.53
quantum simulator,custom,19,q_circuit_01,SPSA,0.535
quantum simulator,custom,19,q_circuit_01,SPSA,0.52
quantum simulator,custom,19,q_circuit_01,SPSA,0.53
quantum simulator,custom,19,q_circuit_01,SPSA,0.52
quantum simulator,custom,19,q_circuit_01,SPSA,0.52
quantum simulator,custom,19,q_circuit_01,SPSA,0.52
quantum computer,custom,19,q_circuit_01,SPSA,0.485
quantum computer,custom,19,q_circuit_01,SPSA,0.485
quantum computer,custom,19,q_circuit_01,SPSA,0.495
quantum computer,custom,19,q_circuit_01,SPSA,0.485
quantum computer,custom,19,q_circuit_01,SPSA,0.485
quantum computer,custom,19,q_circuit_01,SPSA,0.49
quantum computer,custom,19,q_circuit_01,SPSA,0.485
quantum computer,custom,19,q_circuit_01,SPSA,0.485
quantum computer,custom,19,q_circuit_01,SPSA,0.485
quantum computer,custom,19,q_circuit_01,SPSA,0.475
quantum simulator,custom,13,q_circuit_01,BFGS,0.525
quantum simulator,custom,13,q_circuit_01,BFGS,0.535
quantum simulator,custom,13,q_circuit_01,BFGS,0.53
quantum simulator,custom,13,q_circuit_01,BFGS,0.535
quantum simulator,custom,13,q_circuit_01,BFGS,0.53
quantum simulator,custom,13,q_circuit_01,BFGS,0.53
quantum simulator,custom,13,q_circuit_01,BFGS,0.54
quantum simulator,custom,13,q_circuit_01,BFGS,0.535
quantum simulator,custom,13,q_circuit_01,BFGS,0.525
quantum simulator,custom,13,q_circuit_01,BFGS,0.52
quantum computer,custom,13,q_circuit_01,BFGS,0.465
quantum computer,custom,13,q_circuit_01,BFGS,0.455
quantum computer,custom,13,q_circuit_01,BFGS,0.45
quantum computer,custom,13,q_circuit_01,BFGS,0.46
quantum computer,custom,13,q_circuit_01,BFGS,0.465
quantum computer,custom,13,q_circuit_01,BFGS,0.455
quantum computer,custom,13,q_circuit_01,BFGS,0.46
quantum computer,custom,13,q_circuit_01,BFGS,0.46
quantum computer,custom,13,q_circuit_01,BFGS,0.46
quantum computer,custom,13,q_circuit_01,BFGS,0.465
quantum simulator,custom,10,q_circuit_02,COBYLA,0.545
quantum simulator,custom,10,q_circuit_02,COBYLA,0.535
quantum simulator,custom,10,q_circuit_02,COBYLA,0.54
quantum simulator,custom,10,q_circuit_02,COBYLA,0.545
quantum simulator,custom,10,q_circuit_02,COBYLA,0.545
quantum simulator,custom,10,q_circuit_02,COBYLA,0.535
quantum simulator,custom,10,q_circuit_02,COBYLA,0.54
quantum simulator,custom,10,q_circuit_02,COBYLA,0.54
quantum simulator,custom,10,q_circuit_02,COBYLA,0.545
quantum simulator,custom,10,q_circuit_02,COBYLA,0.54
quantum computer,custom,10,q_circuit_02,COBYLA,0.49
quantum computer,custom,10,q_circuit_02,COBYLA,0.48
quantum computer,custom,10,q_circuit_02,COBYLA,0.485
quantum computer,custom,10,q_circuit_02,COBYLA,0.48
quantum computer,custom,10,q_circuit_02,COBYLA,0.485
quantum computer,custom,10,q_circuit_02,COBYLA,0.49
quantum computer,custom,10,q_circuit_02,COBYLA,0.48
quantum computer,custom,10,q_circuit_02,COBYLA,0.485
quantum computer,custom,10,q_circuit_02,COBYLA,0.48
quantum computer,custom,10,q_circuit_02,COBYLA,0.49
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum simulator,custom,17,q_circuit_02,SPSA,0.54
quantum computer,custom,17,q_circuit_02,SPSA,0.495
quantum computer,custom,17,q_circuit_02,SPSA,0.49
quantum computer,custom,17,q_circuit_02,SPSA,0.49
quantum computer,custom,17,q_circuit_02,SPSA,0.495
quantum computer,custom,17,q_circuit_02,SPSA,0.49
quantum computer,custom,17,q_circuit_02,SPSA,0.495
quantum computer,custom,17,q_circuit_02,SPSA,0.49
quantum computer,custom,17,q_circuit_02,SPSA,0.49
quantum computer,custom,17,q_circuit_02,SPSA,0.49
quantum computer,custom,17,q_circuit_02,SPSA,0.485
quantum simulator,custom,12,q_circuit_02,BFGS,0.52
quantum simulator,custom,12,q_circuit_02,BFGS,0.525
quantum simulator,custom,12,q_circuit_02,BFGS,0.515
quantum simulator,custom,12,q_circuit_02,BFGS,0.525
quantum simulator,custom,12,q_circuit_02,BFGS,0.515
quantum simulator,custom,12,q_circuit_02,BFGS,0.525
quantum simulator,custom,12,q_circuit_02,BFGS,0.535
quantum simulator,custom,12,q_circuit_02,BFGS,0.515
quantum simulator,custom,12,q_circuit_02,BFGS,0.52
quantum simulator,custom,12,q_circuit_02,BFGS,0.525
quantum computer,custom,12,q_circuit_02,BFGS,0.47
quantum computer,custom,12,q_circuit_02,BFGS,0.48
quantum computer,custom,12,q_circuit_02,BFGS,0.465
quantum computer,custom,12,q_circuit_02,BFGS,0.465
quantum computer,custom,12,q_circuit_02,BFGS,0.465
quantum computer,custom,12,q_circuit_02,BFGS,0.465
quantum computer,custom,12,q_circuit_02,BFGS,0.465
quantum computer,custom,12,q_circuit_02,BFGS,0.465
quantum computer,custom,12,q_circuit_02,BFGS,0.465
quantum computer,custom,12,q_circuit_02,BFGS,0.47
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum computer,custom,17,q_circuit_03,COBYLA,0.525
quantum simulator,custom,13,q_circuit_03,SPSA,0.51
quantum simulator,custom,13,q_circuit_03,SPSA,0.515
quantum simulator,custom,13,q_circuit_03,SPSA,0.52
quantum simulator,custom,13,q_circuit_03,SPSA,0.515
quantum simulator,custom,13,q_circuit_03,SPSA,0.515
quantum simulator,custom,13,q_circuit_03,SPSA,0.505
quantum simulator,custom,13,q_circuit_03,SPSA,0.505
quantum simulator,custom,13,q_circuit_03,SPSA,0.505
quantum simulator,custom,13,q_circuit_03,SPSA,0.5
quantum simulator,custom,13,q_circuit_03,SPSA,0.505
quantum computer,custom,13,q_circuit_03,SPSA,0.53
quantum computer,custom,13,q_circuit_03,SPSA,0.54
quantum computer,custom,13,q_circuit_03,SPSA,0.535
quantum computer,custom,13,q_circuit_03,SPSA,0.535
quantum computer,custom,13,q_circuit_03,SPSA,0.535
quantum computer,custom,13,q_circuit_03,SPSA,0.54
quantum computer,custom,13,q_circuit_03,SPSA,0.545
quantum computer,custom,13,q_circuit_03,SPSA,0.545
quantum computer,custom,13,q_circuit_03,SPSA,0.54
quantum computer,custom,13,q_circuit_03,SPSA,0.54
quantum simulator,custom,17,q_circuit_03,BFGS,0.525
quantum simulator,custom,17,q_circuit_03,BFGS,0.525
