device,dataset,dataset_id,circuit,optimizer,score
quantum simulator,adhoc,29,q_circuit_02,COBYLA,0.7
quantum simulator,adhoc,29,q_circuit_02,COBYLA,0.7
quantum simulator,adhoc,29,q_circuit_02,COBYLA,0.7
quantum simulator,adhoc,29,q_circuit_02,COBYLA,0.7
quantum simulator,adhoc,29,q_circuit_02,COBYLA,0.7
quantum simulator,adhoc,29,q_circuit_02,COBYLA,0.7
quantum simulator,adhoc,29,q_circuit_02,COBYLA,0.7
quantum simulator,adhoc,29,q_circuit_02,COBYLA,0.7
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.8
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.7
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.65
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.8
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.75
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.75
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.75
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.8
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.75
quantum computer,adhoc,29,q_circuit_02,COBYLA,0.7
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.75
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum simulator,adhoc,29,q_circuit_02,SPSA,0.8
quantum computer,adhoc,29,q_circuit_02,SPSA,0.75
quantum computer,adhoc,29,q_circuit_02,SPSA,0.75
quantum computer,adhoc,29,q_circuit_02,SPSA,0.8
quantum computer,adhoc,29,q_circuit_02,SPSA,0.7
quantum computer,adhoc,29,q_circuit_02,SPSA,0.75
quantum computer,adhoc,29,q_circuit_02,SPSA,0.7
quantum computer,adhoc,29,q_circuit_02,SPSA,0.75
quantum computer,adhoc,29,q_circuit_02,SPSA,0.75
quantum computer,adhoc,29,q_circuit_02,SPSA,0.75
quantum computer,adhoc,29,q_circuit_02,SPSA,0.75
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.6
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.7
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.75
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.7
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.7
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_02,AMSGRAD,0.6
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,29,q_circuit_02,BFGS,0.8
quantum computer,adhoc,29,q_circuit_02,BFGS,0.75
quantum computer,adhoc,29,q_circuit_02,BFGS,0.75
quantum computer,adhoc,29,q_circuit_02,BFGS,0.6
quantum computer,adhoc,29,q_circuit_02,BFGS,0.7
quantum computer,adhoc,29,q_circuit_02,BFGS,0.75
quantum computer,adhoc,29,q_circuit_02,BFGS,0.65
quantum computer,adhoc,29,q_circuit_02,BFGS,0.75
quantum computer,adhoc,29,q_circuit_02,BFGS,0.75
quantum computer,adhoc,29,q_circuit_02,BFGS,0.65
quantum computer,adhoc,29,q_circuit_02,BFGS,0.8
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,COBYLA,0.7
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.65
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.7
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.6
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.7
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.6
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.7
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.7
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.7
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.7
quantum computer,adhoc,21,q_circuit_03,COBYLA,0.7
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.65
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.75
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.6
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.75
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.75
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_03,SPSA,0.75
quantum computer,adhoc,21,q_circuit_03,SPSA,0.7
quantum computer,adhoc,21,q_circuit_03,SPSA,0.8
quantum computer,adhoc,21,q_circuit_03,SPSA,0.7
quantum computer,adhoc,21,q_circuit_03,SPSA,0.65
quantum computer,adhoc,21,q_circuit_03,SPSA,0.7
quantum computer,adhoc,21,q_circuit_03,SPSA,0.7
quantum computer,adhoc,21,q_circuit_03,SPSA,0.65
quantum computer,adhoc,21,q_circuit_03,SPSA,0.6
quantum computer,adhoc,21,q_circuit_03,SPSA,0.7
quantum computer,adhoc,21,q_circuit_03,SPSA,0.75
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.7
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.7
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.75
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.75
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.75
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.5
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.7
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.7
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.6
quantum computer,adhoc,21,q_circuit_03,AMSGRAD,0.6
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum simulator,adhoc,21,q_circuit_03,BFGS,0.65
quantum computer,adhoc,21,q_circuit_03,BFGS,0.7
quantum computer,adhoc,21,q_circuit_03,BFGS,0.7
quantum computer,adhoc,21,q_circuit_03,BFGS,0.75
quantum computer,adhoc,21,q_circuit_03,BFGS,0.75
quantum computer,adhoc,21,q_circuit_03,BFGS,0.7
quantum computer,adhoc,21,q_circuit_03,BFGS,0.65
quantum computer,adhoc,21,q_circuit_03,BFGS,0.65
quantum computer,adhoc,21,q_circuit_03,BFGS,0.7
quantum computer,adhoc,21,q_circuit_03,BFGS,0.8
quantum computer,adhoc,21,q_circuit_03,BFGS,0.75
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.75
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.7
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.75
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.75
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.65
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.75
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.7
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.7
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.65
quantum simulator,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_04,COBYLA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum computer,adhoc,29,q_circuit_04,SPSA,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.6
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.7
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum computer,adhoc,29,q_circuit_04,AMSGRAD,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum computer,adhoc,23,q_circuit_04,BFGS,0.65
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.6
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.55
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.6
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.55
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.6
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.55
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.55
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.55
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.55
quantum simulator,adhoc,24,q_circuit_05,COBYLA,0.55
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.6
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.6
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.65
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.6
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.6
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.55
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.55
quantum computer,adhoc,24,q_circuit_05,COBYLA,0.6
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.6
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,SPSA,0.7
quantum computer,adhoc,21,q_circuit_05,SPSA,0.65
quantum computer,adhoc,21,q_circuit_05,SPSA,0.7
quantum computer,adhoc,21,q_circuit_05,SPSA,0.65
quantum computer,adhoc,21,q_circuit_05,SPSA,0.7
quantum computer,adhoc,21,q_circuit_05,SPSA,0.7
quantum computer,adhoc,21,q_circuit_05,SPSA,0.65
quantum computer,adhoc,21,q_circuit_05,SPSA,0.7
quantum computer,adhoc,21,q_circuit_05,SPSA,0.65
quantum computer,adhoc,21,q_circuit_05,SPSA,0.7
quantum computer,adhoc,21,q_circuit_05,SPSA,0.7
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum simulator,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.6
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.55
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.6
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.65
quantum computer,adhoc,21,q_circuit_05,AMSGRAD,0.7
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.7
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.7
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.7
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.75
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.75
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.75
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.7
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.7
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.7
quantum simulator,adhoc,21,q_circuit_05,BFGS,0.7
quantum computer,adhoc,21,q_circuit_05,BFGS,0.75
quantum computer,adhoc,21,q_circuit_05,BFGS,0.7
quantum computer,adhoc,21,q_circuit_05,BFGS,0.75
quantum computer,adhoc,21,q_circuit_05,BFGS,0.75
quantum computer,adhoc,21,q_circuit_05,BFGS,0.7
quantum computer,adhoc,21,q_circuit_05,BFGS,0.7
quantum computer,adhoc,21,q_circuit_05,BFGS,0.7
quantum computer,adhoc,21,q_circuit_05,BFGS,0.65
quantum computer,adhoc,21,q_circuit_05,BFGS,0.75
quantum computer,adhoc,21,q_circuit_05,BFGS,0.7
quantum simulator,custom,2,q_circuit_01,COBYLA,0.55
quantum simulator,custom,2,q_circuit_01,COBYLA,0.5
quantum simulator,custom,2,q_circuit_01,COBYLA,0.55
quantum simulator,custom,2,q_circuit_01,COBYLA,0.5
quantum simulator,custom,2,q_circuit_01,COBYLA,0.5
quantum simulator,custom,2,q_circuit_01,COBYLA,0.5
quantum simulator,custom,2,q_circuit_01,COBYLA,0.55
quantum simulator,custom,2,q_circuit_01,COBYLA,0.5
quantum simulator,custom,2,q_circuit_01,COBYLA,0.5
quantum simulator,custom,2,q_circuit_01,COBYLA,0.5
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum computer,custom,2,q_circuit_01,COBYLA,0.6
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum computer,custom,2,q_circuit_01,COBYLA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum simulator,custom,0,q_circuit_01,SPSA,0.55
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum computer,custom,0,q_circuit_01,SPSA,0.6
quantum simulator,custom,0,q_circuit_01,AMSGRAD,0.7
quantum simulator,custom,0,q_circuit_01,AMSGRAD,0.7
quantum simulator,custom,0,q_circuit_01,AMSGRAD,0.7
quantum simulator,custom,0,q_circuit_01,AMSGRAD,0.7
quantum simulator,custom,0,q_circuit_01,AMSGRAD,0.7
quantum simulator,custom,0,q_circuit_01,AMSGRAD,0.7
