44;254;61;49;144;2;6;25;26;37;41;18
73;135;30;31;28;35;13;10;128;8;7;36
32;21;5;29;14;125;11;49;182;14;2;107
9;45;75;8;296;17;33;5;8;56;49;21
31;79;52;11;50;38;46;14;55;7;13;35
8;81;16;147;86;9;36;91;59;137;73;124
125;34;130;20;40;26;30;126;7;27;139;22
34;16;5;45;26;78;35;101;60;13;15;64
56;32;91;7;36;97;103;92;22;4;74;7
145;62;123;11;38;47;93;32;45;6;49;37
18;191;18;110;34;13;15;11;134;35;23;24
121;47;133;51;98;24;25;98;9;20;52;14
25;50;8;19;27;84;76;19;49;37;23;50
34;6;176;7;46;8;48;11;13;101;100;38
11;42;3;52;25;41;29;36;77;20;19;51
39;28;114;16;151;9;14;44;14;91;114;28
71;77;26;35;16;49;17;14;76;11;4;31
65;25;21;101;13;73;27;188;31;126;75;33
7;20;22;54;40;6;20;7;48;124;34;62
5;61;75;32;156;29;62;6;132;20;10;158
50;44;120;15;99;36;55;91;38;57;241;74
6;48;3;139;34;10;16;12;79;34;9;46
42;49;75;18;71;17;26;34;1;98;137;8
3;32;10;80;103;6;36;6;46;194;29;189
14;34;22;52;62;91;73;113;30;56;85;54
29;27;19;47;9;75;21;49;55;21;22;17
7;7;36;31;42;6;27;57;3;109;80;29
117;52;96;7;18;108;53;24;125;15;30;52
45;125;14;72;48;37;12;108;24;47;85;12
24;118;6;75;46;49;39;35;205;37;21;119
306;55;168;33;50;152;62;150;59;9;33;28
18;84;18;330;30;5;6;63;74;28;6;24
79;12;43;31;19;54;61;83;4;63;51;44
11;16;21;22;21;61;50;18;44;21;39;21
39;38;140;38;123;35;40;13;47;100;85;38
65;56;18;13;22;19;16;26;23;15;17;25
11;17;78;26;45;10;123;14;15;112;116;90
87;16;128;101;22;32;49;101;7;130;157;11
103;29;27;35;24;36;12;55;12;45;25;9
200;81;23;37;6;51;11;130;31;9;33;0
6;7;103;22;85;8;25;9;5;97;67;6
42;19;73;77;41;27;63;74;19;138;190;53
68;51;18;18;28;30;15;29;39;59;62;36
51;6;159;50;30;79;148;93;22;109;155;44
33;17;54;15;36;70;64;50;30;35;34;58
2;29;32;38;111;2;45;3;18;162;81;56
281;94;111;27;36;74;27;105;16;18;41;10
62;60;89;15;24;55;101;61;34;16;88;21
11;4;9;39;12;22;17;24;23;42;17;34
15;209;76;35;243;3;16;3;28;52;6;39
34;20;123;5;24;10;161;14;14;7;33;68
21;99;22;54;32;60;87;27;208;22;15;115
76;23;26;59;15;17;3;91;21;48;31;3
62;27;10;24;9;116;21;49;95;6;14;20
32;53;24;21;47;19;28;20;91;15;9;104
6;9;22;22;40;45;31;57;29;55;62;78
20;12;3;357;6;70;35;187;51;55;19;49
60;7;49;13;49;11;13;25;11;55;18;20
8;4;38;12;27;54;69;17;21;36;58;33
125;15;18;37;2;258;69;224;38;6;18;14
35;45;52;32;33;156;251;54;79;15;37;71
69;14;125;12;35;76;154;11;34;7;24;56
11;20;164;9;206;7;102;2;0;92;124;43
23;18;77;58;35;59;149;51;6;168;156;20
19;16;38;60;40;28;14;82;44;99;70;23
1;10;12;6;88;43;119;17;56;33;40;323
7;6;19;6;31;7;80;6;17;22;18;71
115;156;83;16;139;34;57;34;15;30;34;39
48;46;15;124;27;84;7;269;139;63;124;26
17;45;8;47;51;53;13;12;124;43;7;86
19;87;7;79;61;46;9;9;173;16;2;102
27;28;18;21;28;65;56;18;43;26;23;53
36;7;121;13;55;30;84;61;5;27;43;83
78;2;71;29;11;98;63;172;20;61;187;26
77;69;36;31;49;43;91;14;95;48;24;269
53;219;6;103;54;30;7;30;142;38;16;36
69;35;80;9;61;29;83;22;11;61;71;55
86;48;45;15;38;142;66;23;41;3;9;35
5;76;4;62;12;177;21;26;217;6;5;22
35;120;9;65;38;80;28;29;182;42;13;71
234;106;115;48;65;61;50;44;53;31;37;54
46;32;23;62;24;125;74;149;77;42;54;66
18;115;38;59;163;9;27;5;84;95;27;192
50;63;13;14;50;50;35;11;116;28;13;158
26;38;19;113;46;56;54;129;67;103;161;70
176;24;96;27;22;202;68;72;54;7;13;32
72;38;98;74;12;46;18;82;26;21;102;2
86;45;158;21;61;98;138;39;30;22;114;31
52;17;567;0;60;8;102;4;6;13;39;24
13;24;11;170;8;31;39;28;153;40;8;71
15;95;8;62;36;7;27;24;36;58;35;102
16;8;81;2;26;11;148;10;3;54;218;35
8;41;26;57;147;23;72;11;31;256;24;266
92;154;96;55;18;42;27;5;213;30;21;20
70;68;42;29;25;32;27;50;43;12;27;27
52;51;194;1;217;10;15;8;15;27;20;43
36;17;102;33;49;6;36;75;7;67;178;21
4;25;11;193;37;27;56;36;107;122;55;105
43;11;237;8;40;30;150;8;31;7;22;105
4;28;33;33;168;15;50;8;89;93;24;217
4;33;7;207;20;9;10;23;68;310;80;28
33;40;40;107;57;45;63;112;38;179;118;69
27;41;56;45;23;19;36;32;32;30;72;9
48;26;36;74;43;93;84;78;46;81;40;58
27;116;27;219;47;30;24;99;99;115;67;53
17;34;21;28;38;14;22;26;11;24;18;16
42;77;170;9;336;2;31;10;6;61;66;48
79;17;60;37;2;13;32;108;7;25;135;20
60;52;38;18;58;90;129;11;86;26;14;138
71;77;7;68;42;111;12;31;122;48;11;46
67;30;111;26;46;54;79;72;19;35;84;22
50;9;57;13;20;124;172;38;43;27;56;122
79;87;61;68;43;60;34;129;39;46;126;7
21;35;14;28;20;73;19;25;75;18;12;43
14;34;20;27;49;39;33;43;30;39;34;52
95;29;46;39;18;65;46;157;42;12;64;17
84;11;144;11;28;101;109;35;9;16;48;12
52;23;91;24;81;18;28;36;20;83;64;69
52;10;60;41;6;22;19;208;5;16;141;8
14;45;22;78;71;27;8;31;61;31;13;38
9;17;9;210;21;37;29;30;115;88;20;89
40;11;63;19;19;25;40;195;10;53;326;7
8;9;69;13;15;19;136;33;2;31;181;23
223;28;56;12;7;163;30;112;49;11;54;11
181;71;41;15;73;50;12;100;1;19;38;15
79;25;112;16;56;85;157;47;13;20;39;33
186;80;52;101;74;81;3;124;111;34;14;35
18;9;46;61;29;4;50;117;9;66;233;28
82;115;27;43;79;13;19;45;13;49;34;17
186;53;161;28;49;55;39;69;19;57;128;20
29;109;21;37;41;77;58;12;167;9;8;63
56;35;18;5;16;56;14;17;79;6;17;27
18;91;14;76;55;210;64;95;95;23;55;15
14;31;18;79;38;18;12;30;46;44;13;46
42;25;38;66;24;301;122;69;32;36;28;23
44;6;37;35;10;212;64;156;42;32;61;17
149;93;62;209;28;27;13;174;57;31;29;15
126;81;25;38;2;22;43;82;29;25;83;46
14;49;28;74;25;41;39;79;26;23;39;13
97;41;19;76;8;294;63;211;55;17;29;11
37;98;11;152;36;32;16;81;89;68;60;12
133;59;122;4;38;58;69;17;40;40;40;53
27;140;17;150;74;20;27;71;25;95;39;8
4;16;36;26;117;21;125;4;24;156;38;227
79;116;5;20;38;77;5;44;34;6;4;13
39;52;37;39;84;6;21;45;8;60;46;4
4;5;12;33;36;1;93;1;76;112;60;375
46;23;67;2;33;138;237;37;30;25;117;54
63;88;166;58;104;78;24;41;94;13;26;10
89;60;54;38;49;49;16;42;41;8;8;8
15;37;4;115;9;88;15;49;274;78;31;59
37;111;26;149;111;23;16;43;81;86;19;65
7;14;31;17;45;15;25;55;31;39;60;67
92;152;58;12;112;32;19;26;23;9;20;22
61;78;22;13;10;57;31;9;61;2;1;15
1;14;47;19;38;32;187;26;73;38;80;211
51;11;176;13;55;5;38;41;2;41;95;25
24;4;63;34;22;111;206;127;18;43;144;41
65;31;188;10;57;84;103;49;43;4;43;32
25;32;21;143;33;14;6;51;33;109;54;41
30;18;161;7;63;22;113;15;10;11;47;69
31;8;94;5;39;35;77;18;10;20;30;39
25;170;17;73;84;34;7;12;164;21;7;63
6;27;6;113;33;16;13;21;28;113;8;36
14;15;68;42;40;34;92;60;14;57;118;46
14;18;21;25;61;9;24;8;31;69;25;66
64;40;107;30;52;37;34;90;2;22;180;1
63;13;23;41;3;85;23;160;23;25;31;7
8;7;51;14;31;29;68;31;6;162;361;17
26;74;18;149;41;27;30;44;105;82;46;64
116;136;72;38;112;125;55;40;39;42;20;21
69;26;74;5;8;66;143;18;39;4;28;54
7;36;22;55;18;15;75;11;76;63;34;62
43;24;19;37;6;57;33;194;28;21;103;14
8;42;38;25;401;18;9;8;25;110;22;80
13;51;31;13;126;16;42;4;35;35;17;100
32;16;34;42;17;54;62;30;36;55;40;27
123;75;75;107;45;61;45;55;75;96;45;50
18;28;3;123;6;78;32;69;106;20;26;61
73;165;83;13;190;22;33;14;54;17;13;95
13;117;15;51;212;3;10;8;39;95;24;64
9;62;13;84;62;42;18;10;171;91;8;87
58;19;54;130;12;24;45;99;36;68;82;48
101;104;56;213;36;37;17;135;76;68;79;5
34;59;46;47;80;16;9;11;72;29;8;51
25;13;45;18;22;107;73;27;30;22;24;31
22;2;59;27;7;85;141;41;26;110;201;39
27;4;180;10;36;21;189;33;10;29;93;52
43;25;22;20;8;76;57;6;152;24;16;45
84;27;253;26;44;45;109;35;43;27;79;39
80;68;31;110;18;38;23;111;39;25;52;17
25;11;28;20;21;14;30;79;8;31;145;24
27;179;15;48;252;37;15;14;110;71;7;79
97;57;66;39;50;28;14;46;15;55;49;10
27;35;48;147;36;34;28;42;100;102;46;45
18;75;8;103;26;141;49;49;298;25;20;65
72;94;33;37;21;139;53;16;106;13;3;35
152;10;89;21;2;79;58;185;18;12;84;12
13;113;23;36;89;10;27;6;71;14;8;61
9;65;44;18;83;35;153;13;91;23;39;242
123;156;36;17;77;24;15;22;75;7;9;40
28;23;18;119;13;18;9;60;50;63;35;38
9;12;62;39;55;15;57;45;5;193;335;23
14;19;42;31;12;31;45;48;49;105;217;40
10;46;38;41;417;3;17;23;12;261;40;137
256;43;51;39;19;47;18;64;12;17;33;7
55;28;89;9;33;117;239;32;30;5;50;26
134;99;12;104;13;133;29;295;34;15;25;6
35;44;11;22;2;83;72;60;54;5;18;24
39;22;15;10;15;64;47;15;51;15;8;63
67;68;45;43;26;18;12;64;15;55;69;18
38;74;15;98;19;80;26;124;183;7;18;27
46;35;156;19;81;36;79;21;25;7;21;20
82;66;32;39;19;234;38;108;95;14;38;14
30;30;13;104;26;29;35;100;59;43;36;41
29;12;91;4;112;25;58;1;31;8;7;36
33;33;8;64;28;82;21;30;197;67;16;85
16;33;8;52;23;103;24;37;158;55;13;69
36;236;16;132;28;66;10;35;270;9;4;17
88;100;40;129;40;75;19;305;63;41;40;18
26;61;18;52;31;26;30;18;79;71;32;58
63;17;51;27;13;318;139;85;98;16;66;21
42;69;65;26;126;53;70;17;43;15;16;55
48;120;23;96;43;69;16;24;66;25;11;10
23;27;43;43;21;7;32;45;17;21;39;47
26;103;48;39;129;4;18;8;14;43;22;23
15;10;71;3;97;35;259;7;36;61;68;435
36;34;53;22;33;136;138;18;53;29;38;34
26;51;12;225;13;39;21;287;47;41;64;12
38;110;38;115;63;13;20;83;35;64;97;25
153;101;46;8;45;83;28;22;66;2;1;30
40;41;19;100;6;25;1;108;56;13;35;5
20;5;94;12;66;9;18;11;15;68;44;69
50;12;147;20;74;149;123;55;51;43;147;78
150;30;42;21;6;258;79;67;79;1;20;11
15;21;19;23;26;12;39;7;27;147;35;46
41;38;32;43;14;37;8;34;54;15;26;4
29;41;13;56;30;46;23;141;10;74;123;15
43;60;49;21;75;109;118;28;136;27;35;111
28;15;134;27;83;14;67;9;34;168;51;275
57;14;167;13;36;71;205;41;39;18;191;84
22;25;45;33;18;49;82;24;45;30;56;28
59;46;21;34;47;17;19;55;25;23;19;21
14;12;5;49;15;98;35;140;42;35;53;35
13;11;239;5;175;39;115;8;12;25;31;60
4;7;36;7;88;13;82;8;31;58;31;230
27;61;18;118;20;8;10;54;25;65;52;11
62;35;108;10;109;12;42;26;20;61;65;133
15;11;30;18;24;9;62;15;10;47;84;44
18;6;5;31;7;87;33;28;35;26;22;21
18;28;10;60;7;27;19;38;92;35;53;29
42;24;49;57;9;13;11;58;12;32;35;7
43;7;46;28;11;32;57;113;7;67;204;29
31;58;17;94;44;48;41;63;216;70;49;214
32;99;7;231;9;122;17;87;174;33;16;26
14;13;43;20;44;18;26;10;32;42;30;42
197;120;89;11;21;56;31;43;21;5;46;5
31;12;71;10;24;168;90;73;27;9;136;8
16;11;14;21;10;16;40;44;18;24;53;32
4;15;17;67;24;9;27;89;26;92;126;25
41;138;19;164;118;43;16;20;154;111;4;110
36;7;40;11;11;253;90;37;67;6;25;20
81;162;26;93;16;41;6;20;371;39;20;12
120;48;16;38;14;65;30;23;56;9;5;17
79;21;91;13;8;62;106;88;9;15;119;14
14;15;30;21;41;55;53;44;46;62;87;53
105;134;86;125;107;38;29;80;44;99;64;33
76;107;120;42;138;38;19;17;47;53;28;29
29;25;67;93;51;20;70;145;19;114;170;47
70;16;56;2;10;121;111;9;35;3;4;33
6;7;39;44;43;14;47;22;54;111;61;225
44;39;20;231;17;51;29;209;16;24;30;12
21;16;23;24;67;7;21;31;5;135;23;66
12;11;6;34;10;41;41;32;25;72;89;24
8;10;6;112;4;263;58;93;94;37;25;31
42;49;16;231;24;48;27;27;31;64;17;33
8;21;65;40;73;20;201;16;31;76;80;95
12;140;47;44;249;5;27;12;32;171;100;87
12;7;27;21;23;16;25;8;39;143;36;77
42;32;35;80;52;99;91;39;29;101;30;75
22;205;17;28;108;10;10;6;74;27;7;59
98;43;12;55;8;469;59;115;157;29;54;37
36;55;37;194;45;30;18;136;52;114;127;26
30;66;87;7;165;26;45;12;29;11;19;81
113;119;86;39;56;105;78;39;66;30;51;36
3;74;38;40;230;10;45;3;33;270;50;119
25;81;36;81;52;20;35;37;88;55;38;70
33;115;22;146;31;20;12;41;49;52;33;14
41;194;10;117;72;37;14;42;175;82;12;115
31;13;20;26;13;85;136;66;46;36;75;88
16;30;16;46;21;15;27;22;33;95;47;29
19;7;60;27;20;42;246;24;26;62;107;165
8;24;44;26;243;15;32;18;19;149;62;70
8;39;28;99;62;5;10;2;42;232;55;50
16;9;9;25;69;46;35;26;93;61;21;211
6;12;22;12;85;37;107;49;13;64;147;84
11;68;16;97;40;46;39;48;104;57;35;63
50;100;53;119;65;12;8;45;28;48;28;12
102;48;48;71;17;140;35;245;111;10;26;20
23;7;21;23;2;83;82;52;71;8;45;23
21;168;21;82;44;16;27;12;132;15;14;29
16;93;38;96;92;4;6;42;25;75;48;19
123;88;96;148;49;56;60;149;37;109;133;40
27;144;93;47;182;6;53;10;27;62;17;122
114;2;197;1;12;76;204;68;3;21;179;25
18;139;62;29;168;22;16;4;81;28;15;56
7;14;24;25;19;10;51;14;14;67;69;23
4;20;19;110;31;11;80;16;45;145;76;115
64;361;11;95;32;8;1;8;113;14;1;28
20;10;47;21;86;11;7;80;10;87;73;39
29;18;121;11;34;72;87;25;51;18;75;27
66;10;58;4;12;34;65;137;4;26;231;7
37;40;13;58;7;213;45;236;64;13;38;22
32;89;11;63;43;36;36;6;107;53;4;164
57;78;76;24;144;120;213;34;55;48;70;113
30;62;11;55;40;34;15;29;42;65;15;15
55;17;196;8;138;10;29;27;4;34;37;49
14;18;21;21;20;30;58;28;21;80;57;71
112;58;220;14;85;71;107;20;45;24;40;33
14;50;27;96;26;63;47;58;76;20;66;20
168;125;48;43;12;195;31;63;77;8;24;15
34;7;31;26;12;55;39;203;45;17;126;27
12;26;61;21;42;15;34;19;32;9;29;13
68;16;333;10;56;18;76;37;2;32;150;9
176;57;89;50;47;23;47;50;16;68;72;32
21;34;140;46;197;9;59;32;21;158;99;132
79;155;20;144;23;17;6;45;73;42;13;17
47;78;55;48;122;8;12;25;31;107;33;66
216;78;117;36;47;159;42;46;121;32;41;54
70;146;36;68;62;175;77;113;134;48;49;53
130;114;35;90;51;99;61;186;54;24;57;33
7;4;51;26;27;28;95;43;33;87;179;77
50;7;77;17;35;59;108;43;2;54;80;33
13;14;78;72;93;5;31;34;4;204;91;50
2;4;14;89;23;11;66;29;25;229;106;99
7;77;14;48;142;18;88;12;72;123;36;255
59;8;60;18;32;190;84;33;54;20;18;48
13;1;16;10;5;161;252;53;18;31;92;55
9;7;61;15;73;23;163;10;21;39;55;205
91;68;95;140;87;93;36;113;44;53;34;23
12;14;2;165;15;29;17;87;23;70;29;24
115;29;42;187;5;56;30;369;24;35;155;5
26;51;12;131;20;28;21;75;120;41;21;101
38;26;31;50;13;24;23;74;29;50;77;19
25;1;180;14;116;19;29;28;6;43;39;39
24;42;9;23;59;113;33;14;63;27;4;56
28;163;10;381;17;11;2;173;59;25;22;7
50;11;52;25;7;124;97;230;12;24;101;10
37;6;274;10;69;37;100;78;5;67;224;24
50;15;39;53;14;61;44;104;67;15;52;25
66;136;45;124;127;33;35;35;75;49;14;57
159;22;180;22;16;74;72;46;45;24;74;46
26;8;210;11;128;7;91;16;2;33;49;41
36;17;9;10;22;38;30;29;12;27;25;39
9;3;41;3;15;29;180;31;4;53;239;52
54;17;124;15;44;24;73;31;19;32;83;38
127;47;34;10;8;90;40;26;34;2;12;5
60;27;89;12;73;53;152;14;36;34;19;164
8;22;13;77;18;27;18;31;29;49;49;6
26;45;13;53;15;24;21;19;120;48;22;58
4;7;35;21;66;51;232;21;35;45;38;158
10;26;18;173;20;8;17;70;44;52;58;21
107;25;40;113;1;65;23;286;17;28;128;3
81;21;26;63;15;91;22;166;22;30;40;14
53;81;33;70;25;24;7;19;24;29;17;4
19;8;68;12;27;148;325;19;59;41;110;120
222;70;72;102;7;120;15;200;32;4;75;3
72;12;44;7;24;171;81;39;46;9;25;30
109;424;6;115;24;24;6;15;129;12;2;25
50;133;2;83;13;54;5;22;243;26;1;24
25;9;80;75;5;78;173;140;12;19;245;6
12;78;14;172;40;36;11;37;362;65;11;152
23;36;46;8;73;19;128;14;14;40;83;38
0;7;4;32;26;7;20;12;26;112;36;146
30;36;128;28;214;7;32;1;46;125;52;80
111;23;362;7;129;34;187;6;5;48;57;51
33;244;12;165;52;6;7;16;90;42;13;46
9;26;91;91;145;9;58;10;14;258;95;44
1;13;7;117;12;35;33;31;105;44;21;54
82;99;24;68;49;43;5;110;32;14;16;12
15;13;37;46;40;10;6;21;17;136;63;34
12;36;35;52;58;8;24;10;12;59;36;37
51;97;16;34;60;21;24;14;207;14;15;131
48;11;31;23;10;63;138;84;33;19;68;57
154;38;30;94;3;178;37;167;64;5;26;4
29;14;32;17;7;28;38;44;15;16;57;9
67;44;44;24;36;122;107;22;94;23;25;49
77;33;63;23;11;32;34;29;57;12;31;42
21;4;147;16;46;10;286;7;22;51;65;156
19;39;1;168;2;59;31;58;70;36;14;25
275;36;214;13;52;21;56;98;10;36;104;43
56;14;6;95;3;125;36;108;42;11;6;26
39;21;44;7;76;106;145;27;21;39;57;147
131;95;59;23;27;57;12;58;38;4;17;3
5;37;14;26;103;10;147;5;73;121;27;451
8;34;4;304;13;37;11;159;53;51;25;8
18;11;25;18;7;46;182;55;23;33;107;73
60;22;14;60;5;48;15;307;5;7;56;2
85;42;28;97;27;64;19;190;26;74;106;8
30;16;35;20;67;96;110;59;12;62;51;37
86;31;41;23;126;111;15;48;207;62;38;92
41;19;16;21;20;56;37;23;97;25;11;75
13;55;31;55;95;32;89;17;75;81;18;210
202;47;174;32;50;41;46;58;14;53;86;18
75;39;15;86;14;75;22;78;35;29;15;19
42;46;38;126;45;37;31;66;38;112;53;33
72;35;41;26;32;94;87;22;39;22;28;14
81;146;38;36;73;21;6;25;27;36;14;6
135;74;123;32;49;18;29;46;35;7;26;30
14;24;12;22;15;176;63;28;118;16;22;30
121;125;43;50;20;50;17;104;56;19;35;13
1;9;23;41;66;4;51;3;39;159;50;194
50;86;87;34;66;155;107;22;122;18;32;38
76;61;95;30;122;5;18;47;6;38;55;26
79;36;35;87;7;29;9;258;23;42;180;6
243;24;40;10;11;108;34;63;24;13;15;12
130;28;81;7;33;61;35;29;18;7;13;25
12;25;62;32;21;6;8;11;45;45;66;12
32;7;155;4;20;101;320;26;25;75;136;51
53;146;32;53;98;21;18;8;157;90;18;121
42;112;23;43;121;12;12;22;76;36;15;140
60;81;26;254;23;20;5;64;57;31;19;11
199;234;19;26;30;126;11;72;83;4;10;19
4;12;23;27;48;14;49;6;17;205;24;96
5;40;45;27;332;15;38;15;17;190;50;136
156;54;488;4;87;8;94;13;10;11;103;16
109;21;19;81;7;83;25;131;24;55;50;11
44;20;37;56;20;34;34;73;7;35;54;12
20;20;66;7;80;5;17;12;4;44;75;10
16;12;38;25;49;24;126;16;26;136;73;200
20;23;75;31;74;12;107;9;15;41;24;125
25;45;11;47;92;19;12;16;18;82;10;37
13;13;17;18;22;58;139;103;18;31;116;48
79;22;115;7;65;40;83;26;46;16;42;78
36;77;23;76;47;109;63;72;129;40;44;52
60;44;30;50;22;157;44;42;122;14;28;21
36;29;23;23;17;112;60;46;36;8;17;15
44;92;12;23;14;111;23;8;133;2;2;14
27;23;71;9;21;49;139;16;21;30;76;37
25;5;45;107;7;48;45;239;23;29;130;9
29;21;19;12;26;75;68;7;48;16;4;47
17;50;13;120;10;62;49;71;108;25;23;71
259;72;109;5;21;114;87;41;70;5;30;32
27;192;34;109;117;9;10;9;180;29;4;56
36;11;132;8;82;15;54;24;7;70;53;59
16;29;30;56;73;20;41;31;28;63;46;49
51;14;34;63;20;99;47;39;48;73;40;28
20;55;24;52;62;20;32;45;30;50;42;64
11;10;64;8;107;16;110;3;23;60;18;221
28;105;21;64;107;90;74;21;145;87;38;135
45;79;73;156;30;24;58;51;28;72;75;26
133;135;94;45;36;68;81;31;127;10;31;49
21;45;19;58;25;47;58;80;64;41;57;56
108;30;179;15;100;35;83;21;13;54;50;81
51;83;48;40;132;18;14;36;18;35;15;28
20;48;25;200;27;47;58;73;58;37;27;32
40;63;69;11;97;32;24;9;151;17;3;109
51;66;7;46;12;95;23;19;68;4;3;30
29;11;175;14;69;10;23;24;10;92;86;21
112;87;74;7;61;65;44;15;55;9;31;34
56;41;108;11;61;38;114;5;35;13;10;41
168;75;90;25;9;65;40;49;37;10;66;11
6;9;41;30;65;18;59;8;71;102;46;204
41;15;99;12;65;31;114;19;49;81;70;252
46;81;74;43;98;14;26;12;35;74;34;94
153;292;38;28;91;32;10;11;39;30;22;26
236;62;28;7;13;93;18;22;42;4;5;11
9;21;4;246;23;22;8;25;92;172;27;53
15;68;17;147;53;52;67;89;51;87;31;62
13;22;59;26;95;5;16;19;6;61;60;11
51;54;48;103;34;100;43;78;92;83;97;19
51;12;32;28;8;184;132;76;36;11;58;9
34;36;51;4;49;27;51;9;52;12;10;102
35;93;12;76;36;15;20;19;53;88;31;62
78;41;67;18;31;64;74;115;11;23;179;12
3;5;16;31;18;27;93;29;10;90;80;45
45;12;47;35;58;24;40;101;13;87;76;68
81;212;30;28;136;14;9;26;16;12;5;22
33;25;59;5;22;26;69;13;12;5;25;13
42;20;61;16;44;44;68;36;33;42;60;65
27;6;40;7;26;53;46;27;48;39;39;71
289;105;144;80;58;65;24;153;91;25;32;18
54;70;24;52;39;67;19;24;36;75;36;23
80;87;14;92;20;73;16;62;61;18;10;15
48;52;62;73;42;15;36;28;12;184;110;43
106;149;78;65;80;27;39;71;54;63;88;50
41;68;51;27;198;5;2;16;22;35;11;46
17;23;24;27;48;13;13;16;19;35;15;29
14;31;3;200;23;10;8;42;27;87;12;62
44;25;64;20;89;74;65;45;38;101;97;117
18;43;20;67;29;105;48;59;92;40;31;61
17;28;48;27;150;20;38;45;11;74;79;39
182;196;84;44;84;69;47;40;75;32;42;27
2;21;12;24;24;35;48;2;160;42;7;123
53;51;11;32;9;32;16;20;92;7;5;16
15;40;12;11;121;57;21;1;35;24;5;49
32;31;14;37;10;265;62;39;218;24;19;45
84;103;78;61;98;60;83;70;63;56;67;150
