q0p0;q0p1;q1p0;q1p1;q1p2;q2p0;q2p1;s[0, 2];s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[1, 2];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[2, 5];s[2, 6];s[3, 5];s[3, 6];s[4, 5];s[4, 6];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15
17;1;5;48;27;25;38;-8;-12;0;-1;-3;-5;-11;-8;-16;-14;-6;-19;-7;-13;-2;0;4;6;27;30;32;40;44;49;66;70;75;79
18;39;49;48;3;11;33;-8;-8;-9;-15;-16;-10;-20;-6;-12;-19;0;-13;-8;-19;-9;-3;-1;26;26;46;47;55;56;58;62;63;77;79
25;14;18;12;20;14;17;-9;-17;-5;-13;-6;-20;-1;-19;-19;-5;-5;-14;-5;-13;-4;-4;2;6;10;15;16;18;23;24;30;31;37;47
3;14;15;47;9;9;8;-3;-19;-5;-4;-18;0;-13;-12;-13;-3;-10;-17;-16;-17;-5;-5;-12;-8;2;4;7;10;11;15;17;20;28;36
42;20;28;39;29;9;10;-11;-12;-5;-4;-18;-6;-16;-3;-13;-7;-6;-5;-13;-5;-19;-4;23;26;32;40;41;45;46;52;54;56;58;61
33;0;28;24;15;30;0;-12;-2;-9;-16;-5;-7;-18;-10;-15;-3;-12;-17;-19;-6;-14;-7;-5;-3;1;2;6;24;27;27;39;44;50;51
18;14;1;27;24;2;48;-16;0;-9;-7;-14;-11;0;-14;0;-8;-4;-8;-15;-10;-6;-15;-6;2;20;22;25;28;29;36;49;52;69;71
47;17;13;16;40;1;30;-1;-17;-12;-11;-4;-20;-14;-15;-7;-15;-6;-16;-11;-7;-7;-10;-2;2;9;25;27;29;43;47;58;65;69;91
31;30;16;26;18;37;32;-2;-8;-13;-11;0;-5;-20;-15;-11;-20;-7;-12;-19;-12;-16;-19;26;36;41;43;43;46;49;56;60;64;65;69
9;46;20;1;43;14;22;-19;-3;-2;-10;-12;-2;-17;0;-2;-6;-10;-8;-8;-8;-6;-17;3;4;9;12;34;38;43;48;66;72;88;95
45;3;24;31;31;18;5;-7;0;-7;-13;-1;-19;-7;-14;-18;-15;-1;-18;-6;-16;-10;-8;-20;1;2;7;10;21;48;64;64;65;66;75
41;37;20;14;28;22;40;-4;-10;-18;-12;-7;-4;-12;-10;-10;-20;-13;-17;-10;-17;-14;-1;41;42;45;47;52;53;54;56;61;73;74;83
12;11;42;14;23;18;5;-17;-15;-5;-7;-19;0;-2;-7;-12;-14;-15;-8;-12;-1;-10;-20;-4;-4;-2;10;13;15;17;23;31;33;36;44
45;38;42;10;41;37;30;-19;-18;-19;-15;-13;-5;-14;-13;-1;-19;-2;-19;-20;-10;-17;-5;35;39;44;50;66;67;72;72;79;85;88;109
21;2;35;41;37;34;7;-7;-3;-11;-4;-8;-20;-3;-16;-7;-2;-15;-20;-4;0;-7;-9;2;19;28;29;37;43;45;58;63;64;70;85
25;12;0;31;47;23;16;-7;-20;-11;-10;-11;-10;-8;-8;-13;-8;-7;-12;-2;-20;-9;-15;-2;5;11;21;23;24;43;44;47;51;52;65
29;0;49;31;14;41;8;-9;-16;-9;-5;-2;-9;-13;-17;-16;-15;-15;0;-10;-9;-2;-19;-29;2;20;21;33;33;41;50;68;70;75;90
11;31;28;2;15;22;25;-1;-6;-16;-13;-1;-7;-14;-12;-14;-10;-10;-8;-6;-5;-6;-13;10;13;21;21;26;29;36;36;37;50;54;59
44;18;46;8;24;9;45;-13;-11;-9;-3;-2;-5;-1;0;-1;-1;-20;-12;-16;-4;-1;-9;17;31;47;49;63;64;65;77;80;91;93;108
33;46;39;36;47;49;41;-8;-11;-13;0;0;-12;-1;-14;-2;-16;-1;-16;-2;0;-5;-2;82;89;99;102;105;106;106;111;112;119;121;126
42;20;12;10;28;4;38;-13;-7;-5;-13;0;-17;-17;-13;-20;-2;-12;-6;-10;0;-14;-8;-13;-13;5;20;26;42;45;49;63;73;83;95
20;3;25;27;24;25;35;-8;-6;0;-20;-13;-14;-2;-10;-11;0;-8;-20;-6;-3;-20;-10;11;20;29;29;34;36;39;40;42;56;60;60
11;29;27;49;0;39;35;-14;-9;-11;-8;-6;-16;-19;-13;-12;-17;-6;-8;-2;-12;-20;-4;11;23;25;30;45;49;50;61;65;68;80;84
47;32;7;20;2;24;9;-5;-5;-17;-7;-17;-7;-1;-12;-20;-12;-2;-17;-9;-19;-18;-17;2;7;8;12;24;29;31;34;35;46;64;70
43;49;35;27;8;10;2;-7;-6;-6;-1;-6;-17;-13;-18;-3;-17;-7;-4;-13;-6;-4;-12;12;29;42;42;48;50;54;57;60;63;67;73
26;14;17;20;49;31;38;-20;-7;-8;-1;-16;-13;-8;-10;-7;-7;-17;-18;-16;-20;-18;-9;25;27;31;34;36;37;41;53;59;75;79;80
13;29;36;28;17;14;25;-20;-12;-15;-9;-2;-12;-15;-17;-19;-15;-4;-8;-13;-12;-13;-13;7;11;21;24;25;26;30;40;40;44;44;55
14;26;45;3;2;22;38;-17;-20;-6;-14;-12;-15;-12;-14;-20;-13;-12;-19;-15;-8;-8;-17;-10;4;8;10;15;19;22;34;38;46;49;62
49;1;35;36;4;21;34;-4;-1;-15;-1;-19;-18;-14;-20;-7;-14;-12;-17;-2;-19;-6;-2;-7;3;20;21;24;35;51;52;78;80;88;102
28;1;24;18;22;33;38;-15;-18;-6;-19;-5;-15;-4;-15;-6;-7;-3;-8;-12;-8;-14;-6;21;30;30;33;33;34;38;44;48;53;62;71
39;25;9;8;36;40;29;-6;-17;-3;-14;-4;-9;-18;-16;-16;-12;-17;-2;-4;0;-15;-5;32;32;35;40;51;52;54;55;57;65;83;92
29;5;15;37;8;49;41;-9;-12;-13;-14;-6;0;0;-12;-9;-16;-15;-3;-11;0;-19;-9;17;22;40;42;45;50;55;67;67;71;78;89
46;17;35;25;21;8;6;-18;-8;-9;-16;-14;-15;-10;-15;-7;-12;-16;-1;-20;-9;-10;0;13;14;17;17;22;30;35;39;40;46;50;54
17;6;1;13;39;30;16;-16;-19;-18;-3;-19;-15;-18;-5;-19;-9;-14;0;-15;-20;-14;-9;-12;-12;-11;-3;-1;-1;15;23;26;37;38;51
23;21;18;7;38;3;31;-7;-8;-19;-2;0;-16;-18;-4;-7;0;-5;-13;-16;-6;-15;-2;-10;7;14;28;30;35;36;41;47;52;71;84
13;6;25;31;7;27;36;-19;-2;-3;-6;-5;-16;-13;-5;-9;0;-6;-18;-7;-11;-2;-10;24;27;32;33;34;34;35;36;38;49;56;62
4;1;38;49;29;27;44;-4;-19;-3;-11;-9;-5;-8;-20;-6;-4;-16;-5;-15;-7;-14;-15;17;32;35;35;38;39;48;50;62;68;69;75
4;17;22;12;36;39;15;-20;0;-10;-20;-2;0;-9;-6;-16;-15;-8;-6;-15;-7;-5;-5;13;13;17;20;22;28;33;38;42;44;54;65
46;9;32;40;6;39;45;-16;-10;-3;-20;-5;-9;-7;-18;0;-15;-11;-8;-7;-11;-17;-9;18;19;51;54;60;61;70;74;80;88;94;105
29;6;48;4;23;47;49;-7;-5;0;-18;-19;-7;-17;-14;-15;-12;-9;-12;0;-1;0;-7;25;29;45;47;57;57;70;72;75;81;88;90
43;23;20;24;29;9;45;-1;-15;-3;-19;-15;-12;-12;-6;0;-17;-7;-7;-8;-18;-18;-5;33;34;36;37;41;45;45;52;64;69;85;94
42;41;42;15;10;21;28;-3;-10;-2;-3;-4;-20;-3;-1;-15;-7;-5;-18;-7;-17;-1;-9;52;54;55;57;58;62;64;65;66;67;87;94
4;6;23;48;5;14;43;-4;-9;-8;0;-2;-18;-20;-18;-19;-9;-5;-4;-17;-2;-11;-13;-23;1;4;12;14;29;32;40;41;60;66;82
15;18;2;46;23;23;37;-18;-11;0;-11;-7;-15;-4;-17;-8;-16;-7;-8;-9;-13;-15;-15;4;13;18;21;24;30;35;53;53;66;67;68
22;44;5;5;13;15;21;-18;-11;-7;-16;-6;-6;-3;0;-3;-2;-17;-6;-4;-3;-18;-5;-9;9;11;18;28;38;38;51;54;56;62;71
32;11;14;44;49;1;43;-6;-13;-20;-16;-1;-6;-8;0;-1;-10;-16;-3;-2;-5;-6;-20;3;9;40;45;46;49;54;73;75;79;83;100
4;18;41;40;20;27;1;-12;-14;-19;-11;-19;-16;-13;-16;0;-7;-13;-16;-15;-18;-9;-19;-32;-6;-3;-1;12;21;21;31;36;40;57;57
12;41;42;36;24;49;32;-5;-6;-9;-2;-16;-9;-6;0;-17;0;-2;-20;-4;-1;-10;-14;29;45;57;64;83;85;86;87;94;99;102;104
41;31;27;6;27;15;17;-20;-14;0;-19;-8;-17;-7;-11;-16;-3;-5;-18;0;-1;-18;-8;28;29;29;35;37;39;39;41;43;46;53;69
40;38;1;46;41;17;0;-2;-16;-14;-13;-7;-12;-9;-13;-4;-19;-10;-15;-11;-5;-12;-7;-7;17;30;33;40;51;53;58;59;63;67;77
31;39;49;42;39;13;4;-7;-3;-15;-1;-9;-14;-20;-2;-14;-8;-14;-7;-18;-14;-3;-8;42;42;43;51;59;61;63;64;64;64;71;72
48;10;2;10;18;28;17;-14;-9;-18;-2;-9;-9;-3;-1;-13;-12;-16;-14;-7;-6;-16;-19;-6;2;13;16;25;26;30;37;46;51;58;68
31;5;25;21;7;16;48;-3;-8;-8;0;-15;-7;-18;-8;-17;-8;-16;-6;-14;-11;-5;-14;-7;-2;6;30;37;41;46;49;53;57;66;80
28;43;27;26;19;9;11;-2;-12;-5;-14;-15;-8;-5;-6;-7;-19;-14;-2;0;-5;-16;-16;21;22;32;33;34;37;42;47;50;51;52;66
40;49;41;29;0;19;10;-16;-18;0;-1;-3;0;-18;-8;0;-17;-5;-18;-17;-12;-19;-4;30;39;41;41;43;46;52;54;62;65;78;104
19;5;7;37;27;18;19;-1;-4;-18;-3;-5;-9;-14;0;-4;-20;-17;-14;-13;0;-16;-19;-12;0;12;23;23;25;27;27;29;30;54;66
0;22;12;32;42;20;25;-13;-17;-6;-17;-12;-3;-12;-20;-20;-8;-7;-17;-15;-10;-19;-18;-5;-5;3;18;20;24;25;27;31;31;43;49
38;38;3;5;8;7;5;-12;-18;-3;-3;0;-13;0;-19;0;-19;0;-7;-13;-9;-8;-1;7;12;16;20;21;26;27;33;35;37;39;47
15;34;35;8;13;2;10;-18;0;-9;-19;-10;-15;-10;-18;-2;-11;-2;-16;0;0;-18;0;-16;6;11;13;16;19;23;28;31;32;37;52
10;10;44;38;45;16;5;-1;-6;-10;-8;-10;-19;-6;-10;0;-1;-18;-13;-6;-10;-5;-7;26;27;33;33;35;36;42;43;44;48;52;56
25;25;20;34;37;1;42;-7;0;-4;-6;-15;-1;0;-10;-18;-19;-20;-6;-20;-2;-16;-20;7;13;19;22;34;37;55;59;61;65;80;84
44;40;28;33;18;6;21;-3;-2;-15;-5;-11;-7;-12;-14;-20;0;-5;-16;-8;-9;-6;-9;24;39;42;42;48;56;63;65;66;68;73;76
14;46;47;28;4;6;43;-11;-19;-18;0;-15;-2;-16;-6;-8;0;-10;-10;-16;-3;-14;-14;-8;13;14;28;40;46;48;68;73;79;98;124
12;48;41;22;9;39;25;-4;-9;-14;-20;-2;-16;-19;-18;-10;-13;-4;-3;-16;-16;-6;-19;11;20;28;32;32;47;62;64;64;69;82;98
40;40;16;22;49;21;0;-10;-19;-9;-16;-20;-10;-20;-11;-11;-16;-7;-7;-5;-4;-17;-7;19;19;22;23;43;44;47;49;53;55;68;71
27;2;10;46;46;26;4;-5;-20;0;-5;-2;-7;-12;-15;-19;-12;-1;-7;0;-7;-18;-3;-10;11;21;22;22;27;43;48;52;72;74;76
25;46;41;47;27;16;7;-11;-14;-15;-6;-20;-20;-3;-17;-14;-12;-7;-2;-6;-17;-15;-13;11;28;32;38;40;43;58;60;62;62;68;86
45;17;9;49;16;6;28;-11;-12;-1;-2;-1;-15;-2;-10;-7;-3;-16;-1;-4;-13;-7;0;-6;15;31;35;48;57;59;69;76;82;87;96
21;38;47;8;29;49;48;-2;-20;-3;-19;-3;-3;-14;-14;-13;-20;-15;-19;-13;-9;-3;-14;26;45;51;55;67;74;78;81;86;91;92;103
21;40;8;22;46;1;29;-12;-16;-10;-6;-5;-3;-19;-13;-2;-9;-7;-20;-6;0;-1;-14;5;16;21;36;37;45;51;51;63;67;71;79
24;31;9;39;43;7;29;-10;0;-1;-4;-16;-15;-15;-18;-18;-4;-6;-14;-4;-18;-4;-4;8;20;22;36;40;41;58;62;62;65;75;77
21;36;33;1;28;45;4;-5;-18;-7;-16;-15;-18;-2;-18;-4;-3;-17;-7;-1;-15;-5;-20;-22;11;21;27;31;32;45;61;66;75;75;82
25;36;7;6;43;20;32;-18;-19;-16;-9;-2;-2;0;-11;-2;-16;-13;-4;-10;-1;-17;-6;12;13;40;41;46;46;50;53;57;69;76;78
8;29;41;46;22;27;26;-10;-14;-3;0;-9;-7;-6;-19;-7;-14;-6;-20;-13;-11;-15;-5;36;37;39;39;39;46;54;55;60;70;76;77
36;7;43;18;6;40;37;-19;-16;-1;-6;-8;-13;-18;-10;-7;-4;-9;-8;-12;-7;-16;-9;20;27;28;33;59;60;60;61;61;62;81;85
43;27;19;36;33;8;14;-12;-2;-2;-15;-12;-10;-10;-18;-17;-1;-3;-16;-14;-20;-9;0;24;24;30;33;36;40;46;55;56;58;59;76
43;11;17;21;35;46;46;-8;-20;-5;-20;-18;-4;-1;-18;-12;-17;-11;-2;-3;-7;-12;-7;47;50;50;51;53;62;65;67;67;78;87;94
28;8;22;3;43;33;30;-18;-11;-7;-8;-1;-4;-6;-6;-16;-17;-5;-10;-17;-6;-4;-1;5;12;28;29;38;43;51;52;57;58;85;92
1;34;48;44;48;0;19;-4;-15;-11;-18;-7;-11;-5;-11;-5;-17;0;-10;-1;-7;0;-18;11;20;27;32;35;47;55;63;66;66;67;68
25;8;48;0;13;34;29;-9;-9;-9;-12;-7;-13;-13;-7;-17;-3;-3;-18;-4;-18;-20;0;3;8;11;20;31;34;40;51;51;57;68;83
26;22;10;24;11;24;28;-8;-18;0;-7;-13;-17;-9;-1;-19;-20;-6;-5;-20;-4;-6;-11;14;18;22;29;29;31;38;39;41;41;43;48
3;1;27;1;7;45;2;-20;0;-18;-20;-19;-9;-9;0;-12;-18;-7;-7;-1;-6;-10;-19;-44;-29;-27;-19;-14;-4;7;25;28;28;31;45
19;49;9;39;9;11;28;-8;-19;-5;-6;-8;-15;0;-13;-3;-16;0;-3;0;-5;-16;-15;12;25;28;37;37;42;44;51;52;54;95;96
6;5;26;10;0;34;6;-13;-18;-2;-9;-16;-8;-20;-12;-17;-7;-17;-15;-5;-13;-4;-13;-25;-21;-19;-19;-6;6;7;7;18;23;25;27
47;46;7;12;34;5;26;-1;-5;-12;-9;-4;-8;-20;-6;-12;-11;-3;-11;-4;-6;-12;-20;27;35;46;46;47;49;53;55;64;69;70;71
9;2;34;46;5;19;30;-9;-8;-13;-5;-18;-16;-16;-12;-17;-1;-19;-15;-11;0;-11;-17;-14;-4;3;4;7;23;29;31;34;50;59;61
14;43;43;47;27;21;2;-17;-10;-18;-12;-7;-3;-11;-6;-19;-16;-10;-11;-11;-10;-15;-17;1;17;24;33;36;39;49;51;55;58;70;75
2;31;6;13;33;30;13;-14;-19;-9;-18;-4;-11;-19;-1;-11;-19;-12;-1;-19;-20;-16;-1;-15;-11;-6;-1;2;19;22;25;33;34;56;66
5;1;20;12;16;33;22;-20;-17;-6;-9;-13;-1;-5;-13;-10;-16;-20;-11;-17;-12;-3;-6;-3;2;3;4;7;9;14;15;18;23;24;36
10;47;15;36;16;6;18;-5;-13;-14;-6;-3;-7;-14;-15;-5;-15;-1;-9;0;-7;-16;-8;-4;19;19;26;33;33;41;43;49;55;65;70
34;22;30;3;2;23;3;-7;-18;-13;-6;-1;-8;-4;-6;-14;-8;-19;-14;-17;-12;-11;-17;-4;4;8;9;13;16;19;25;29;34;45;55
5;45;24;46;27;41;14;-4;-12;-12;-19;-12;-8;-13;-11;-18;-19;-6;-10;-16;-16;-16;-10;12;17;25;26;41;45;46;46;57;68;78;85
20;17;30;48;13;23;28;-4;-20;-5;-8;-20;-18;-2;-11;-9;-9;-15;-1;-10;-2;-19;0;14;24;28;36;38;46;47;53;53;54;67;80
39;36;18;16;25;8;41;-12;0;-20;-1;-16;-9;-1;-10;0;-18;-12;-5;-12;-9;-6;-6;40;41;45;47;50;53;63;63;65;65;68;71
47;40;43;21;1;29;7;-9;-3;-11;-7;-19;-6;-5;-15;-20;-13;0;-10;-13;-11;-16;-3;17;19;22;39;42;43;52;59;61;74;86;103
12;0;0;6;36;8;10;-11;-3;-9;-20;-3;0;-9;-13;-9;0;-20;-2;-18;-4;-15;-19;-31;-22;-21;-15;3;6;7;8;12;14;18;27
22;25;25;12;4;24;37;-3;-15;0;-15;-19;-8;-4;-13;-17;-19;-20;-19;-20;-13;-1;-11;8;20;22;23;24;29;33;33;34;38;41;43
3;30;11;25;25;30;32;-15;-18;-13;-18;-2;-8;-8;-13;-14;-3;-6;-12;-19;-17;-15;-14;3;5;12;17;23;31;43;43;44;50;57;59
16;1;29;9;36;25;37;-19;-2;-4;-14;-20;-4;-1;-1;-12;0;-16;-20;-3;-14;-17;-8;19;21;23;23;26;31;32;32;42;43;57;65
7;34;49;16;18;3;36;-17;-2;-16;-13;-9;-17;-20;-20;-3;-9;-8;-11;0;-20;-17;-1;-18;11;15;21;28;30;35;37;55;58;58;82
40;24;30;42;34;42;38;0;-4;-20;-2;-19;0;-10;-9;-12;0;-2;-17;-4;0;-13;-9;64;66;72;75;78;81;82;82;94;97;108;114
15;8;18;49;15;6;0;-9;-12;0;-18;-9;-20;-11;-8;-10;-10;-20;-10;-1;-1;-13;-13;-18;-14;-8;-8;-2;5;5;8;35;39;41;42
22;34;22;6;14;31;15;-6;-6;-7;-14;-8;-4;-7;-5;0;-9;-20;-3;-18;-18;-17;-18;11;18;21;21;29;31;35;42;46;55;57;63
44;34;30;14;29;2;7;-19;-7;0;-12;-12;-13;-16;-19;-9;0;0;-8;-6;-2;-4;-18;19;33;33;35;37;42;44;44;45;50;50;59
35;23;29;29;17;39;9;-10;0;-9;-2;-3;-15;-9;-9;-12;-18;-11;-15;-15;0;-17;-9;13;13;34;40;41;45;53;55;63;70;80;86
24;0;46;31;5;43;35;-3;-7;-20;-8;-8;-9;-16;-3;-20;-18;-10;-10;-4;0;-8;-7;12;17;29;32;34;36;44;50;75;79;84;92
47;33;42;14;9;31;39;-16;-8;-16;-4;-12;-18;-11;-5;-18;-3;0;-10;-6;-10;-3;-17;43;47;50;56;62;64;70;70;74;83;90;100
26;9;35;17;10;7;49;-10;-20;-11;-20;-20;-4;-18;-9;-13;-16;-7;0;-17;-15;-3;-17;-15;-7;1;9;26;26;27;31;37;37;73;80
47;41;35;14;2;40;2;-1;-17;-17;-13;-7;-2;-2;-1;-20;-16;-9;-3;-6;-20;-15;-19;8;9;19;19;44;47;57;65;67;73;85;99
18;6;38;27;14;48;30;-13;-1;-15;-5;-4;-8;-3;-7;-14;-17;-9;-19;-8;-9;-2;-6;20;30;34;37;45;50;56;58;61;61;77;79
35;44;31;13;18;8;10;-12;-1;-3;-3;-10;-5;-1;-9;-5;-2;-8;-2;-17;-1;-3;-20;30;35;41;42;46;51;52;52;53;63;65;76
30;4;21;39;6;42;20;0;-1;-12;-17;-9;-2;-17;0;-12;-3;-9;-1;-3;-7;-20;-4;20;23;29;31;36;39;44;53;61;67;72;90
40;29;13;19;26;48;42;-16;-11;-14;0;-15;-14;-12;-12;-10;-4;-16;-13;-8;-17;-18;-1;50;51;53;57;58;63;66;69;78;80;82;88
8;34;17;11;12;49;2;-5;-20;-17;-12;-1;-18;-4;-20;-2;-15;-12;-9;-17;-16;-2;-18;-16;-14;-5;11;12;12;19;38;45;68;71;71
18;1;38;12;27;16;36;-12;-13;-8;-5;-15;-11;-10;-3;-10;-14;-12;-13;-7;-8;-2;-1;2;17;21;22;29;30;37;43;46;46;52;57
46;17;27;21;48;27;31;-2;-4;-12;-14;-9;0;-2;-20;-2;-19;-7;-7;-19;-10;-4;-3;38;42;49;54;57;62;66;75;77;86;91;101
32;49;1;30;1;9;13;-18;-12;-19;-1;-9;-19;-7;-2;-15;-15;-18;-15;-7;-14;-13;-9;4;5;7;9;9;14;29;37;40;51;56;59
4;47;26;2;40;39;25;0;-18;-16;-18;-5;-8;-17;-5;-12;-18;-5;-16;-2;-7;0;-7;1;7;32;34;41;46;49;56;57;82;87;109
32;17;15;15;42;14;1;-20;-4;-6;-16;-18;-11;-3;-6;-6;-20;-7;-16;-2;0;-20;-11;-14;-6;10;18;22;23;26;35;39;40;41;46
8;27;11;33;49;20;32;-16;-7;-15;-14;-2;-8;0;-10;0;-17;-11;-18;-19;-5;-11;-3;-2;15;21;27;37;39;59;61;69;70;75;78
41;27;33;9;0;12;25;-11;0;-12;-12;-15;-10;-18;-16;-12;-7;-18;-11;-2;-15;-2;-12;9;16;17;21;27;27;32;45;45;48;57;62
33;40;16;30;31;3;24;-19;-11;-18;-15;-12;0;-6;-8;-12;-4;-18;-9;-17;-15;-18;-19;0;16;23;29;33;36;38;39;49;64;67;69
0;13;21;31;41;6;8;-14;-16;-2;-17;-20;-8;-20;-18;-13;-14;-4;-1;-8;-6;-15;-3;-8;-6;-4;-3;9;12;13;14;15;19;24;27
33;35;29;38;15;34;14;-20;-12;-6;-2;-4;-10;-2;-9;-18;-3;-4;0;-4;-17;-13;-11;41;41;44;52;52;61;65;65;66;70;83;87
9;12;23;41;2;4;34;-12;-1;-18;-3;-10;-17;-5;-10;-13;-15;0;-18;-11;-8;-20;-4;-26;-25;9;13;19;19;21;26;28;39;59;65
34;47;46;3;26;4;4;-14;0;-16;-5;-20;-6;-11;-7;-6;-1;-12;-6;-12;-14;-2;-2;7;24;25;26;28;41;44;53;62;67;73;84
48;44;15;37;34;22;6;-8;-18;-19;-2;-8;-8;-7;-15;-1;-7;-5;-3;0;-11;-3;-11;47;50;50;51;54;62;67;70;80;81;87;95
40;10;20;37;13;13;47;-18;-10;-19;-11;-18;-9;-9;-4;-15;-4;-1;-9;-18;-14;-18;-18;-1;18;18;18;43;44;45;51;55;62;67;82
34;19;20;49;48;31;28;-5;-15;-2;-10;0;-17;-8;-6;-2;-6;-5;-20;-4;-17;-18;-14;24;46;57;65;65;69;72;79;83;85;85;94
35;21;12;15;48;48;34;-11;-10;-8;-19;-11;-13;-15;-3;-10;-7;-4;-6;-14;-17;-17;0;31;41;45;46;53;54;55;61;87;87;93;98
14;14;43;9;26;45;0;-5;-18;-18;-15;-14;-18;-9;-14;-6;-20;-1;-9;-18;-7;-17;-10;-16;-13;-4;-2;10;17;29;35;35;48;77;81
23;10;27;27;6;40;26;-2;-8;-17;-9;-13;-19;-5;0;-1;-10;-16;-1;-19;-10;-6;-5;20;27;33;37;38;41;45;49;52;54;60;63
24;33;17;20;2;27;23;-4;-7;-7;-17;-16;-1;-8;-12;-13;-12;-14;-4;-7;-20;-8;-13;13;21;21;24;29;33;36;40;40;49;52;56
15;33;4;40;39;41;8;-14;-20;0;-14;-16;-12;-1;-20;-11;-1;-9;-3;-8;-16;-11;0;-6;11;23;29;46;46;54;59;63;70;71;94
43;38;5;32;39;36;6;-11;-18;-19;-11;-6;-17;-18;-17;-20;-18;-9;-14;-19;-13;-4;-18;0;23;27;30;33;44;45;49;53;63;72;84
32;18;33;3;46;27;27;-2;-15;-2;-2;-4;-11;-4;-8;-17;-14;-13;-15;-19;-2;-10;-2;8;26;28;37;38;41;56;67;71;75;91;97
10;11;30;33;7;12;36;-14;-4;0;-3;-11;-8;-7;-17;-1;-1;-16;-8;-7;-12;-5;-17;7;19;19;21;25;28;41;41;43;52;60;60
28;46;21;46;42;37;45;-5;-13;-5;0;-7;-11;-16;-9;-17;-5;-8;-10;0;-6;-1;-14;68;72;73;86;89;93;96;98;98;101;105;110
7;45;7;17;27;11;28;-11;-10;-12;-1;0;-19;-7;-15;-14;-8;-4;-2;-4;-9;-16;-8;9;16;20;26;29;33;38;42;48;51;66;69
29;46;18;40;31;4;11;-14;-15;0;-8;-16;-13;-3;-2;-1;-6;-20;-14;-9;-3;-17;-13;9;14;34;39;41;42;42;46;61;67;77;85
43;18;13;9;5;42;14;-20;-4;-4;-2;-19;-12;-14;-5;-12;-6;-1;-14;-5;-19;-20;-1;2;13;17;24;25;28;38;38;48;64;75;83
