0;1;13;1;2;5;97;0;1;17;0;3;81;25;0;12;3;21;16;0;4;1;610;0;140;3;134
0;17;0;0;9;5;61;19;9;65;2;8;46;56;0;7;11;34;143;0;18;11;129;0;80;0;196
1;1;0;2;3;13;25;5;40;32;0;4;52;176;0;5;0;55;84;1;1;14;33;0;22;5;84
2;4;7;6;3;0;36;3;2;88;16;4;55;115;16;24;2;89;90;8;23;37;123;35;203;52;150
1;0;31;0;3;37;106;5;3;25;0;1;91;59;1;32;6;11;101;1;2;8;92;2;14;2;95
1;0;22;4;0;1;88;5;3;38;0;10;155;61;1;12;5;130;17;5;0;0;99;1;86;2;17
5;0;16;4;1;7;144;31;9;17;1;9;189;83;6;19;10;36;38;6;0;17;56;0;8;2;26
42;2;12;6;1;12;148;2;2;202;8;3;103;48;37;13;13;121;169;25;1;12;77;19;69;12;41
0;8;5;0;3;12;56;4;2;95;0;0;46;184;3;1;5;57;284;6;4;15;29;1;27;1;154
13;1;19;4;0;40;63;3;1;52;4;6;48;148;1;6;31;49;97;0;0;13;114;0;80;4;122
0;1;11;0;0;2;219;22;6;32;1;3;52;50;1;22;0;18;91;2;0;22;74;0;16;11;66
2;0;3;1;3;6;64;4;11;63;2;16;92;81;0;14;11;157;47;0;3;7;104;3;158;13;68
1;3;2;0;13;4;47;9;11;71;0;48;124;52;1;4;13;166;34;1;8;2;196;2;192;13;68
22;0;8;26;2;0;97;3;4;105;10;2;138;155;33;14;1;166;105;27;0;5;68;28;48;13;47
3;0;1;0;3;17;7;4;8;56;1;1;8;67;0;0;11;35;168;0;2;2;10;1;44;2;49
1;6;5;12;9;18;14;7;13;20;11;2;52;99;2;12;8;49;38;10;20;17;70;11;50;22;98
0;0;9;0;2;0;124;0;1;18;0;0;356;115;3;54;0;77;31;13;0;14;89;1;3;9;26
1;11;4;0;2;3;74;25;15;63;4;6;36;19;0;11;1;20;76;0;8;6;143;1;71;2;112
6;0;65;12;0;20;107;2;5;47;6;3;104;46;7;37;34;57;32;11;0;14;97;18;81;17;30
2;2;0;2;0;1;46;1;8;23;0;0;6;63;3;2;0;3;113;2;2;7;32;1;7;3;106
2;0;5;13;6;14;19;2;5;100;5;16;95;117;1;1;18;202;40;0;4;2;123;0;292;11;157
13;5;25;8;3;31;70;19;20;109;19;35;66;46;6;9;27;118;45;10;11;4;156;9;212;6;100
5;1;30;1;1;14;308;11;2;49;7;5;131;34;1;19;7;21;37;0;0;3;293;2;24;4;54
15;1;73;11;1;26;151;8;3;88;18;14;118;32;0;3;53;74;24;0;0;1;100;0;46;2;14
1;18;4;3;15;4;64;7;28;195;0;18;89;69;0;4;8;210;66;8;3;2;37;0;44;1;22
1;1;6;0;3;8;60;48;76;16;1;15;101;192;3;13;4;19;73;2;0;14;55;0;5;1;70
3;2;12;3;1;7;50;19;1;15;0;3;130;77;0;20;0;52;30;0;1;5;138;2;38;10;81
2;0;17;1;1;1;46;24;6;31;0;10;66;11;2;52;0;43;9;2;0;5;53;0;31;8;10
5;1;28;13;4;16;67;6;0;32;5;0;74;109;14;28;5;41;49;18;0;37;52;5;14;7;34
0;0;5;0;0;18;29;15;33;39;2;11;29;191;3;6;1;48;158;3;2;39;42;3;49;3;265
0;0;6;0;0;1;40;6;12;28;2;1;114;74;0;4;2;24;59;0;5;4;228;0;48;1;178
4;6;1;0;0;12;83;6;17;120;4;4;37;71;10;5;1;24;240;4;1;30;64;12;82;6;146
0;0;34;2;1;33;29;4;1;13;0;3;56;115;0;7;14;25;86;0;1;15;32;0;49;1;52
3;0;3;0;3;5;47;3;6;88;0;14;24;31;5;6;3;33;36;0;0;13;33;0;75;20;30
0;1;5;0;0;3;78;15;7;53;0;7;50;21;2;25;0;41;25;0;0;5;191;1;41;3;37
1;0;21;6;0;10;78;18;3;101;0;31;185;36;1;11;25;143;33;2;0;2;56;0;49;15;14
19;1;11;10;0;45;66;4;5;97;5;8;32;53;13;4;23;64;78;6;0;6;22;4;68;18;66
3;6;5;1;6;3;51;8;10;141;1;15;26;20;3;8;20;112;44;1;13;6;50;13;274;22;31
4;1;15;19;0;9;33;0;0;50;8;2;185;60;6;36;13;139;15;6;0;9;71;3;86;9;18
0;0;13;0;0;6;106;3;4;12;1;0;35;45;0;36;3;7;102;0;0;32;117;0;10;4;77
2;1;3;0;0;6;24;3;11;70;0;2;13;106;3;9;5;72;94;0;0;21;35;0;73;18;65
1;2;4;0;1;43;44;3;10;41;0;0;113;265;3;2;10;125;114;0;2;12;59;0;62;3;94
21;0;4;7;0;39;55;1;5;82;1;4;73;239;5;5;31;160;172;0;0;2;21;2;68;12;67
0;2;0;1;2;3;11;1;5;43;0;3;23;57;8;2;5;70;66;3;2;12;24;16;69;7;93
20;2;3;16;0;14;91;3;23;145;9;5;48;90;16;34;3;79;107;11;13;58;122;42;173;28;147
0;0;3;0;1;2;45;3;0;88;0;4;56;58;1;5;7;140;19;1;0;0;15;1;45;33;8
10;2;15;8;12;3;107;9;1;47;6;5;254;80;2;8;7;116;32;6;7;1;53;3;41;3;30
0;0;1;0;0;0;43;5;2;55;0;3;28;12;1;18;0;47;21;5;0;1;53;2;26;16;32
8;12;22;22;24;14;34;7;7;54;55;18;57;80;0;7;17;105;29;1;17;4;102;1;231;5;144
4;19;31;12;25;42;36;29;54;27;35;31;68;101;3;4;24;53;54;0;40;5;94;3;46;0;129
0;0;3;0;0;12;21;1;4;27;0;0;66;87;0;12;9;92;54;1;1;21;30;0;29;18;66
1;0;0;1;0;0;21;2;2;23;0;0;61;30;1;1;0;81;5;0;1;0;104;1;155;1;41
0;0;7;0;0;3;80;6;4;108;1;8;258;146;2;4;10;167;46;1;1;4;64;1;190;6;74
11;8;26;12;7;25;142;37;9;62;32;10;72;43;12;18;8;20;50;12;19;24;144;24;157;12;205
8;11;13;1;6;10;98;18;6;27;23;2;100;31;0;10;19;26;44;2;12;2;440;1;156;2;182
2;1;8;20;4;38;20;2;13;24;4;2;68;128;3;7;13;81;79;12;0;13;25;4;47;17;132
6;5;6;3;5;4;61;5;4;332;10;19;30;35;1;2;41;112;75;1;1;5;21;0;193;7;35
0;0;0;0;0;4;9;0;0;99;0;0;7;75;1;4;2;58;90;1;1;31;17;1;82;23;87
0;0;0;1;1;1;128;8;10;249;0;24;35;37;1;8;6;110;132;0;1;1;47;0;199;22;42
0;9;5;0;13;4;46;4;4;192;0;21;91;81;1;7;13;288;55;0;10;7;46;0;274;22;71
1;2;20;0;2;14;16;12;30;34;3;22;20;9;0;5;14;53;22;1;3;22;23;1;118;11;25
2;1;2;0;1;0;36;4;3;141;1;15;15;10;3;7;16;53;37;1;2;0;71;3;218;7;59
2;0;3;4;3;6;15;2;5;24;0;1;66;176;0;10;2;57;87;8;0;81;42;3;40;12;76
5;0;18;5;0;28;73;4;9;25;18;3;77;74;0;6;12;26;77;3;0;11;111;0;52;0;259
0;1;17;0;0;21;16;5;1;1;0;1;29;25;0;6;3;17;24;2;0;13;44;0;11;0;34
0;1;5;0;0;0;73;11;2;121;0;4;66;8;0;10;10;55;10;1;0;2;69;1;60;25;12
0;1;15;5;20;15;73;2;4;46;0;3;153;330;2;11;13;187;169;5;4;9;63;4;57;15;76
3;18;7;0;13;3;61;17;10;116;0;53;34;21;12;56;11;94;59;8;13;31;53;24;130;29;58
0;0;8;1;0;1;56;7;2;88;1;4;63;37;0;2;6;54;36;1;0;3;50;0;88;9;36
1;5;5;0;28;1;37;15;20;74;0;12;48;88;3;12;3;124;37;21;38;10;88;46;161;14;139
6;13;2;3;1;6;206;2;11;407;0;2;109;69;16;16;4;156;184;3;1;13;48;1;127;16;46
4;14;5;0;1;9;256;3;6;131;0;5;17;61;34;30;1;14;331;2;1;172;35;3;11;13;52
3;0;4;3;1;10;125;2;1;146;0;4;46;69;0;1;21;183;65;1;0;1;22;0;50;0;14
81;0;19;34;0;17;92;2;0;218;30;1;96;118;0;2;38;177;109;0;1;4;59;0;130;4;50
4;18;8;0;7;2;148;8;10;53;2;12;34;23;21;16;0;6;79;1;3;15;67;4;26;9;49
3;9;46;4;7;32;81;12;9;45;3;7;66;33;0;5;16;26;65;0;1;3;132;0;18;7;39
2;2;7;0;2;7;53;13;3;80;4;12;25;9;0;4;22;50;26;2;4;0;98;2;136;6;29
1;12;2;1;3;7;33;21;26;193;0;72;23;54;0;0;13;76;113;0;6;18;28;0;134;13;64
0;0;4;0;0;6;35;5;4;23;0;2;30;85;1;2;5;59;68;2;0;4;76;1;85;12;155
1;4;18;1;4;6;52;6;1;66;0;1;211;36;1;81;20;58;18;2;0;13;58;3;34;19;8
34;22;56;4;7;16;201;11;12;171;3;25;80;23;0;6;25;61;80;0;0;0;39;0;35;6;20
0;0;11;2;0;6;23;7;9;14;0;23;23;33;0;2;6;16;25;0;0;1;24;0;11;8;19
2;0;5;0;0;11;23;0;1;92;3;2;12;55;7;8;9;12;140;0;2;13;24;5;30;17;154
5;0;44;16;0;30;53;12;5;36;10;4;189;95;0;6;22;69;52;4;0;15;242;3;32;4;76
7;2;3;3;1;9;51;0;24;66;2;3;41;74;3;7;1;39;228;1;3;15;169;7;88;2;199
2;26;3;0;16;3;178;90;63;72;2;68;89;74;2;5;4;49;136;0;24;4;100;2;95;2;113
0;4;6;0;4;5;98;6;14;151;0;81;33;26;0;1;13;89;118;0;4;1;23;0;58;10;36
15;10;20;3;8;6;185;1;3;205;3;1;107;27;0;8;18;71;76;0;9;9;87;0;84;9;72
2;9;4;2;7;17;26;6;25;12;3;5;31;52;3;7;2;8;126;1;3;5;48;0;25;1;86
3;3;4;1;4;3;320;6;0;63;0;0;210;82;0;15;2;57;142;0;0;7;89;0;35;8;47
1;0;4;0;2;5;30;3;4;36;0;6;9;19;0;1;4;25;105;0;0;2;23;0;66;3;41
1;2;8;0;3;1;51;59;22;18;1;36;98;20;0;3;2;37;20;0;6;5;116;0;68;4;56
0;0;10;0;0;3;111;13;3;147;0;13;69;73;0;2;14;144;67;3;1;3;151;1;184;2;103
3;0;3;2;0;11;18;0;11;30;10;2;20;94;0;0;5;30;154;1;0;0;43;0;83;0;210
0;0;1;0;1;17;21;7;12;6;1;3;70;91;2;20;1;51;42;9;0;41;29;0;19;16;110
1;2;6;0;2;25;42;8;16;52;0;15;62;123;0;4;15;150;45;3;0;12;93;0;126;5;96
44;4;23;21;0;35;190;7;4;129;38;2;65;40;52;16;7;45;141;5;2;18;77;8;64;10;73
13;18;14;3;4;6;57;7;6;130;17;46;23;13;0;5;49;105;68;1;17;4;70;0;193;6;106
30;16;17;10;11;7;98;22;14;93;8;18;69;34;9;14;18;74;57;5;5;3;42;2;45;11;28
0;9;1;3;2;2;22;14;14;129;5;16;13;21;2;0;11;74;28;1;12;3;48;8;169;3;77
2;9;2;4;10;2;18;9;25;73;2;6;44;190;1;2;0;150;156;1;3;14;21;0;53;8;60
3;2;5;1;2;18;59;1;13;360;0;16;23;58;0;0;19;122;101;0;3;1;14;3;107;0;42
0;0;7;0;1;5;76;5;1;36;0;0;56;80;0;8;0;45;87;0;2;2;40;0;41;4;43
0;2;3;0;7;22;24;7;38;44;0;0;59;267;0;0;1;68;227;2;5;44;42;0;27;3;259
1;0;5;2;0;6;131;13;4;78;3;4;102;48;12;26;2;49;72;5;0;19;132;2;33;10;62
1;0;14;0;0;4;83;9;3;89;1;7;180;14;0;16;9;146;22;0;0;2;32;1;24;5;7
0;1;19;0;2;62;21;17;48;42;1;36;15;106;0;2;30;59;42;0;0;3;27;0;44;20;35
17;3;11;18;1;25;33;1;3;90;14;1;78;113;8;1;30;212;42;2;2;10;58;5;89;4;83
0;0;3;1;0;7;30;0;0;64;0;0;62;143;2;0;8;101;84;0;0;8;7;0;82;3;53
0;1;6;0;3;3;43;7;5;16;0;0;108;67;1;7;1;36;15;0;1;3;104;0;19;1;41
0;1;2;2;2;0;67;36;46;19;0;9;102;124;0;26;0;23;23;6;2;7;43;3;15;2;33
0;1;5;0;1;0;93;26;5;112;1;32;28;3;1;3;1;34;35;0;2;2;38;0;26;4;7
0;9;5;2;1;2;109;9;5;69;0;17;26;11;5;7;6;60;45;1;3;1;77;3;109;15;28
0;0;8;0;0;7;31;7;7;33;0;6;20;33;1;3;5;32;124;0;0;2;40;0;24;2;45
0;4;10;0;1;8;49;1;11;79;1;7;50;87;0;9;12;78;90;1;0;20;44;3;92;12;74
0;20;12;1;5;6;144;33;12;184;0;18;85;100;2;6;9;67;88;0;6;3;55;0;61;14;54
29;0;38;22;0;22;112;11;8;78;4;3;129;140;5;2;34;82;101;11;0;2;51;0;42;3;55
1;0;3;2;0;3;65;2;4;66;1;3;43;86;0;1;9;54;58;0;0;2;41;0;34;1;16
6;0;2;1;0;7;63;1;6;196;2;1;4;93;0;0;2;62;144;0;0;3;17;1;83;1;115
0;0;2;0;3;13;34;1;5;32;0;15;66;288;0;1;4;130;83;3;1;13;43;1;104;6;184
2;0;7;2;0;9;49;4;1;11;1;1;24;34;0;0;10;31;47;0;0;5;12;0;13;1;18
2;1;12;0;1;0;45;4;1;79;0;0;55;33;0;8;7;90;23;1;1;8;207;3;267;6;76
1;0;6;0;0;8;65;5;6;4;0;0;45;27;0;3;1;8;66;2;2;5;58;2;8;0;100
1;0;1;0;1;2;45;0;12;24;1;0;58;168;12;30;1;42;148;3;0;35;30;3;11;9;77
0;7;4;1;5;4;63;6;5;112;0;13;40;51;2;31;2;53;113;5;3;31;46;1;34;21;51
1;3;1;2;4;10;68;21;9;15;1;8;209;52;2;19;4;58;37;8;3;13;90;7;17;1;18
0;0;4;0;0;4;22;4;14;47;2;5;16;46;1;2;7;49;23;2;0;1;48;2;85;15;120
0;0;10;0;0;5;66;12;14;100;0;16;106;54;0;10;15;82;16;0;6;4;174;1;263;12;96
0;4;2;0;0;5;134;1;10;34;0;0;72;46;1;5;1;9;135;0;1;6;84;0;23;4;147
7;3;10;6;7;8;91;0;28;90;9;2;41;139;20;12;6;32;251;11;3;30;40;11;23;15;150
2;11;4;0;2;10;95;6;5;97;1;14;49;46;8;7;7;45;179;1;15;2;129;2;71;2;214
0;0;5;0;3;10;18;34;52;10;0;10;42;42;1;6;3;17;47;0;2;11;99;0;46;2;107
1;1;18;6;4;43;27;18;25;15;2;10;39;74;4;14;11;17;61;0;2;28;41;2;16;4;64
1;0;8;5;2;5;46;13;5;38;3;4;257;175;0;4;3;188;57;3;1;7;105;0;41;5;32
0;0;7;0;0;7;61;9;6;151;1;7;34;84;3;28;16;101;73;0;1;3;76;7;96;15;77
0;1;10;0;0;1;56;8;20;24;0;0;63;46;1;3;6;13;147;0;0;9;33;3;15;0;46
0;2;3;0;0;4;41;0;0;153;0;8;39;72;5;4;25;199;99;2;5;10;65;4;143;52;60
1;1;3;0;0;1;191;2;5;100;0;2;89;64;0;3;1;30;134;0;1;4;101;0;45;1;108
4;0;5;2;0;3;12;1;3;125;10;5;6;71;0;0;5;24;81;1;1;8;48;1;133;0;99
1;1;0;2;0;2;107;6;3;254;5;31;28;29;9;20;7;58;116;0;0;13;46;4;194;20;42
0;0;17;0;0;31;97;13;16;68;0;9;67;107;12;39;12;43;171;7;0;19;70;1;49;35;30
1;0;88;1;0;59;33;12;9;27;6;8;37;71;5;15;29;18;64;6;0;9;81;4;31;6;39
0;1;9;1;5;5;50;5;10;32;0;8;36;94;0;1;13;48;87;0;2;1;20;0;30;8;49
2;1;11;0;1;9;128;37;31;14;0;17;101;72;1;12;1;20;80;1;2;7;105;2;32;3;106
0;0;3;0;0;7;24;0;9;87;0;17;49;106;6;14;17;146;39;12;0;27;23;10;120;34;50
5;0;14;3;1;0;62;0;0;196;3;2;37;36;15;22;23;108;48;8;0;45;37;7;105;108;42
0;1;1;0;0;0;70;3;5;120;1;9;50;38;0;0;2;49;82;0;0;3;31;0;42;4;81
9;1;3;3;0;51;48;2;25;46;4;4;22;136;1;4;5;25;287;0;0;21;23;0;20;5;189
12;5;14;15;16;9;33;21;4;47;36;31;68;36;1;4;26;88;30;0;7;1;120;0;311;15;68
2;2;0;3;3;2;39;10;4;17;4;3;25;37;3;14;2;11;79;4;8;8;79;7;23;3;103
1;0;1;1;0;1;23;1;15;36;1;0;34;108;0;6;4;84;51;1;0;8;42;0;46;8;93
1;1;5;6;2;1;120;0;0;169;10;1;113;62;48;2;13;63;80;14;3;9;54;15;84;17;42
0;0;13;1;0;25;106;4;8;63;1;2;24;54;5;1;30;26;110;1;0;13;76;3;26;9;48
0;5;20;1;3;15;76;15;6;61;1;29;191;187;5;18;11;160;122;3;1;10;91;5;68;21;63
0;26;2;0;4;12;106;7;32;155;1;37;49;157;7;14;10;67;172;2;6;27;52;3;73;9;124
0;6;3;0;10;0;125;54;9;34;1;6;279;38;7;25;2;55;31;6;5;5;95;1;21;10;25
3;20;12;6;15;6;20;14;22;59;4;27;144;119;1;4;13;232;31;1;29;2;145;1;132;7;75
1;1;8;2;1;4;62;21;7;38;0;9;32;25;1;0;3;71;22;0;0;0;26;0;26;1;25
15;7;20;12;3;18;79;4;7;75;32;5;55;38;13;6;29;72;53;3;10;2;72;17;166;10;84
13;8;4;16;24;3;118;10;7;108;0;5;131;175;1;7;3;103;93;2;0;4;29;1;37;3;26
0;1;6;0;2;3;105;8;3;115;0;4;54;36;0;3;4;10;73;1;0;3;63;0;50;1;57
1;1;9;0;4;3;24;1;0;76;5;14;30;39;9;8;8;44;40;6;0;26;77;13;115;25;226
0;2;5;0;3;4;38;0;10;89;0;22;11;30;6;2;2;48;86;3;9;4;49;5;103;8;135
1;11;5;1;26;9;34;27;15;39;3;10;167;187;1;10;1;99;78;0;24;5;82;1;57;3;104
2;24;8;0;23;20;65;9;53;61;0;13;39;94;1;10;2;23;174;1;7;22;59;1;29;3;136
8;0;2;3;2;5;42;5;2;120;2;14;110;78;7;9;9;306;26;16;0;13;54;15;117;41;42
3;5;3;1;4;1;101;13;2;161;0;14;56;30;2;6;14;115;45;2;0;0;35;0;48;2;8
2;0;16;8;0;41;92;6;10;56;0;3;185;266;1;19;11;142;105;2;0;39;103;0;65;4;143
1;0;7;1;1;13;124;9;24;39;0;2;43;129;2;22;6;19;134;6;0;23;31;1;7;4;36
0;1;27;8;0;35;75;3;13;52;1;1;141;189;3;14;2;134;96;6;3;26;52;0;28;13;69
2;0;4;2;0;3;199;4;1;123;1;3;62;64;9;3;1;40;208;3;0;13;48;0;41;10;45
0;1;9;0;0;2;144;16;10;67;0;4;160;57;0;8;0;37;101;1;1;1;85;0;33;2;34
9;0;4;3;0;17;55;2;5;125;1;1;26;113;0;2;11;71;165;0;0;10;19;0;89;8;193
9;23;36;0;5;16;221;15;19;71;2;1;131;33;0;17;5;42;65;0;15;8;208;1;95;2;112
0;0;2;0;0;18;57;6;8;119;0;3;37;63;1;12;5;50;82;0;0;14;44;0;105;11;63
6;18;28;12;21;31;100;66;45;57;31;27;68;55;2;10;17;79;61;1;21;6;201;2;166;5;116
11;3;14;10;4;8;55;2;2;97;26;9;30;36;10;4;36;91;40;5;2;3;80;10;265;15;69
1;3;9;1;3;1;175;39;3;111;2;10;405;87;5;25;1;141;80;3;0;4;119;2;56;4;29
16;0;30;7;0;39;32;2;0;133;7;7;27;43;7;13;24;78;56;1;2;23;44;11;105;67;65
1;0;104;4;0;9;58;1;0;60;3;0;69;7;1;8;32;75;17;2;4;1;114;0;59;8;23
4;3;37;5;0;21;144;15;4;30;5;3;30;18;0;25;4;8;105;1;1;10;92;1;30;2;36
2;3;0;2;7;4;71;14;41;14;0;4;33;38;0;0;0;17;87;0;3;13;29;1;28;0;118
27;0;51;52;1;65;98;6;3;109;116;6;138;89;1;4;79;95;50;0;0;2;132;1;112;1;155
0;0;2;5;0;9;121;7;7;25;0;1;129;46;0;8;10;45;86;0;0;4;238;1;74;2;90
0;8;0;2;5;23;58;9;88;52;0;21;44;147;8;6;1;21;399;2;5;27;32;4;39;4;158
2;10;8;33;84;11;22;21;22;22;24;26;121;148;4;1;6;47;23;16;38;0;79;8;73;1;116
0;0;9;1;2;7;56;11;7;85;0;12;122;148;0;2;8;177;52;0;0;3;12;0;45;6;22
2;8;4;2;3;3;34;43;29;47;3;32;51;32;1;1;8;38;22;1;8;1;105;2;60;0;64
1;5;1;0;0;4;192;0;27;128;1;7;91;211;0;6;1;54;252;0;4;12;75;0;42;3;124
1;5;0;0;8;8;51;27;44;19;0;20;26;129;7;24;2;21;88;7;6;47;53;4;17;8;53
1;4;2;0;0;1;15;1;5;69;0;1;8;50;8;3;0;41;87;5;1;9;2;5;9;2;27
7;0;20;10;0;60;49;2;6;187;5;11;36;104;0;9;53;127;130;0;1;12;15;0;97;21;103
0;11;2;1;26;4;40;10;29;25;2;10;40;206;7;2;0;27;163;10;16;27;16;12;49;7;82
0;0;6;0;1;2;43;7;0;25;0;23;98;32;0;3;5;81;5;3;0;0;27;1;50;9;14
0;9;6;0;7;0;151;33;9;81;0;6;170;34;21;17;1;50;52;2;2;3;83;1;29;7;18
2;0;5;0;2;2;194;16;7;141;1;16;58;31;2;1;9;41;55;1;0;5;37;3;37;5;56
0;0;5;0;0;16;52;16;19;14;0;8;86;113;1;4;4;37;78;0;0;42;45;0;19;4;108
23;0;33;8;0;35;97;4;3;31;27;2;58;68;5;21;10;28;57;1;0;3;92;9;60;2;116
3;0;1;1;2;9;74;12;12;26;3;0;58;175;1;5;1;35;131;1;0;21;49;1;31;1;149
2;18;1;3;21;4;53;14;27;50;5;9;40;61;14;14;0;26;198;27;10;30;33;9;57;7;132
0;5;5;1;3;0;137;27;6;25;0;3;125;15;5;17;2;24;31;1;8;2;295;6;36;3;54
2;0;2;6;1;1;66;14;6;19;0;0;106;139;3;1;0;37;47;4;0;2;86;1;29;0;48
1;1;10;4;3;3;90;15;5;90;1;5;181;88;0;11;12;174;23;0;1;1;188;1;61;2;20
4;30;8;2;20;12;132;21;10;274;0;22;55;112;8;11;10;191;128;7;7;31;37;4;52;33;44
7;1;26;1;1;25;62;1;0;43;8;1;57;74;3;9;13;74;57;1;0;8;110;5;102;16;87
8;5;9;4;0;15;245;4;3;170;3;0;79;33;3;11;6;43;222;8;2;4;71;3;42;9;41
19;21;15;48;68;29;63;42;28;72;8;38;106;130;12;3;14;144;74;29;15;1;37;2;34;3;58
2;0;11;4;0;4;35;6;2;45;3;7;50;8;1;6;4;39;11;1;0;0;53;3;95;7;4
0;0;9;0;1;6;120;4;0;136;0;6;89;50;0;3;2;71;133;0;2;8;69;0;63;3;27
3;5;22;12;11;6;164;29;4;32;2;14;123;29;13;51;10;48;27;5;2;17;56;1;21;15;4
1;4;5;0;15;2;112;25;5;25;0;3;94;78;8;21;0;34;91;11;3;28;45;1;13;9;42
0;1;5;0;2;6;18;2;11;36;0;24;20;69;0;11;11;48;54;1;3;17;16;3;55;32;93
1;1;2;0;0;2;36;0;1;54;1;1;56;62;0;6;17;93;17;0;0;5;26;4;37;5;25
2;18;25;1;3;2;187;32;11;180;0;19;69;19;2;1;11;33;70;0;1;1;102;1;53;13;25
9;0;23;6;0;21;60;1;4;42;29;2;39;52;2;4;28;59;72;3;0;28;110;11;142;8;169
11;25;6;5;17;4;122;15;21;167;9;32;39;86;4;8;6;97;76;4;23;9;141;16;132;14;116
0;0;6;0;0;12;39;4;12;84;1;11;21;67;6;4;21;48;174;0;0;16;76;5;74;13;116
0;0;0;1;0;2;9;4;6;25;1;5;57;46;0;6;2;63;17;2;1;3;30;1;104;5;31
1;0;11;1;3;9;67;12;9;29;0;6;161;246;1;18;2;68;67;1;0;7;137;1;39;0;96
2;2;5;2;0;11;110;2;9;50;0;8;76;99;5;31;1;118;88;7;1;39;22;0;21;21;27
0;0;11;0;0;3;50;19;5;14;2;4;55;26;0;2;6;44;11;0;1;0;185;2;86;0;55
16;3;18;3;10;48;32;27;90;56;10;24;56;88;5;8;11;26;169;1;27;29;83;0;50;1;98
12;0;13;4;0;15;154;7;0;202;3;4;61;12;1;2;12;63;23;0;0;1;38;0;56;1;15
0;0;1;0;0;10;30;0;2;36;0;2;19;53;0;4;0;35;76;1;0;6;51;2;108;7;197
0;0;6;0;0;0;33;24;6;20;0;11;40;5;0;6;3;60;3;1;1;0;68;0;89;6;17
1;1;0;2;2;1;92;0;6;250;2;5;48;114;2;5;1;140;197;0;0;6;21;0;42;4;28
