8;2;1;1;0;3;0;0;52;0;38;1;3;3;3;42;1;0;10;3;0;18;6;2;1;1;38;153;0;8;2;0;10;2;2;2;95;0;107;112;10;58;0;65;18
2;1;0;0;0;1;0;0;1;0;54;0;7;0;0;59;0;2;21;1;0;5;8;1;0;2;6;277;2;0;2;5;3;1;6;0;64;0;68;128;18;4;1;7;32
35;0;0;0;0;1;0;0;33;0;62;0;32;4;1;55;0;0;32;0;1;3;8;1;0;5;71;133;1;1;2;5;12;0;6;3;107;1;129;103;5;14;1;19;11
9;5;4;0;0;8;0;0;4;0;39;0;3;1;2;64;1;2;1;0;1;0;8;0;8;6;10;44;1;1;0;0;16;4;2;3;108;1;37;41;7;1;0;2;0
4;5;0;0;0;3;0;0;3;0;29;0;1;2;2;45;0;2;3;0;1;5;0;1;1;1;3;25;0;2;0;0;1;0;2;2;46;0;31;26;2;6;0;5;3
13;14;2;6;0;34;0;0;8;1;143;1;3;5;6;127;1;0;14;4;5;33;7;0;0;1;3;34;0;3;4;0;2;8;18;1;25;0;32;52;2;8;1;3;16
1;1;1;2;0;0;0;0;0;0;65;1;14;1;3;31;0;1;13;0;1;1;0;8;4;3;3;46;2;2;10;3;5;15;1;9;95;2;214;56;12;1;1;8;13
1;2;1;0;0;1;0;0;1;0;16;0;1;3;5;17;0;2;4;0;4;1;4;3;0;10;1;41;2;2;7;0;1;2;4;5;36;0;80;55;5;3;0;5;12
2;0;2;0;0;3;0;0;0;0;92;0;3;0;1;119;0;1;6;0;0;2;2;0;4;7;0;73;4;0;2;2;0;2;7;2;25;0;40;79;7;2;0;1;6
0;1;7;15;0;2;2;0;0;1;61;1;10;1;0;80;8;24;16;0;0;31;2;4;15;10;0;108;49;0;13;25;0;7;9;32;88;28;79;56;71;59;4;43;80
16;0;7;1;0;18;0;0;4;0;48;0;12;2;1;134;1;2;8;0;3;4;2;0;4;17;2;58;5;2;2;0;6;1;9;7;157;0;54;15;4;0;0;1;1
1;1;2;0;1;12;0;1;17;0;13;0;6;1;2;32;3;2;11;0;0;0;33;1;1;34;1;115;4;1;1;0;3;0;19;0;42;1;28;79;4;2;0;0;1
2;2;2;0;1;0;1;1;3;0;35;0;10;2;2;12;0;1;13;5;1;18;1;0;1;0;2;41;2;0;0;4;1;0;21;0;12;0;38;66;22;21;0;11;67
3;0;1;7;2;8;0;1;4;0;309;0;4;0;0;55;4;0;18;0;5;6;18;7;0;8;1;102;3;2;0;2;6;2;17;0;19;1;110;191;4;18;0;0;18
0;0;3;3;0;3;0;0;1;0;73;0;0;0;1;51;0;0;1;0;0;2;0;1;0;0;0;52;1;2;0;4;0;0;1;0;12;0;48;77;1;4;0;1;2
7;1;6;0;0;20;4;1;7;0;44;2;16;2;3;67;1;4;6;1;2;8;20;0;14;27;9;53;15;1;4;13;79;0;24;3;130;9;161;78;27;20;1;31;17
0;1;1;0;0;2;0;0;2;0;45;0;4;2;2;39;0;3;11;0;2;1;1;3;7;11;2;34;4;10;1;5;4;0;0;4;127;0;105;45;2;1;0;1;2
0;3;1;0;0;0;0;0;2;0;30;0;6;0;0;23;0;0;16;0;0;2;0;0;0;7;6;40;2;0;0;3;2;0;1;0;59;0;78;68;16;4;0;4;12
11;3;2;0;1;8;2;2;6;0;56;0;12;7;5;43;0;4;6;2;4;2;10;0;0;10;3;91;0;4;1;7;11;0;11;1;36;1;21;38;4;7;0;0;7
11;0;14;4;0;8;3;0;15;2;67;1;12;0;2;82;2;12;2;0;2;5;3;3;8;11;18;53;3;2;0;3;12;1;4;0;84;1;83;22;3;0;0;4;0
7;7;0;0;1;0;0;3;6;0;107;1;7;16;9;57;1;0;4;0;20;0;1;0;0;7;1;86;2;13;12;2;0;0;12;5;39;0;115;284;5;0;0;0;15
14;1;5;12;1;46;8;0;17;3;84;9;8;0;4;39;4;13;19;0;2;9;49;20;17;56;22;79;10;0;15;13;28;26;61;12;62;5;95;99;20;37;3;16;16
24;2;36;3;0;30;0;0;4;2;221;0;7;1;0;215;0;2;6;0;3;43;6;2;5;1;1;33;7;0;1;15;4;1;9;1;38;1;68;55;14;5;0;5;17
7;8;1;5;1;4;0;1;7;0;44;1;3;3;9;100;1;0;2;3;1;21;6;3;0;15;8;128;5;4;3;6;2;3;5;4;112;0;56;47;33;5;1;6;17
14;0;3;0;0;23;1;1;6;0;28;0;22;2;0;112;2;0;15;0;0;0;6;0;2;45;23;94;9;2;0;5;15;0;18;1;137;0;71;28;7;0;0;1;3
9;1;0;4;0;5;0;0;10;2;13;3;14;0;1;185;0;1;8;0;3;4;14;3;1;25;4;70;2;1;1;0;15;2;17;5;90;0;11;17;21;0;1;2;1
2;3;0;0;0;1;0;0;4;0;8;0;3;1;2;14;0;0;1;0;0;1;3;0;0;5;7;34;0;1;0;2;5;0;2;0;35;0;18;16;1;0;0;1;1
0;2;9;2;0;6;0;0;5;0;66;0;8;10;3;88;2;9;1;1;2;2;5;2;14;11;4;159;9;1;3;9;25;0;5;2;171;3;132;138;17;3;0;8;9
8;0;1;4;0;7;2;0;35;1;35;2;10;2;0;38;0;2;16;0;0;2;33;12;3;8;32;115;2;0;6;4;25;7;8;3;77;0;90;88;1;14;0;16;10
3;7;3;0;0;9;3;1;1;0;126;0;29;1;10;147;0;2;19;1;6;4;2;0;0;33;2;107;7;0;2;3;4;0;21;1;115;5;123;77;15;0;1;3;35
33;3;1;1;1;22;2;1;38;0;50;0;10;0;0;44;1;4;22;0;0;8;23;0;1;14;11;73;1;4;1;2;21;0;24;1;41;0;57;80;7;11;0;6;6
5;1;4;2;0;0;0;0;3;0;67;0;15;0;3;258;0;3;0;0;0;13;4;0;8;22;1;145;2;0;0;3;3;1;4;2;196;2;41;43;27;3;0;4;1
23;0;3;1;0;87;2;0;18;0;159;0;28;1;1;246;0;1;7;0;0;44;32;0;0;17;7;78;1;0;2;0;14;0;17;2;50;0;38;41;35;22;0;17;27
0;2;0;1;0;2;0;0;0;0;40;0;41;1;5;97;0;0;9;1;0;1;4;6;0;34;0;80;4;1;1;2;2;1;46;7;70;0;63;94;13;1;0;0;18
0;4;0;0;0;0;0;2;0;1;57;0;11;3;2;37;0;0;10;0;4;0;3;0;0;18;0;50;3;1;0;2;0;1;4;0;36;0;37;108;2;2;0;0;4
4;4;0;3;0;2;0;0;0;1;141;4;1;2;1;40;0;0;16;0;6;2;0;5;3;4;6;17;2;6;13;6;4;7;31;4;84;2;288;95;5;0;1;0;12
2;2;0;6;1;7;1;0;0;0;56;0;3;0;5;53;0;0;9;0;4;1;1;4;1;9;1;259;5;2;0;2;3;1;8;7;89;1;85;107;1;0;0;0;12
15;3;6;18;0;22;2;0;11;5;69;2;4;2;5;136;5;12;11;1;2;19;8;15;11;10;23;36;2;5;4;3;19;13;15;8;80;2;48;54;9;6;4;12;5
35;1;1;1;0;26;0;1;41;3;31;2;22;0;0;41;1;4;11;2;2;21;26;3;0;19;12;63;1;1;0;0;7;2;5;2;30;1;8;35;22;23;1;6;9
2;1;2;0;0;20;1;0;21;0;30;1;11;1;4;43;0;6;11;0;5;0;124;0;3;26;50;172;2;1;0;0;66;0;41;1;189;2;121;115;7;12;0;12;5
16;0;4;18;0;4;2;1;3;2;253;0;5;2;9;196;1;3;12;0;4;42;6;6;4;7;2;61;5;0;21;14;1;8;12;2;55;2;119;144;7;13;2;6;26
8;0;1;5;0;0;0;1;3;0;64;0;5;2;1;16;1;1;20;0;1;21;2;0;1;2;19;13;1;2;3;0;9;0;2;0;31;0;99;40;6;6;0;36;12
17;1;1;27;1;24;0;1;8;0;197;1;0;4;1;102;1;1;11;1;1;5;2;8;1;3;3;26;0;6;11;1;8;3;12;6;90;0;126;90;3;1;1;5;4
43;3;0;6;5;29;0;5;38;0;46;2;5;1;3;21;0;0;13;0;0;10;24;11;0;10;13;46;0;2;2;0;10;2;10;2;13;0;11;49;1;1;1;2;0
0;2;1;0;0;8;0;0;0;0;14;0;2;0;3;38;0;0;2;0;0;2;14;1;1;26;0;95;2;1;3;0;2;0;10;3;115;0;32;67;13;8;0;0;6
15;5;1;5;0;15;0;1;1;0;25;0;1;5;3;91;0;1;0;0;2;10;19;7;0;15;0;47;1;0;1;1;3;0;6;4;14;0;6;16;3;8;0;0;2
0;0;0;2;0;0;0;0;3;1;23;0;1;1;3;22;0;1;1;0;3;5;3;0;0;4;0;30;1;1;1;0;0;1;5;0;32;0;35;38;3;3;1;1;4
7;3;3;1;0;1;0;0;3;0;220;1;8;1;6;38;0;3;31;1;7;5;1;1;5;1;10;24;4;2;2;44;3;0;20;1;20;1;204;124;2;3;1;1;16
3;1;1;0;0;1;0;0;2;0;214;0;2;0;0;83;1;0;3;0;1;22;9;0;2;3;1;68;1;0;4;6;5;0;6;4;29;0;107;201;9;18;0;23;8
15;17;1;19;0;17;0;2;10;6;130;9;19;10;14;156;2;3;11;0;8;14;4;8;2;10;3;80;3;7;6;1;4;10;4;19;60;0;41;44;3;4;0;4;0
10;0;2;0;0;4;1;0;0;0;58;0;27;1;0;115;1;2;8;0;0;0;1;0;1;50;7;149;4;0;2;3;14;0;26;3;192;0;152;47;8;0;1;2;6
11;5;8;9;2;2;1;0;10;2;76;0;8;6;18;71;1;9;3;4;5;6;5;19;27;10;4;91;23;9;21;20;3;14;4;21;80;7;110;60;20;9;2;10;21
6;8;8;4;3;7;2;3;17;2;85;0;10;11;4;56;1;3;20;1;13;10;14;3;0;10;4;88;4;5;5;7;8;1;7;0;35;1;27;168;9;7;0;3;12
2;2;9;7;0;1;5;0;1;0;43;0;6;2;3;65;2;9;9;0;2;4;11;2;16;13;12;79;21;0;4;4;8;14;7;6;191;1;126;53;10;0;0;7;5
33;4;5;7;0;6;0;0;8;3;124;0;20;0;1;102;1;0;9;1;2;11;28;7;0;10;7;148;7;0;3;8;5;2;7;2;68;0;79;153;34;33;6;6;17
2;3;0;0;0;3;0;0;4;0;76;0;5;8;4;56;0;0;4;1;4;2;9;0;1;6;0;139;4;0;1;4;1;0;3;0;52;0;33;70;11;1;0;1;5
3;0;9;6;0;0;1;0;0;0;133;0;14;0;1;132;0;9;6;0;1;3;8;1;12;14;6;73;15;0;5;18;4;2;29;6;81;2;104;149;11;1;0;1;3
2;1;4;3;0;1;1;0;14;0;27;0;27;4;5;106;0;10;21;0;5;1;8;4;8;22;2;165;13;1;2;7;3;1;8;5;91;1;34;56;21;10;0;2;4
0;0;6;0;0;5;2;2;3;0;11;0;15;0;5;159;3;8;2;5;0;7;1;2;7;112;2;84;16;2;1;7;9;3;5;8;124;4;38;23;54;13;0;13;16
61;9;35;9;0;30;5;0;16;2;87;0;69;1;3;74;1;6;28;0;3;46;5;2;11;26;30;58;6;1;4;8;19;3;12;2;45;6;60;50;38;7;1;15;14
19;0;7;0;2;4;2;1;22;0;130;0;12;4;4;33;1;3;33;1;5;1;3;0;13;3;15;26;5;0;2;13;9;2;16;1;70;0;131;48;3;1;0;11;11
14;0;0;1;0;10;0;1;10;0;36;0;8;1;11;217;0;0;6;0;1;8;10;1;0;13;0;244;3;0;1;0;0;0;4;1;61;1;18;47;13;9;0;3;4
0;0;0;0;0;1;0;0;2;0;5;0;2;5;6;25;1;0;0;0;0;3;1;0;0;4;1;114;0;2;1;1;6;0;2;0;96;0;21;11;6;11;0;13;4
1;0;1;0;0;0;0;0;36;0;32;0;30;1;2;37;0;4;7;0;0;0;32;4;1;6;11;146;2;0;1;4;11;1;9;1;84;1;86;138;4;26;1;10;2
2;2;1;0;0;3;0;0;11;0;20;0;64;0;2;47;0;0;7;2;3;0;6;2;1;20;6;92;8;0;1;0;3;0;6;2;65;0;21;39;9;2;0;1;3
4;4;1;0;0;1;1;1;0;0;104;0;3;3;0;31;1;0;6;0;4;8;3;0;0;3;2;13;0;4;8;0;12;2;4;2;52;0;144;88;1;3;0;7;26
7;3;1;0;2;25;0;0;2;0;29;1;7;6;12;123;3;1;8;0;1;6;15;0;1;20;1;98;4;4;1;0;13;0;7;2;51;1;16;35;4;2;1;3;1
0;0;0;0;0;0;0;0;1;0;15;0;2;2;1;13;0;0;2;0;1;0;0;0;1;1;0;26;1;0;1;0;0;0;0;1;12;1;25;16;0;0;0;0;3
1;0;0;3;0;1;2;0;10;3;41;4;9;0;3;59;0;1;3;0;0;7;7;7;2;16;12;138;4;1;0;3;6;5;6;9;90;0;57;80;20;12;0;9;13
2;0;4;3;0;0;0;0;1;0;120;0;2;1;3;80;0;3;15;0;4;2;1;1;6;3;4;38;9;0;1;14;1;0;15;2;142;2;125;73;5;4;1;14;19
0;2;1;1;0;3;0;0;2;0;44;0;0;1;0;5;0;2;2;0;0;0;6;1;3;3;3;14;1;1;0;1;7;1;0;0;10;0;65;66;2;3;0;3;4
10;2;3;0;0;0;0;1;14;0;114;0;10;2;6;30;0;1;34;1;3;1;4;3;2;3;8;50;3;0;5;5;0;0;6;4;138;0;155;138;16;4;0;24;36
40;1;0;1;0;42;0;0;12;0;90;0;9;0;5;64;0;2;17;0;4;10;9;1;1;10;21;31;1;1;0;2;13;0;3;1;45;1;61;37;1;3;0;18;13
8;1;0;1;0;34;1;1;16;1;72;0;30;1;7;69;0;1;36;3;3;11;18;4;0;26;45;67;4;6;0;1;74;9;31;3;174;0;161;56;20;6;0;26;7
1;2;3;1;4;14;2;1;5;1;135;0;4;1;4;140;1;0;8;0;5;4;14;1;0;35;1;101;1;0;7;1;5;2;20;4;70;2;50;81;15;1;0;2;8
1;0;5;2;0;8;0;0;0;0;275;1;4;1;0;54;0;3;6;0;6;34;5;1;5;5;11;28;5;0;0;6;7;0;33;0;85;0;193;100;19;18;0;21;55
0;0;1;0;0;7;2;0;7;3;46;0;4;1;0;18;0;9;11;0;0;3;14;8;2;1;4;31;3;0;10;7;10;1;7;7;27;1;74;188;0;3;0;3;4
3;1;3;0;0;14;0;0;23;1;30;0;2;1;0;30;0;17;5;0;0;6;28;6;4;3;9;80;2;1;2;0;5;3;2;4;41;0;42;72;2;33;0;22;1
6;4;0;3;0;16;0;0;11;1;35;1;2;8;0;28;0;4;3;1;0;5;30;3;0;7;3;37;0;6;0;1;11;0;8;0;17;0;35;59;4;11;0;5;4
4;5;2;8;4;6;0;3;3;3;37;5;50;12;16;104;0;2;5;1;10;17;7;4;2;47;2;100;5;7;8;5;6;2;10;13;72;0;28;43;59;13;2;5;18
3;0;1;5;0;23;1;1;1;0;32;1;3;0;0;57;2;2;6;0;0;3;3;0;1;23;0;26;3;1;1;2;21;2;19;2;93;0;61;16;9;0;1;14;7
1;2;0;2;0;3;0;0;3;0;62;0;9;0;0;49;0;3;6;0;1;1;2;0;3;4;18;25;2;2;0;1;38;7;7;0;107;0;155;52;6;0;0;9;6
9;6;0;2;0;14;0;0;6;0;61;1;2;9;0;47;0;5;5;0;1;3;12;0;2;2;4;72;0;9;2;3;6;0;4;2;81;0;73;129;4;3;0;8;4
5;0;13;6;0;9;0;0;5;0;59;1;3;2;4;197;0;10;11;0;2;0;2;4;9;52;4;144;21;0;0;8;4;2;11;15;163;2;35;26;16;0;0;0;1
6;8;1;0;1;4;0;5;20;3;100;2;24;7;1;63;0;0;27;0;5;2;6;1;0;21;17;86;2;3;2;4;13;1;28;1;134;1;157;84;13;3;0;1;13
0;1;0;1;0;0;0;0;2;0;29;0;5;1;8;49;0;0;4;0;4;0;1;2;1;14;0;155;0;1;0;4;0;1;9;1;66;0;52;112;5;1;0;3;3
4;1;5;2;1;6;0;1;0;3;192;0;3;2;2;38;0;0;17;2;11;1;2;1;3;8;1;35;0;1;2;0;5;4;32;0;69;0;384;174;4;1;0;11;10
0;0;0;0;0;3;0;0;3;0;12;0;1;1;0;19;0;1;1;0;0;3;5;1;1;3;0;11;0;1;1;1;6;0;4;3;18;0;17;32;2;4;1;6;3
1;2;15;0;0;1;1;1;7;1;97;0;10;0;2;96;0;7;5;0;0;6;6;3;14;18;0;93;18;1;3;25;6;0;4;1;61;0;117;120;3;9;0;8;22
12;1;0;8;1;4;0;0;17;1;121;3;6;0;4;91;0;3;13;2;8;43;3;12;0;0;11;82;1;1;5;3;4;7;6;4;47;0;69;146;11;35;2;10;47
3;0;4;0;1;2;0;1;0;0;90;0;7;1;5;64;0;4;23;1;3;6;2;1;4;7;5;42;0;2;2;1;5;3;6;5;150;0;204;139;8;3;1;4;22
3;2;0;0;0;0;0;0;5;0;88;0;6;1;5;63;0;0;12;0;2;1;0;0;0;6;0;88;0;0;0;3;1;0;6;2;38;0;37;98;4;1;0;0;6
3;1;0;1;0;3;0;0;0;0;8;0;0;1;1;20;0;1;0;0;0;2;3;1;0;4;2;21;1;2;1;0;2;0;0;2;21;0;3;6;3;4;0;0;0
9;14;5;4;1;4;2;2;25;3;67;0;10;21;10;95;2;16;7;1;6;13;14;12;9;13;17;229;15;5;1;6;9;2;4;3;71;3;52;175;7;30;1;9;4
7;0;0;6;2;0;0;0;17;8;126;0;14;0;1;63;1;1;61;0;1;11;2;6;1;4;3;97;4;0;20;10;0;8;14;11;43;0;119;148;16;62;0;6;71
26;2;1;6;0;7;0;1;20;2;100;3;38;0;3;25;0;0;63;0;0;4;4;10;1;11;43;51;2;2;13;1;13;16;25;3;78;0;255;116;4;2;2;6;17
58;1;1;0;0;11;0;0;14;0;49;1;2;1;0;68;0;0;13;0;1;8;25;1;0;5;18;53;0;0;1;0;11;1;1;2;38;0;20;45;2;16;0;11;1
11;0;2;0;0;17;0;0;25;0;66;0;2;1;0;32;0;4;16;0;0;8;27;0;1;8;28;43;0;1;0;1;27;0;28;1;62;0;111;71;2;21;0;16;6
1;1;2;1;0;0;0;0;1;0;31;1;6;0;1;18;0;1;4;0;1;4;1;0;0;1;6;9;0;2;4;0;0;2;5;5;38;0;85;40;11;6;1;12;16
15;1;3;1;0;4;0;0;32;2;74;3;37;0;4;139;1;4;33;0;4;0;23;2;3;63;13;220;0;1;3;4;16;1;39;3;170;0;87;87;25;2;0;4;0
2;4;1;3;1;1;0;0;1;0;70;1;7;0;2;13;1;0;13;0;7;2;5;2;1;4;17;19;2;1;4;6;1;3;24;1;58;0;244;118;4;2;0;6;12
8;7;3;1;0;2;0;0;0;0;48;0;9;0;4;57;0;0;4;0;2;5;0;0;1;6;3;20;2;6;4;5;3;0;6;4;49;0;53;23;4;0;0;2;9
0;0;0;1;0;10;0;0;1;0;44;0;3;0;2;52;1;0;1;0;0;6;6;3;0;1;2;16;1;0;0;1;17;1;3;0;48;0;29;33;3;1;0;5;5
12;5;0;0;0;5;0;0;21;1;124;0;4;13;1;97;0;0;2;0;1;19;66;4;0;12;5;196;0;5;1;1;1;1;3;0;36;0;54;178;12;71;1;2;6
5;2;0;0;1;8;0;2;13;0;83;0;3;11;0;35;1;0;10;0;11;0;20;1;3;10;21;40;1;7;0;13;19;0;30;0;31;0;96;187;6;3;0;3;18
10;2;1;0;1;8;0;1;11;0;217;0;1;4;0;50;1;2;17;0;2;4;20;0;0;10;1;28;0;2;1;4;2;1;15;1;13;0;59;206;1;7;0;1;6
3;2;0;1;0;12;0;2;30;0;51;0;11;8;1;35;0;5;11;1;0;2;85;3;0;18;11;157;0;2;4;0;13;1;31;3;25;0;69;216;2;17;1;1;2
0;5;2;2;1;2;0;1;5;0;43;0;3;11;4;62;1;4;0;0;2;6;4;6;1;1;0;99;0;1;0;1;2;0;3;2;39;0;15;69;10;30;0;5;3
18;0;1;1;3;4;2;0;16;1;74;0;88;0;5;76;0;0;60;0;3;6;7;0;0;12;46;50;3;0;0;3;0;0;15;6;75;0;153;52;24;4;1;4;24
6;0;2;2;0;1;0;0;27;1;39;2;41;1;4;102;0;4;21;1;0;15;5;2;5;8;27;153;0;0;1;2;2;3;6;2;219;0;106;145;9;27;0;25;5
5;0;2;8;0;5;1;0;2;1;67;1;29;1;6;146;0;2;24;0;3;2;2;13;1;32;4;154;8;0;12;1;2;13;9;34;110;0;34;70;18;3;1;0;5
18;1;0;8;1;5;0;0;31;0;57;1;5;3;2;42;0;2;14;0;3;15;16;35;0;2;6;81;2;1;9;4;15;15;8;3;49;0;81;158;6;36;2;5;1
21;2;0;0;0;1;0;1;9;0;34;0;8;1;0;18;0;0;14;1;0;5;7;1;2;4;13;13;0;0;1;0;5;0;0;0;15;0;46;31;4;3;0;5;3
7;1;4;0;2;31;0;1;16;0;181;0;9;1;4;39;0;0;8;0;17;1;22;0;4;20;14;62;0;1;2;2;9;0;76;2;49;0;69;113;3;2;0;0;18
18;2;4;5;0;9;0;1;17;0;63;0;15;1;1;173;0;2;4;0;2;14;6;2;2;4;13;77;2;3;0;1;2;1;1;0;72;1;51;34;25;26;2;22;9
8;5;3;2;2;12;2;6;12;0;78;5;12;2;12;53;5;1;22;3;7;9;6;4;3;33;5;26;4;6;11;3;6;5;32;13;20;3;29;58;11;3;6;0;21
20;1;0;2;0;16;0;0;12;3;68;0;8;2;4;41;0;1;10;0;3;0;23;1;1;21;57;34;0;0;1;0;70;11;42;2;216;1;177;27;1;1;0;7;5
1;0;0;0;0;2;0;0;0;0;8;0;4;0;0;20;0;1;2;0;0;1;4;0;0;7;7;62;0;0;0;1;7;0;6;0;55;2;30;39;10;5;0;12;3
1;1;0;6;0;9;0;0;0;0;100;0;3;1;1;82;0;1;2;1;1;18;2;2;0;0;3;24;6;2;5;0;2;3;1;7;47;0;55;27;7;7;0;8;10
1;3;1;0;0;3;0;0;0;0;69;0;3;0;5;55;0;0;5;1;8;3;17;0;3;20;1;56;13;2;5;11;11;1;51;2;173;2;128;78;11;4;0;3;11
0;0;0;0;0;1;0;0;0;1;56;0;2;1;0;52;0;0;5;0;2;0;0;0;1;5;0;42;2;1;0;1;2;0;9;0;82;0;76;30;5;1;0;0;1
2;8;6;0;3;6;1;1;4;1;37;0;18;4;10;91;2;8;3;1;5;6;5;0;8;75;5;152;7;7;0;4;19;0;13;1;129;0;84;31;38;10;0;17;2
8;4;2;0;0;0;0;0;6;0;118;0;7;0;0;77;1;1;17;0;1;5;6;1;1;0;1;33;4;0;4;5;2;1;9;3;25;0;62;119;3;5;0;1;29
0;1;0;0;0;6;0;0;2;0;109;0;4;2;9;70;0;2;9;1;11;0;2;0;0;15;3;135;6;2;0;10;4;0;11;2;92;0;234;207;7;7;0;4;14
4;1;0;0;0;0;0;0;14;0;27;0;32;1;0;71;0;1;9;0;1;0;1;0;2;7;27;74;4;1;1;0;6;0;3;3;183;0;67;38;4;3;0;16;2
4;2;0;0;1;15;0;10;42;0;20;0;4;15;3;26;0;1;1;2;3;2;48;0;0;25;8;117;0;9;1;0;27;0;22;0;49;0;22;49;4;14;0;4;2
4;3;0;0;2;9;0;1;9;0;152;0;4;0;0;88;1;0;10;0;0;12;9;0;2;12;6;107;4;2;2;2;13;0;30;1;86;0;120;106;6;11;0;9;18
4;0;0;0;2;0;0;1;1;8;24;2;24;2;3;21;0;1;14;5;2;0;5;1;0;49;34;53;1;1;2;0;4;0;39;2;48;0;59;33;20;3;1;7;15
5;0;2;2;0;24;2;0;18;0;70;1;4;0;13;178;1;4;5;0;3;18;23;1;1;9;5;188;0;0;0;0;9;1;8;1;61;0;36;89;3;16;0;5;7
19;0;2;1;0;44;0;1;22;0;56;2;9;0;0;91;0;0;9;0;0;13;26;0;2;7;44;37;2;2;1;1;17;0;6;0;67;0;32;24;3;0;0;8;1
0;0;1;0;0;10;0;0;0;0;48;1;1;0;1;28;3;2;8;0;0;8;36;0;6;13;9;25;5;1;0;4;58;0;37;1;94;1;295;92;3;5;0;17;15
